"Site","Subsite","Trapnest","Treatment","Date","Day_of_year","Year","Good_days","Available_cavities_prior","New_nests_os","Osmia_ps_prior","Osmia_no_ps_prior","Osmia_active_mothers_prior","DP_os_prior","NDP_os_prior","NDP_ps_os_prior"
"BP","E","trapnest_13","Low",2023-06-16,167,"year_2023",1,17,1,1,1,1,1,0,0
"BP","E","trapnest_13","Low",2023-06-20,171,"year_2023",3,16,0,2,2,1,1,1,1
"BP","E","trapnest_13","Low",2023-06-29,180,"year_2023",1,14,0,1,1,1,1,0,0
"BP","E","trapnest_13","Low",2023-06-23,174,"year_2023",3,17,0,1,1,1,1,0,0
"BP","E","trapnest_14","Mid",2023-05-11,131,"year_2023",3,12,0,6,0,0,0,0,6
"BP","E","trapnest_14","Mid",2023-05-12,132,"year_2023",1,12,0,6,0,0,0,0,6
"BP","E","trapnest_14","Mid",2023-05-15,135,"year_2023",3,12,0,6,0,0,0,0,6
"BP","E","trapnest_14","Mid",2023-05-16,136,"year_2023",1,12,0,6,0,0,0,0,6
"BP","E","trapnest_14","Mid",2023-05-17,137,"year_2023",1,12,0,6,0,0,0,0,6
"BP","E","trapnest_14","Mid",2023-05-19,139,"year_2023",2,12,0,6,0,0,0,0,6
"BP","E","trapnest_14","Mid",2023-05-21,141,"year_2023",1,12,0,6,0,0,0,0,6
"BP","E","trapnest_14","Mid",2023-05-22,142,"year_2023",1,12,0,6,0,0,0,0,6
"BP","E","trapnest_14","Mid",2023-05-23,143,"year_2023",1,12,0,6,0,0,0,0,6
"BP","E","trapnest_14","Mid",2023-05-26,146,"year_2023",2,12,0,6,0,0,0,0,6
"BP","E","trapnest_14","Mid",2023-05-28,148,"year_2023",2,12,0,6,0,0,0,0,6
"BP","E","trapnest_14","Mid",2023-05-29,149,"year_2023",1,13,1,5,0,0,0,0,5
"BP","E","trapnest_14","Mid",2023-05-31,151,"year_2023",2,12,3,7,2,2,0,2.5,7.5
"BP","E","trapnest_14","Mid",2023-06-02,153,"year_2023",2,12,1,6,3,2,0,3,6
"BP","E","trapnest_14","Mid",2023-06-05,156,"year_2023",1,12,1,6,3,2,0,3,6
"BP","E","trapnest_14","Mid",2023-06-09,160,"year_2023",0,12,0,6,3,1,0,3,6
"BP","E","trapnest_14","Mid",2023-06-10,161,"year_2023",0,12,0,6,3,0,0,3,6
"BP","E","trapnest_14","Mid",2023-06-12,163,"year_2023",1,12,0,6,3,0,0,3,6
"BP","E","trapnest_14","Mid",2023-06-14,165,"year_2023",0,12,0,6,3,0,0,3,6
"BP","E","trapnest_14","Mid",2023-06-16,167,"year_2023",1,12,0,6,3,0,0,3,6
"BP","E","trapnest_14","Mid",2023-06-20,171,"year_2023",3,12,0,6,2,0,0,2,6
"BP","E","trapnest_14","Mid",2023-06-23,174,"year_2023",3,12,0,6,2,0,0,2,6
"BP","E","trapnest_14","Mid",2023-06-29,180,"year_2023",1,12,0,6,2,0,0,2,6
"BP","E","trapnest_15","High",2023-05-11,131,"year_2023",3,7,0,11,0,0,0,0,11
"BP","E","trapnest_15","High",2023-05-12,132,"year_2023",1,7,0,11,0,0,0,0,11
"BP","E","trapnest_15","High",2023-05-15,135,"year_2023",3,7,1,11,0,0,0,0,11
"BP","E","trapnest_15","High",2023-05-16,136,"year_2023",1,6,0,12,1,1,0,1,12
"BP","E","trapnest_15","High",2023-05-17,137,"year_2023",1,6,1,12,1,1,0,1,12
"BP","E","trapnest_15","High",2023-05-19,139,"year_2023",2,6,0,12,2,1,0,2,12
"BP","E","trapnest_15","High",2023-05-21,141,"year_2023",1,7,0,11,1,0,0,1,11
"BP","E","trapnest_15","High",2023-05-22,142,"year_2023",1,7,2,11.5,1.5,0.5,0,2,12
"BP","E","trapnest_15","High",2023-05-23,143,"year_2023",1,7,0,11,3,1,0,3,11
"BP","E","trapnest_15","High",2023-05-26,146,"year_2023",2,7,0,11,3,1,0,3,11
"BP","E","trapnest_15","High",2023-05-28,148,"year_2023",2,7,0,11,3,0,0,3,11
"BP","E","trapnest_15","High",2023-05-29,149,"year_2023",1,7,0,11,3,0,0,3,11
"BP","E","trapnest_15","High",2023-05-31,151,"year_2023",2,7,0,11,2,0,0,2,11
"BP","E","trapnest_15","High",2023-06-02,153,"year_2023",2,7,0,11,2,0,0,2,11
"BP","E","trapnest_15","High",2023-06-05,156,"year_2023",1,7,0,11,2,0,0,2,11
"BP","E","trapnest_15","High",2023-06-09,160,"year_2023",0,7,0,11,2,0,0,2,11
"BP","E","trapnest_15","High",2023-06-10,161,"year_2023",0,7,0,11,2,0,0,2,11
"BP","E","trapnest_15","High",2023-06-12,163,"year_2023",1,7,0,11,2,0,0,2,11
"BP","E","trapnest_15","High",2023-06-14,165,"year_2023",0,7,0,11,2,0,0,2,11
"BP","E","trapnest_15","High",2023-06-16,167,"year_2023",1,7,0,11,2,0,0,2,11
"BP","E","trapnest_15","High",2023-06-20,171,"year_2023",3,7,0,11,2,0,0,2,11
"BP","E","trapnest_15","High",2023-06-23,174,"year_2023",3,8,0,10,1,0,0,1,10
"BP","E","trapnest_15","High",2023-06-29,180,"year_2023",1,6,0,11,1,0,0,1,11
"BP","F","trapnest_16","Low",2023-05-11,131,"year_2023",3,18,1,0,0,0,0,0,0
"BP","F","trapnest_16","Low",2023-05-12,132,"year_2023",1,17,1,1,1,1,0,1,1
"BP","F","trapnest_16","Low",2023-05-15,135,"year_2023",3,17,1,1,1,1,0,1,1
"BP","F","trapnest_16","Low",2023-05-16,136,"year_2023",1,16,0,2,2,2,1,1,1
"BP","F","trapnest_16","Low",2023-05-17,137,"year_2023",1,16,0,2,2,2,1,1,1
"BP","F","trapnest_16","Low",2023-05-19,139,"year_2023",2,16,0,2,2,2,1,1,1
"BP","F","trapnest_16","Low",2023-05-21,141,"year_2023",1,16,0,2,2,2,1,1,1
"BP","F","trapnest_16","Low",2023-05-22,142,"year_2023",1,16,0,2,2,1,1,1,1
"BP","F","trapnest_16","Low",2023-05-23,143,"year_2023",1,17,1,1,1,0,1,0,0
"BP","F","trapnest_16","Low",2023-05-26,146,"year_2023",2,16,1,2,2,1,1,1,1
"BP","F","trapnest_16","Low",2023-05-28,148,"year_2023",2,16,0,2,2,2,0,2,2
"BP","F","trapnest_16","Low",2023-05-29,149,"year_2023",1,16,4,3.5,3.5,3.5,0,4,4
"BP","F","trapnest_16","Low",2023-05-31,151,"year_2023",2,14,2,4.5,4.5,3.5,0,5,5
"BP","F","trapnest_16","Low",2023-06-02,153,"year_2023",2,15,1,3,3,3,0,3,3
"BP","F","trapnest_16","Low",2023-06-05,156,"year_2023",1,16,0,2,2,1,0,2,2
"BP","F","trapnest_16","Low",2023-06-09,160,"year_2023",0,18,0,0,0,0,0,0,0
"BP","F","trapnest_16","Low",2023-06-10,161,"year_2023",0,18,0,0,0,0,0,0,0
"BP","F","trapnest_16","Low",2023-06-12,163,"year_2023",1,18,0,0,0,0,0,0,0
"BP","F","trapnest_16","Low",2023-06-14,165,"year_2023",0,18,0,0,0,0,0,0,0
"BP","F","trapnest_16","Low",2023-06-16,167,"year_2023",1,18,0,0,0,0,0,0,0
"BP","F","trapnest_16","Low",2023-06-20,171,"year_2023",3,18,0,0,0,0,0,0,0
"BP","F","trapnest_16","Low",2023-06-23,174,"year_2023",3,18,0,0,0,0,0,0,0
"BP","F","trapnest_16","Low",2023-06-29,180,"year_2023",1,17,0,0,0,0,0,0,0
"BP","F","trapnest_17","Mid",2023-05-11,131,"year_2023",3,12,0,6,0,0,0,0,6
"BP","F","trapnest_17","Mid",2023-05-12,132,"year_2023",1,12,0,6,0,0,0,0,6
"BP","F","trapnest_17","Mid",2023-05-15,135,"year_2023",3,12,0,6,0,0,0,0,6
"BP","F","trapnest_17","Mid",2023-05-16,136,"year_2023",1,12,0,6,0,0,0,0,6
"BP","F","trapnest_17","Mid",2023-05-17,137,"year_2023",1,12,0,6,0,0,0,0,6
"BP","F","trapnest_17","Mid",2023-05-19,139,"year_2023",2,12,0,6,0,0,0,0,6
"BP","F","trapnest_17","Mid",2023-05-21,141,"year_2023",1,12,0,6,0,0,0,0,6
"BP","F","trapnest_17","Mid",2023-05-22,142,"year_2023",1,12,0,6,0,0,0,0,6
"BP","F","trapnest_17","Mid",2023-05-23,143,"year_2023",1,12,0,6,0,0,0,0,6
"BP","F","trapnest_17","Mid",2023-05-26,146,"year_2023",2,12,1,6,0,0,0,0,6
"BP","F","trapnest_17","Mid",2023-05-28,148,"year_2023",2,11,0,7,1,1,0,1,7
"BP","F","trapnest_17","Mid",2023-05-29,149,"year_2023",1,11,2,7.5,1.5,1.5,0,1,7
"BP","F","trapnest_17","Mid",2023-05-31,151,"year_2023",2,12,0,6,3,3,1,2,5
"BP","F","trapnest_17","Mid",2023-06-02,153,"year_2023",2,12,3,7,4,3,0,4.5,7.5
"BP","F","trapnest_17","Mid",2023-06-05,156,"year_2023",1,12,2,6.5,5.5,3.5,1,5,6
"BP","F","trapnest_17","Mid",2023-06-09,160,"year_2023",0,11,0,7,6,4,1,5,6
"BP","F","trapnest_17","Mid",2023-06-10,161,"year_2023",0,11,0,7,6,2,1,5,6
"BP","F","trapnest_17","Mid",2023-06-12,163,"year_2023",1,11,0,7,6,1,1,5,6
"BP","F","trapnest_17","Mid",2023-06-14,165,"year_2023",0,11,0,7,6,1,0,6,7
"BP","F","trapnest_17","Mid",2023-06-16,167,"year_2023",1,10,0,7,6,0,0,6,7
"BP","F","trapnest_17","Mid",2023-06-20,171,"year_2023",3,11,0,6,5,0,0,5,6
"BP","F","trapnest_17","Mid",2023-06-23,174,"year_2023",3,10,1,6,5,0,0,5,6
"BP","F","trapnest_17","Mid",2023-06-29,180,"year_2023",1,9,0,5,4,0,0,4,5
"BP","F","trapnest_18","High",2023-05-11,131,"year_2023",3,7,0,11,0,0,0,0,11
"BP","F","trapnest_18","High",2023-05-12,132,"year_2023",1,7,0,11,0,0,0,0,11
"BP","F","trapnest_18","High",2023-05-15,135,"year_2023",3,7,0,11,0,0,0,0,11
"BP","F","trapnest_18","High",2023-05-16,136,"year_2023",1,7,0,11,0,0,0,0,11
"BP","F","trapnest_18","High",2023-05-17,137,"year_2023",1,7,0,11,0,0,0,0,11
"BP","F","trapnest_18","High",2023-05-19,139,"year_2023",2,7,0,11,0,0,0,0,11
"BP","F","trapnest_18","High",2023-05-21,141,"year_2023",1,7,0,11,0,0,0,0,11
"BP","F","trapnest_18","High",2023-05-22,142,"year_2023",1,7,0,11,0,0,0,0,11
"BP","F","trapnest_18","High",2023-05-23,143,"year_2023",1,7,0,11,0,0,0,0,11
"BP","F","trapnest_18","High",2023-05-26,146,"year_2023",2,7,0,11,0,0,0,0,11
"BP","F","trapnest_18","High",2023-05-28,148,"year_2023",2,7,0,11,0,0,0,0,11
"BP","F","trapnest_18","High",2023-05-29,149,"year_2023",1,7,4,12.5,1.5,1.5,0,2,13
"BP","F","trapnest_18","High",2023-05-31,151,"year_2023",2,4,1,14,4,2,0,4,14
"BP","F","trapnest_18","High",2023-06-02,153,"year_2023",2,3,0,15,5,3,0,5,15
"BP","F","trapnest_18","High",2023-06-05,156,"year_2023",1,5,1,13,5,0,0,5,13
"BP","F","trapnest_18","High",2023-06-09,160,"year_2023",0,5,0,13,6,0,0,6,13
"BP","F","trapnest_18","High",2023-06-10,161,"year_2023",0,5,0,13,6,0,0,6,13
"BP","F","trapnest_18","High",2023-06-12,163,"year_2023",1,5,0,13,6,0,0,6,13
"BP","F","trapnest_18","High",2023-06-14,165,"year_2023",0,5,0,13,6,0,0,6,13
"BP","F","trapnest_18","High",2023-06-16,167,"year_2023",1,5,0,13,6,0,0,6,13
"BP","F","trapnest_18","High",2023-06-20,171,"year_2023",3,5,0,13,6,0,0,6,13
"BP","F","trapnest_18","High",2023-06-23,174,"year_2023",3,4,0,13,6,0,0,6,13
"BP","F","trapnest_18","High",2023-06-29,180,"year_2023",1,2,0,11,6,0,0,6,11
"NN","G","trapnest_19","Low",2023-05-07,127,"year_2023",1,18,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-05-11,131,"year_2023",4,18,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-05-12,132,"year_2023",1,18,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-05-15,135,"year_2023",3,18,1,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-05-16,136,"year_2023",1,17,0,1,1,1,0,1,1
"NN","G","trapnest_19","Low",2023-05-18,138,"year_2023",2,17,0,1,1,1,0,1,1
"NN","G","trapnest_19","Low",2023-05-19,139,"year_2023",1,17,0,1,1,0,0,1,1
"NN","G","trapnest_19","Low",2023-05-21,141,"year_2023",1,17,0,1,1,1,0,1,1
"NN","G","trapnest_19","Low",2023-05-22,142,"year_2023",1,17,0,1,1,1,0,1,1
"NN","G","trapnest_19","Low",2023-05-25,145,"year_2023",3,17,0,1,1,1,0,1,1
"NN","G","trapnest_19","Low",2023-05-26,146,"year_2023",1,17,0,1,1,0,0,1,1
"NN","G","trapnest_19","Low",2023-05-28,148,"year_2023",2,17,0,1,1,0,0,1,1
"NN","G","trapnest_19","Low",2023-05-29,149,"year_2023",1,17,1,1,1,0,0,1,1
"NN","G","trapnest_19","Low",2023-05-31,151,"year_2023",2,18,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-06-01,152,"year_2023",1,18,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-06-04,155,"year_2023",3,18,1,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-06-05,156,"year_2023",1,18,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-06-08,159,"year_2023",2,18,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-06-10,161,"year_2023",0,18,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-06-11,162,"year_2023",1,18,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-06-12,163,"year_2023",0,18,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-06-15,166,"year_2023",0,17,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-06-19,170,"year_2023",0,17,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-06-22,173,"year_2023",3,18,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-06-23,174,"year_2023",1,18,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-06-30,181,"year_2023",1,17,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-07-03,184,"year_2023",2,17,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-07-04,185,"year_2023",1,14,0,0,0,0,0,0,0
"NN","G","trapnest_19","Low",2023-07-06,187,"year_2023",2,14,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-05-11,131,"year_2023",3,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-05-12,132,"year_2023",1,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-05-15,135,"year_2023",3,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-05-16,136,"year_2023",1,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-05-17,137,"year_2023",1,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-05-19,139,"year_2023",2,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-05-21,141,"year_2023",1,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-05-22,142,"year_2023",1,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-05-23,143,"year_2023",1,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-05-26,146,"year_2023",2,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-05-28,148,"year_2023",2,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-05-29,149,"year_2023",1,18,1,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-05-31,151,"year_2023",2,17,0,1,1,1,0,1,1
"BP","A","trapnest_1","Low",2023-06-02,153,"year_2023",2,17,0,1,1,1,0,1,1
"BP","A","trapnest_1","Low",2023-06-05,156,"year_2023",1,18,1,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-06-08,159,"year_2023",2,17,0,1,1,1,0,1,1
"BP","A","trapnest_1","Low",2023-06-10,161,"year_2023",0,17,0,1,1,1,0,1,1
"BP","A","trapnest_1","Low",2023-06-12,163,"year_2023",1,17,0,1,1,1,0,1,1
"BP","A","trapnest_1","Low",2023-06-14,165,"year_2023",0,17,0,1,1,1,0,1,1
"BP","A","trapnest_1","Low",2023-06-16,167,"year_2023",1,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-06-20,171,"year_2023",3,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-06-23,174,"year_2023",3,18,0,0,0,0,0,0,0
"BP","A","trapnest_1","Low",2023-06-29,180,"year_2023",1,18,0,0,0,0,0,0,0
"NN","G","trapnest_20","Mid",2023-05-07,127,"year_2023",1,12,0,6,0,0,0,0,6
"NN","G","trapnest_20","Mid",2023-05-11,131,"year_2023",4,12,0,6,0,0,0,0,6
"NN","G","trapnest_20","Mid",2023-05-12,132,"year_2023",1,12,0,6,0,0,0,0,6
"NN","G","trapnest_20","Mid",2023-05-15,135,"year_2023",3,12,0,6,0,0,0,0,6
"NN","G","trapnest_20","Mid",2023-05-16,136,"year_2023",1,12,0,6,0,0,0,0,6
"NN","G","trapnest_20","Mid",2023-05-18,138,"year_2023",2,12,0,6,0,0,0,0,6
"NN","G","trapnest_20","Mid",2023-05-19,139,"year_2023",1,12,0,6,0,0,0,0,6
"NN","G","trapnest_20","Mid",2023-05-21,141,"year_2023",1,12,0,6,0,0,0,0,6
"NN","G","trapnest_20","Mid",2023-05-22,142,"year_2023",1,12,0,6,0,0,0,0,6
"NN","G","trapnest_20","Mid",2023-05-25,145,"year_2023",3,12,0,6,0,0,0,0,6
"NN","G","trapnest_20","Mid",2023-05-26,146,"year_2023",1,12,0,6,0,0,0,0,6
"NN","G","trapnest_20","Mid",2023-05-28,148,"year_2023",2,12,0,6,0,0,0,0,6
"NN","G","trapnest_20","Mid",2023-05-29,149,"year_2023",1,12,2,6.5,0.5,0.5,0,0,6
"NN","G","trapnest_20","Mid",2023-05-31,151,"year_2023",2,12,0,6,2,2,1,1,5
"NN","G","trapnest_20","Mid",2023-06-01,152,"year_2023",1,12,2,6.5,2.5,0.5,0,3,7
"NN","G","trapnest_20","Mid",2023-06-04,155,"year_2023",3,12,0,6,3,1,0,3,6
"NN","G","trapnest_20","Mid",2023-06-05,156,"year_2023",1,12,0,6,3,1,0,3,6
"NN","G","trapnest_20","Mid",2023-06-08,159,"year_2023",2,12,0,6,3,0,0,3,6
"NN","G","trapnest_20","Mid",2023-06-10,161,"year_2023",0,12,0,6,3,0,0,3,6
"NN","G","trapnest_20","Mid",2023-06-11,162,"year_2023",1,10,0,6,3,0,0,3,6
"NN","G","trapnest_20","Mid",2023-06-12,163,"year_2023",0,10,0,6,3,0,0,3,6
"NN","G","trapnest_20","Mid",2023-06-15,166,"year_2023",0,10,0,6,3,0,0,3,6
"NN","G","trapnest_20","Mid",2023-06-19,170,"year_2023",0,10,0,6,3,0,0,3,6
"NN","G","trapnest_20","Mid",2023-06-22,173,"year_2023",3,11,0,6,3,0,0,3,6
"NN","G","trapnest_20","Mid",2023-06-23,174,"year_2023",1,11,0,6,3,0,0,3,6
"NN","G","trapnest_20","Mid",2023-06-30,181,"year_2023",1,11,0,6,3,0,0,3,6
"NN","G","trapnest_20","Mid",2023-07-03,184,"year_2023",2,12,0,6,3,0,0,3,6
"NN","G","trapnest_20","Mid",2023-07-04,185,"year_2023",1,12,0,6,3,0,0,3,6
"NN","G","trapnest_20","Mid",2023-07-06,187,"year_2023",2,12,0,6,3,0,0,3,6
"NN","G","trapnest_21","High",2023-05-07,127,"year_2023",1,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-05-11,131,"year_2023",4,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-05-12,132,"year_2023",1,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-05-15,135,"year_2023",3,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-05-16,136,"year_2023",1,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-05-18,138,"year_2023",2,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-05-19,139,"year_2023",1,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-05-21,141,"year_2023",1,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-05-22,142,"year_2023",1,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-05-25,145,"year_2023",3,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-05-26,146,"year_2023",1,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-05-28,148,"year_2023",2,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-05-29,149,"year_2023",1,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-05-31,151,"year_2023",2,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-06-01,152,"year_2023",1,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-06-04,155,"year_2023",3,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-06-05,156,"year_2023",1,7,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-06-08,159,"year_2023",2,6,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-06-10,161,"year_2023",0,6,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-06-11,162,"year_2023",1,5,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-06-12,163,"year_2023",0,6,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-06-15,166,"year_2023",0,4,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-06-19,170,"year_2023",0,3,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-06-22,173,"year_2023",3,4,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-06-23,174,"year_2023",1,6,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-06-30,181,"year_2023",1,5,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-07-03,184,"year_2023",2,5,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-07-04,185,"year_2023",1,5,0,11,0,0,0,0,11
"NN","G","trapnest_21","High",2023-07-06,187,"year_2023",2,5,0,11,0,0,0,0,11
"NN","H","trapnest_22","Low",2023-05-07,127,"year_2023",1,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-05-11,131,"year_2023",4,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-05-12,132,"year_2023",1,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-05-15,135,"year_2023",3,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-05-16,136,"year_2023",1,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-05-18,138,"year_2023",2,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-05-19,139,"year_2023",1,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-05-21,141,"year_2023",1,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-05-22,142,"year_2023",1,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-05-25,145,"year_2023",3,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-05-26,146,"year_2023",1,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-05-28,148,"year_2023",2,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-05-29,149,"year_2023",1,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-05-31,151,"year_2023",2,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-06-01,152,"year_2023",1,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-06-04,155,"year_2023",3,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-06-05,156,"year_2023",1,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-06-08,159,"year_2023",2,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-06-10,161,"year_2023",0,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-06-11,162,"year_2023",1,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-06-12,163,"year_2023",0,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-06-15,166,"year_2023",0,18,0,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-06-19,170,"year_2023",0,17,1,0,0,0,0,0,0
"NN","H","trapnest_22","Low",2023-06-22,173,"year_2023",3,15,0,1,1,1,1,0,0
"NN","H","trapnest_22","Low",2023-06-23,174,"year_2023",1,17,0,1,1,1,1,0,0
"NN","H","trapnest_22","Low",2023-06-30,181,"year_2023",1,17,0,1,1,0,1,0,0
"NN","H","trapnest_22","Low",2023-07-03,184,"year_2023",2,17,0,1,1,0,1,0,0
"NN","H","trapnest_22","Low",2023-07-04,185,"year_2023",1,17,0,1,1,0,1,0,0
"NN","H","trapnest_22","Low",2023-07-06,187,"year_2023",2,18,0,0,0,0,0,0,0
"NN","H","trapnest_23","Mid",2023-05-07,127,"year_2023",1,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-05-11,131,"year_2023",4,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-05-12,132,"year_2023",1,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-05-15,135,"year_2023",3,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-05-16,136,"year_2023",1,13,0,5,0,0,0,0,5
"NN","H","trapnest_23","Mid",2023-05-18,138,"year_2023",2,13,0,5,0,0,0,0,5
"NN","H","trapnest_23","Mid",2023-05-19,139,"year_2023",1,13,0,5,0,0,0,0,5
"NN","H","trapnest_23","Mid",2023-05-21,141,"year_2023",1,13,0,5,0,0,0,0,5
"NN","H","trapnest_23","Mid",2023-05-22,142,"year_2023",1,13,1,5,0,0,0,0,5
"NN","H","trapnest_23","Mid",2023-05-25,145,"year_2023",3,12,0,6,1,1,0,1,6
"NN","H","trapnest_23","Mid",2023-05-26,146,"year_2023",1,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-05-28,148,"year_2023",2,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-05-29,149,"year_2023",1,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-05-31,151,"year_2023",2,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-06-01,152,"year_2023",1,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-06-04,155,"year_2023",3,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-06-05,156,"year_2023",1,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-06-08,159,"year_2023",2,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-06-10,161,"year_2023",0,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-06-11,162,"year_2023",1,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-06-12,163,"year_2023",0,12,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-06-15,166,"year_2023",0,11,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-06-19,170,"year_2023",0,10,0,6,0,0,0,0,6
