"","Trapnest","Date","Site","Subsite","Treatment","Cavity_number","Straw_ID","Cavity_ID","Nest_ID","Cell_ID","Filled_length_mm","Straw_length_mm","Status","Contains_cells","Occupant","Good_days","Bee_choice","Available_cavities_prior","New_nests_os","New_nests_meg","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior","Osmia_ps_post","Osmia_no_ps_post","Meg_ps_post","Meg_no_ps_post","New_nests_sum","Cumulative_par","Number_of_cells","Prop_cells_par","Cell_parasitized","Sealed","Nest_parasitized","Active_bin","Sum_unsealed_prior","Prop_filled"
"260","trapnest_17",2023-06-09,"BP","F","Mid",18,"a","17_18","17_18a",NA,21.07,139.95,"no change",1,"osmia",0,NA,11,0,0,7,6,0,0,7,6,0,0,0,0,4,0,NA,"sealed","not parasitized",0,4,0.150553769203287
"261","trapnest_17",2023-06-10,"BP","F","Mid",18,"a","17_18","17_18a",NA,21.07,139.95,"no change",1,"osmia",0,NA,11,0,0,7,6,0,0,7,6,0,0,0,0,4,0,NA,"sealed","not parasitized",0,4,0.150553769203287
"262","trapnest_17",2023-06-12,"BP","F","Mid",18,"a","17_18","17_18a",NA,21.07,139.95,"no change",1,"osmia",1,NA,11,0,0,7,6,0,0,7,6,0,0,0,0,4,0,NA,"sealed","not parasitized",0,4,0.150553769203287
"263","trapnest_17",2023-06-14,"BP","F","Mid",18,"a","17_18","17_18a",NA,21.07,139.95,"no change",1,"osmia",0,NA,11,0,1,7,6,0,0,7,6,1,1,1,0,4,0,NA,"sealed","not parasitized",0,2,0.150553769203287
"264","trapnest_17",2023-06-16,"BP","F","Mid",18,"a","17_18","17_18a",NA,21.07,139.95,"no change",1,"osmia",1,NA,10,0,0,7,6,1,1,7,6,1,1,0,0,4,0,NA,"sealed","not parasitized",0,2,0.150553769203287
"265","trapnest_17",2023-06-20,"BP","F","Mid",18,"a","17_18","17_18a",NA,21.07,139.95,"no change",1,"osmia",3,NA,11,0,1,6,5,1,1,6,5,2,2,1,0,4,0,NA,"sealed","not parasitized",0,2,0.150553769203287
"266","trapnest_17",2023-06-23,"BP","F","Mid",18,"a","17_18","17_18a",NA,21.07,139.95,"no change",1,"osmia",3,NA,10,1,2,6,5,2.5,2.5,7,6,4,4,3,0,4,0,NA,"sealed","not parasitized",0,4,0.150553769203287
"267","trapnest_17",2023-06-14,"BP","F","Mid",1,"b","17_1","17_1b",NA,101.33,143.69,"2 cells",NA,"megachile",0,1,11,0,1,7,6,0,0,7,6,1,1,1,NA,NA,NA,NA,"not sealed",NA,1,2,0.70519869162781
"268","trapnest_17",2023-06-16,"BP","F","Mid",1,"b","17_1","17_1b",NA,101.33,143.69,"2 cells",NA,"megachile",1,NA,10,0,0,7,6,1,1,7,6,1,1,0,NA,NA,NA,NA,"not sealed",NA,1,2,0.70519869162781
"269","trapnest_17",2023-06-20,"BP","F","Mid",1,"b","17_1","17_1b",NA,101.33,143.69,"1 cell",NA,"megachile",3,NA,11,0,1,6,5,1,1,6,5,2,2,1,NA,NA,NA,NA,"not sealed",NA,1,2,0.70519869162781
"270","trapnest_17",2023-06-23,"BP","F","Mid",1,"b","17_1","17_1b",NA,101.33,143.69,"1 cell",NA,"megachile",3,NA,10,1,2,6,5,2.5,2.5,7,6,4,4,3,NA,NA,NA,NA,"not sealed",NA,1,4,0.70519869162781
"271","trapnest_17",2023-06-29,"BP","F","Mid",1,"b","17_1","17_1b",NA,101.33,143.69,"no change",NA,"megachile",1,NA,9,0,0,5,4,4,4,5,4,4,4,0,NA,NA,NA,NA,"not sealed",NA,1,4,0.70519869162781
"272","trapnest_17",2023-06-23,"BP","F","Mid",3,"a","17_3","17_3a",NA,25.45,139.37,"1 cell",NA,"megachile",3,1,10,1,2,6,5,2.5,2.5,7,6,4,4,3,NA,NA,NA,NA,"not sealed",NA,1,4,0.182607447800818
"273","trapnest_17",2023-06-29,"BP","F","Mid",3,"a","17_3","17_3a",NA,25.45,139.37,"1 cell",NA,"megachile",1,NA,9,0,0,5,4,4,4,5,4,4,4,0,NA,NA,NA,NA,"not sealed",NA,1,4,0.182607447800818
"274","trapnest_17",2023-06-02,"BP","F","Mid",7,"a","17_7","17_7a",NA,2.9,145.32,"inner wall",0,"osmia",2,1,12,3,0,7,4,0,0,9,6,0,0,3,NA,NA,NA,NA,"not sealed",NA,1,3,0.0199559592623176
"275","trapnest_17",2023-06-05,"BP","F","Mid",7,"a","17_7","17_7a",NA,2.9,145.32,"no change",0,"osmia",1,NA,12,2,0,6.5,5.5,0,0,8,7,0,0,2,NA,NA,NA,NA,"not sealed",NA,1,4,0.0199559592623176
"276","trapnest_17",2023-06-09,"BP","F","Mid",7,"a","17_7","17_7a",NA,2.9,145.32,"no change",0,"osmia",0,NA,11,0,0,7,6,0,0,7,6,0,0,0,NA,NA,NA,NA,"not sealed",NA,1,4,0.0199559592623176
"277","trapnest_17",2023-06-10,"BP","F","Mid",7,"a","17_7","17_7a",NA,2.9,145.32,"no change",0,"osmia",0,NA,11,0,0,7,6,0,0,7,6,0,0,0,NA,NA,NA,NA,"not sealed",NA,1,4,0.0199559592623176
"278","trapnest_17",2023-06-12,"BP","F","Mid",7,"a","17_7","17_7a",NA,2.9,145.32,"no change",0,"osmia",1,NA,11,0,0,7,6,0,0,7,6,0,0,0,NA,NA,NA,NA,"not sealed",NA,1,4,0.0199559592623176
"279","trapnest_17",2023-06-14,"BP","F","Mid",7,"a","17_7","17_7a","17_7a_1",2.9,145.32,"end cap",0,"osmia",0,NA,11,0,1,7,6,0,0,7,6,1,1,1,0,1,0,0,"sealed","not parasitized",0,2,0.0199559592623176
"280","trapnest_17",2023-06-16,"BP","F","Mid",7,"a","17_7","17_7a",NA,2.9,145.32,"no change",0,"osmia",1,NA,10,0,0,7,6,1,1,7,6,1,1,0,0,1,0,NA,"sealed","not parasitized",0,2,0.0199559592623176
"281","trapnest_17",2023-06-20,"BP","F","Mid",7,"a","17_7","17_7a",NA,2.9,145.32,"no change",0,"osmia",3,NA,11,0,1,6,5,1,1,6,5,2,2,1,0,1,0,NA,"sealed","not parasitized",0,2,0.0199559592623176
"282","trapnest_17",2023-06-23,"BP","F","Mid",7,"a","17_7","17_7a",NA,2.9,145.32,"no change",0,"osmia",3,NA,10,1,2,6,5,2.5,2.5,7,6,4,4,3,0,1,0,NA,"sealed","not parasitized",0,4,0.0199559592623176
"283","trapnest_17",2023-06-02,"BP","F","Mid",9,"a","17_9","17_9a",NA,78.68,149.03,"inner wall",1,"osmia",2,1,12,3,0,7,4,0,0,9,6,0,0,3,NA,NA,NA,NA,"not sealed",NA,1,3,0.52794739314232
"284","trapnest_17",2023-06-05,"BP","F","Mid",9,"a","17_9","17_9a","17_9a_1",78.68,149.03,"10 cells",1,"osmia",1,NA,12,2,0,6.5,5.5,0,0,8,7,0,0,2,6,9,0.666666666666667,1,"not sealed","parasitized",1,4,0.52794739314232
"285","trapnest_17",2023-06-09,"BP","F","Mid",9,"a","17_9","17_9a","17_9a_11",78.68,149.03,"1 cell",1,"osmia",0,NA,11,0,0,7,6,0,0,7,6,0,0,0,6,9,0.666666666666667,0,"not sealed","parasitized",1,4,0.52794739314232
"286","trapnest_17",2023-06-10,"BP","F","Mid",9,"a","17_9","17_9a",NA,78.68,149.03,"no change",1,"osmia",0,NA,11,0,0,7,6,0,0,7,6,0,0,0,6,9,0.666666666666667,NA,"not sealed","parasitized",1,4,0.52794739314232
"287","trapnest_17",2023-06-12,"BP","F","Mid",9,"a","17_9","17_9a",NA,78.68,149.03,"no change",1,"osmia",1,NA,11,0,0,7,6,0,0,7,6,0,0,0,6,9,0.666666666666667,NA,"not sealed","parasitized",1,4,0.52794739314232
"288","trapnest_17",2023-06-14,"BP","F","Mid",9,"a","17_9","17_9a","17_9a_12",78.68,149.03,"1 cell + end cap",1,"osmia",0,NA,11,0,1,7,6,0,0,7,6,1,1,1,7,9,0.777777777777778,1,"sealed","parasitized",0,2,0.52794739314232
"289","trapnest_17",2023-06-16,"BP","F","Mid",9,"a","17_9","17_9a",NA,78.68,149.03,"no change",1,"osmia",1,NA,10,0,0,7,6,1,1,7,6,1,1,0,7,9,0.777777777777778,NA,"sealed","parasitized",0,2,0.52794739314232
"290","trapnest_17",2023-06-20,"BP","F","Mid",9,"a","17_9","17_9a",NA,78.68,149.03,"no change",1,"osmia",3,NA,11,0,1,6,5,1,1,6,5,2,2,1,7,9,0.777777777777778,NA,"sealed","parasitized",0,2,0.52794739314232
"291","trapnest_17",2023-06-23,"BP","F","Mid",9,"a","17_9","17_9a",NA,78.68,149.03,"no change",1,"osmia",3,NA,10,1,2,6,5,2.5,2.5,7,6,4,4,3,7,9,0.777777777777778,NA,"sealed","parasitized",0,4,0.52794739314232
"292","trapnest_17",2023-06-29,"BP","F","Mid",9,"a","17_9","17_9a",NA,78.68,149.03,"no change",1,"osmia",1,NA,9,0,0,5,4,4,4,5,4,4,4,0,7,9,0.777777777777778,NA,"sealed","parasitized",0,4,0.52794739314232
"293","trapnest_18",2023-06-05,"BP","F","High",10,"b","18_10","18_10b","18_10b_1",17.79,144.44,"2 cell + end cap",1,"osmia",1,1,5,1,0,13,5,0,0,14,6,0,0,1,0,2,0,0,"sealed","not parasitized",0,1,0.123165328163944
"294","trapnest_18",2023-06-09,"BP","F","High",10,"b","18_10","18_10b",NA,17.79,144.44,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,2,0,NA,"sealed","not parasitized",0,1,0.123165328163944
"295","trapnest_18",2023-06-10,"BP","F","High",10,"b","18_10","18_10b",NA,17.79,144.44,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,2,0,NA,"sealed","not parasitized",0,1,0.123165328163944
"296","trapnest_18",2023-06-12,"BP","F","High",10,"b","18_10","18_10b",NA,17.79,144.44,"no change",1,"osmia",1,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,2,0,NA,"sealed","not parasitized",0,1,0.123165328163944
"297","trapnest_18",2023-06-14,"BP","F","High",10,"b","18_10","18_10b",NA,17.79,144.44,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,2,0,NA,"sealed","not parasitized",0,1,0.123165328163944
"298","trapnest_18",2023-06-16,"BP","F","High",10,"b","18_10","18_10b",NA,17.79,144.44,"no change",1,"osmia",1,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,2,0,NA,"sealed","not parasitized",0,1,0.123165328163944
"299","trapnest_18",2023-06-20,"BP","F","High",10,"b","18_10","18_10b",NA,17.79,144.44,"no change",1,"osmia",3,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,2,0,NA,"sealed","not parasitized",0,1,0.123165328163944
"300","trapnest_18",2023-06-23,"BP","F","High",10,"b","18_10","18_10b",NA,17.79,144.44,"no change",1,"osmia",3,NA,4,0,0,13,6,0,0,13,6,0,0,0,0,2,0,NA,"sealed","not parasitized",0,1,0.123165328163944
"301","trapnest_18",2023-06-29,"BP","F","High",10,"b","18_10","18_10b",NA,17.79,144.44,"no change",1,"osmia",1,NA,2,0,0,11,6,0,0,11,6,0,0,0,0,2,0,NA,"sealed","not parasitized",0,1,0.123165328163944
"302","trapnest_18",2023-05-31,"BP","F","High",12,"b","18_12","18_12b","18_12b_1",95.42,145.84,"7 cells",1,"osmia",2,1,5,2,0,13.5,3.5,0,0,15,5,0,0,2,0,7,0,0,"not sealed","not parasitized",1,3,0.654278661546901
"303","trapnest_18",2023-06-02,"BP","F","High",12,"b","18_12","18_12b","18_12b_8",95.42,145.84,"5 cells + end cap",1,"osmia",2,NA,3,0,0,15,5,0,0,15,5,0,0,0,0,9,0,0,"sealed","not parasitized",0,1,0.654278661546901
"304","trapnest_18",2023-06-05,"BP","F","High",12,"b","18_12","18_12b",NA,95.42,145.84,"no change",1,"osmia",1,NA,5,1,0,13,5,0,0,14,6,0,0,1,0,9,0,NA,"sealed","not parasitized",0,1,0.654278661546901
"305","trapnest_18",2023-06-09,"BP","F","High",12,"b","18_12","18_12b",NA,95.42,145.84,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.654278661546901
"306","trapnest_18",2023-06-10,"BP","F","High",12,"b","18_12","18_12b",NA,95.42,145.84,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.654278661546901
"307","trapnest_18",2023-06-12,"BP","F","High",12,"b","18_12","18_12b",NA,95.42,145.84,"no change",1,"osmia",1,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.654278661546901
"308","trapnest_18",2023-06-14,"BP","F","High",12,"b","18_12","18_12b",NA,95.42,145.84,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.654278661546901
"309","trapnest_18",2023-06-16,"BP","F","High",12,"b","18_12","18_12b",NA,95.42,145.84,"no change",1,"osmia",1,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.654278661546901
"310","trapnest_18",2023-06-20,"BP","F","High",12,"b","18_12","18_12b",NA,95.42,145.84,"no change",1,"osmia",3,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.654278661546901
"311","trapnest_18",2023-06-23,"BP","F","High",12,"b","18_12","18_12b",NA,95.42,145.84,"no change",1,"osmia",3,NA,4,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.654278661546901
"312","trapnest_18",2023-06-29,"BP","F","High",12,"b","18_12","18_12b",NA,95.42,145.84,"no change",1,"osmia",1,NA,2,0,0,11,6,0,0,11,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.654278661546901
"313","trapnest_18",2023-05-29,"BP","F","High",1,"a","18_1","18_1a","18_1a_1",27.2,142.7,"3 cells + end cap",1,"osmia",1,1,7,4,0,12.5,1.5,0,0,15,4,0,0,4,0,3,0,0,"sealed","not parasitized",0,2,0.190609670637701
"314","trapnest_18",2023-05-31,"BP","F","High",1,"a","18_1","18_1a",NA,27.2,142.7,"no change",1,"osmia",2,NA,5,2,0,13.5,3.5,0,0,15,5,0,0,2,0,3,0,NA,"sealed","not parasitized",0,3,0.190609670637701
"315","trapnest_18",2023-06-02,"BP","F","High",1,"a","18_1","18_1a",NA,27.2,142.7,"no change",1,"osmia",2,NA,3,0,0,15,5,0,0,15,5,0,0,0,0,3,0,NA,"sealed","not parasitized",0,1,0.190609670637701
"316","trapnest_18",2023-06-05,"BP","F","High",1,"a","18_1","18_1a",NA,27.2,142.7,"no change",1,"osmia",1,NA,5,1,0,13,5,0,0,14,6,0,0,1,0,3,0,NA,"sealed","not parasitized",0,1,0.190609670637701
"317","trapnest_18",2023-06-09,"BP","F","High",1,"a","18_1","18_1a",NA,27.2,142.7,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,3,0,NA,"sealed","not parasitized",0,1,0.190609670637701
"318","trapnest_18",2023-06-10,"BP","F","High",1,"a","18_1","18_1a",NA,27.2,142.7,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,3,0,NA,"sealed","not parasitized",0,1,0.190609670637701
"319","trapnest_18",2023-06-12,"BP","F","High",1,"a","18_1","18_1a",NA,27.2,142.7,"no change",1,"osmia",1,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,3,0,NA,"sealed","not parasitized",0,1,0.190609670637701
"320","trapnest_18",2023-06-14,"BP","F","High",1,"a","18_1","18_1a",NA,27.2,142.7,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,3,0,NA,"sealed","not parasitized",0,1,0.190609670637701
"321","trapnest_18",2023-06-16,"BP","F","High",1,"a","18_1","18_1a",NA,27.2,142.7,"no change",1,"osmia",1,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,3,0,NA,"sealed","not parasitized",0,1,0.190609670637701
"322","trapnest_18",2023-06-20,"BP","F","High",1,"a","18_1","18_1a",NA,27.2,142.7,"no change",1,"osmia",3,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,3,0,NA,"sealed","not parasitized",0,1,0.190609670637701
"323","trapnest_18",2023-06-23,"BP","F","High",1,"a","18_1","18_1a",NA,27.2,142.7,"no change",1,"osmia",3,NA,4,0,0,13,6,0,0,13,6,0,0,0,0,3,0,NA,"sealed","not parasitized",0,1,0.190609670637701
"324","trapnest_18",2023-06-29,"BP","F","High",1,"a","18_1","18_1a",NA,27.2,142.7,"no change",1,"osmia",1,NA,2,0,0,11,6,0,0,11,6,0,0,0,0,3,0,NA,"sealed","not parasitized",0,1,0.190609670637701
"325","trapnest_18",2023-05-29,"BP","F","High",5,"a","18_5","18_5a","18_5a_1",27.76,146.22,"5 cells",1,"osmia",1,1,7,4,0,12.5,1.5,0,0,15,4,0,0,4,0,5,0,0,"not sealed","not parasitized",1,2,0.189850909588292
"326","trapnest_18",2023-05-31,"BP","F","High",5,"a","18_5","18_5a",NA,27.76,146.22,"no change",1,"osmia",2,NA,5,2,0,13.5,3.5,0,0,15,5,0,0,2,0,5,0,NA,"not sealed","not parasitized",1,3,0.189850909588292
"327","trapnest_18",2023-06-02,"BP","F","High",5,"a","18_5","18_5a",NA,27.76,146.22,"no change",1,"osmia",2,NA,3,0,0,15,5,0,0,15,5,0,0,0,0,5,0,NA,"not sealed","not parasitized",1,1,0.189850909588292
"328","trapnest_18",2023-06-05,"BP","F","High",5,"a","18_5","18_5a",NA,27.76,146.22,"no change",1,"osmia",1,NA,5,1,0,13,5,0,0,14,6,0,0,1,0,5,0,NA,"not sealed","not parasitized",1,1,0.189850909588292
"329","trapnest_18",2023-06-09,"BP","F","High",5,"a","18_5","18_5a",NA,27.76,146.22,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,5,0,NA,"not sealed","not parasitized",1,1,0.189850909588292
"330","trapnest_18",2023-06-10,"BP","F","High",5,"a","18_5","18_5a",NA,27.76,146.22,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,5,0,NA,"not sealed","not parasitized",1,1,0.189850909588292
"331","trapnest_18",2023-06-12,"BP","F","High",5,"a","18_5","18_5a",NA,27.76,146.22,"no change",1,"osmia",1,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,5,0,NA,"not sealed","not parasitized",1,1,0.189850909588292
"332","trapnest_18",2023-06-14,"BP","F","High",5,"a","18_5","18_5a",NA,27.76,146.22,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,5,0,NA,"not sealed","not parasitized",1,1,0.189850909588292
"333","trapnest_18",2023-06-16,"BP","F","High",5,"a","18_5","18_5a",NA,27.76,146.22,"no change",1,"osmia",1,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,5,0,NA,"not sealed","not parasitized",1,1,0.189850909588292
"334","trapnest_18",2023-06-20,"BP","F","High",5,"a","18_5","18_5a",NA,27.76,146.22,"no change",1,"osmia",3,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,5,0,NA,"not sealed","not parasitized",1,1,0.189850909588292
"335","trapnest_18",2023-06-23,"BP","F","High",5,"a","18_5","18_5a",NA,27.76,146.22,"no change",1,"osmia",3,NA,4,0,0,13,6,0,0,13,6,0,0,0,0,5,0,NA,"not sealed","not parasitized",1,1,0.189850909588292
"336","trapnest_18",2023-06-29,"BP","F","High",5,"a","18_5","18_5a",NA,27.76,146.22,"no change",1,"osmia",1,NA,2,0,0,11,6,0,0,11,6,0,0,0,0,5,0,NA,"not sealed","not parasitized",1,1,0.189850909588292
"337","trapnest_18",2023-05-29,"BP","F","High",8,"a","18_8","18_8a","18_8a_1",78.55,148.55,"2 cells",1,"osmia",1,1,7,4,0,12.5,1.5,0,0,15,4,0,0,4,0,2,0,0,"not sealed","not parasitized",1,2,0.528778189161898
"338","trapnest_18",2023-05-31,"BP","F","High",8,"a","18_8","18_8a","18_8a_3",78.55,148.55,"6 cells",1,"osmia",2,NA,5,2,0,13.5,3.5,0,0,15,5,0,0,2,0,8,0,0,"not sealed","not parasitized",1,3,0.528778189161898
"339","trapnest_18",2023-06-02,"BP","F","High",8,"a","18_8","18_8a","18_8a_9",78.55,148.55,"2 cells + end cap",1,"osmia",2,NA,3,0,0,15,5,0,0,15,5,0,0,0,0,9,0,0,"sealed","not parasitized",0,1,0.528778189161898
"340","trapnest_18",2023-06-05,"BP","F","High",8,"a","18_8","18_8a",NA,78.55,148.55,"no change",1,"osmia",1,NA,5,1,0,13,5,0,0,14,6,0,0,1,0,9,0,NA,"sealed","not parasitized",0,1,0.528778189161898
"341","trapnest_18",2023-06-09,"BP","F","High",8,"a","18_8","18_8a",NA,78.55,148.55,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.528778189161898
"342","trapnest_18",2023-06-10,"BP","F","High",8,"a","18_8","18_8a",NA,78.55,148.55,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.528778189161898
"343","trapnest_18",2023-06-12,"BP","F","High",8,"a","18_8","18_8a",NA,78.55,148.55,"no change",1,"osmia",1,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.528778189161898
"344","trapnest_18",2023-06-14,"BP","F","High",8,"a","18_8","18_8a",NA,78.55,148.55,"no change",1,"osmia",0,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.528778189161898
"345","trapnest_18",2023-06-16,"BP","F","High",8,"a","18_8","18_8a",NA,78.55,148.55,"no change",1,"osmia",1,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.528778189161898
"346","trapnest_18",2023-06-20,"BP","F","High",8,"a","18_8","18_8a",NA,78.55,148.55,"no change",1,"osmia",3,NA,5,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.528778189161898
"347","trapnest_18",2023-06-23,"BP","F","High",8,"a","18_8","18_8a",NA,78.55,148.55,"no change",1,"osmia",3,NA,4,0,0,13,6,0,0,13,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.528778189161898
"348","trapnest_18",2023-06-29,"BP","F","High",8,"a","18_8","18_8a",NA,78.55,148.55,"no change",1,"osmia",1,NA,2,0,0,11,6,0,0,11,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.528778189161898
"349","trapnest_19",2023-05-29,"NN","G","Low",8,"a","19_8","19_8a","19_8a_1",30.46,139.14,"3 cells + end cap",1,"osmia",1,1,17,1,0,1,1,0,0,2,2,0,0,1,3,3,1,1,"sealed","parasitized",0,0,0.218916199511284
"350","trapnest_19",2023-06-04,"NN","G","Low",8,"b","19_8","19_8b","19_8b_1",18.39,139.95,"2 cells + end cap",1,"osmia",3,1,18,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,"sealed","not parasitized",0,0,0.131404072883173
"351","trapnest_19",2023-05-15,"NN","G","Low",9,"a","19_9","19_9a",NA,74.4,143.3,"2 cells",1,"osmia",3,1,18,1,0,0,0,0,0,1,1,0,0,1,NA,NA,NA,NA,"not sealed",NA,1,1,0.519190509420796
"352","trapnest_19",2023-05-16,"NN","G","Low",9,"a","19_9","19_9a",NA,74.4,143.3,"no change",1,"osmia",1,NA,17,0,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,"not sealed",NA,1,1,0.519190509420796
"353","trapnest_19",2023-05-18,"NN","G","Low",9,"a","19_9","19_9a",NA,74.4,143.3,"no change",1,"osmia",2,NA,17,0,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,"not sealed",NA,1,1,0.519190509420796
"354","trapnest_19",2023-05-19,"NN","G","Low",9,"a","19_9","19_9a",NA,74.4,143.3,"no change",1,"osmia",1,NA,17,0,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,"not sealed",NA,1,1,0.519190509420796
"355","trapnest_19",2023-05-21,"NN","G","Low",9,"a","19_9","19_9a",NA,74.4,143.3,"no change",1,"osmia",1,NA,17,0,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,"not sealed",NA,1,1,0.519190509420796
"356","trapnest_19",2023-05-22,"NN","G","Low",9,"a","19_9","19_9a",NA,74.4,143.3,"3 cells",1,"osmia",1,NA,17,0,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,"not sealed",NA,1,1,0.519190509420796
"357","trapnest_19",2023-05-25,"NN","G","Low",9,"a","19_9","19_9a",NA,74.4,143.3,"5 cells",1,"osmia",3,NA,17,0,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,"not sealed",NA,1,1,0.519190509420796
"358","trapnest_19",2023-05-26,"NN","G","Low",9,"a","19_9","19_9a",NA,74.4,143.3,"end cap",1,"osmia",1,NA,17,0,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,"sealed",NA,0,0,0.519190509420796
"359","trapnest_19",2023-05-28,"NN","G","Low",9,"a","19_9","19_9a",NA,74.4,143.3,"no change",1,"osmia",2,NA,17,0,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,"sealed",NA,0,0,0.519190509420796
"360","trapnest_19",2023-05-29,"NN","G","Low",9,"a","19_9","19_9a",NA,74.4,143.3,"no change",1,"osmia",1,NA,17,1,0,1,1,0,0,2,2,0,0,1,NA,NA,NA,NA,"sealed",NA,0,0,0.519190509420796
"361","trapnest_2",2023-05-31,"BP","A","Mid",15,"b","2_15","2_15b","2_15b_1",29,137.3,"3 cells + end cap",1,"osmia",2,1,12,3,0,7,4,0,0,9,6,0,0,3,0,3,0,0,"sealed","not parasitized",0,2,0.211216314639476
"362","trapnest_2",2023-05-29,"BP","A","Mid",16,"b","2_16","2_16b","2_16b_1",42.06,140.65,"4 cells + end cap",1,"osmia",1,1,12,2,0,6.5,1.5,0,0,8,3,0,0,2,2,4,0.5,0,"sealed","parasitized",0,0,0.299040170636331
"363","trapnest_2",2023-05-31,"BP","A","Mid",16,"b","2_16","2_16b",NA,42.06,140.65,"no change",1,"osmia",2,NA,12,3,0,7,4,0,0,9,6,0,0,3,2,4,0.5,NA,"sealed","parasitized",0,2,0.299040170636331
"364","trapnest_2",2023-06-02,"BP","A","Mid",16,"b","2_16","2_16b",NA,42.06,140.65,"no change",1,"osmia",2,NA,11,2,0,7.5,4.5,0,0,9,6,0,0,2,2,4,0.5,NA,"sealed","parasitized",0,3,0.299040170636331
"365","trapnest_2",2023-05-11,"BP","A","Mid",18,"a","2_18","2_18a",NA,106.85,142.77,"inner wall",1,"osmia",3,1,12,2,0,6.5,0.5,0,0,8,2,0,0,2,NA,NA,NA,NA,"not sealed",NA,1,2,0.748406527982069
"366","trapnest_2",2023-05-12,"BP","A","Mid",18,"a","2_18","2_18a",NA,106.85,142.77,"no change",1,"osmia",1,NA,10,0,0,8,2,0,0,8,2,0,0,0,NA,NA,NA,NA,"not sealed",NA,1,2,0.748406527982069
"367","trapnest_2",2023-05-15,"BP","A","Mid",18,"a","2_18","2_18a","2_18a_1",106.85,142.77,"5 cells",1,"osmia",3,NA,11,0,0,7,2,0,0,7,2,0,0,0,0,5,0,0,"not sealed","not parasitized",1,2,0.748406527982069
"368","trapnest_2",2023-05-16,"BP","A","Mid",18,"a","2_18","2_18a",NA,106.85,142.77,"no change",1,"osmia",1,NA,12,0,0,6,1,0,0,6,1,0,0,0,0,5,0,NA,"not sealed","not parasitized",1,1,0.748406527982069
