"","Trapnest","Date","Site","Subsite","Treatment","Cavity_number","Straw_ID","Cavity_ID","Nest_ID","Cell_ID","Filled_length_mm","Straw_length_mm","Status","Contains_cells","Occupant","Good_days","Bee_choice","Available_cavities_prior","New_nests_os","New_nests_meg","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior","Osmia_ps_post","Osmia_no_ps_post","Meg_ps_post","Meg_no_ps_post","New_nests_sum","Cumulative_par","Number_of_cells","Prop_cells_par","Cell_parasitized","Sealed","Nest_parasitized","Active_bin","Sum_unsealed_prior","Prop_filled"
"1","trapnest_1",2023-06-05,"BP","A","Low",16,"a","1_16","1_16a",NA,91,141,"2 cells",1,"osmia",1,1,18,1,0,0,0,0,0,1,1,0,0,1,NA,NA,NA,NA,"not sealed",NA,1,1,0.645390070921986
"2","trapnest_1",2023-06-08,"BP","A","Low",16,"a","1_16","1_16a",NA,91,141,"no change",1,"osmia",2,NA,17,0,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,"not sealed",NA,1,1,0.645390070921986
"3","trapnest_1",2023-06-10,"BP","A","Low",16,"a","1_16","1_16a",NA,91,141,"no change",1,"osmia",0,NA,17,0,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,"not sealed",NA,1,1,0.645390070921986
"4","trapnest_1",2023-06-12,"BP","A","Low",16,"a","1_16","1_16a",NA,91,141,"no change",1,"osmia",1,NA,17,0,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,"not sealed",NA,1,1,0.645390070921986
"5","trapnest_1",2023-06-14,"BP","A","Low",16,"a","1_16","1_16a",NA,91,141,"2 cells + end cap",1,"osmia",0,NA,17,0,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,"sealed",NA,0,0,0.645390070921986
"6","trapnest_12",2023-06-08,"BP","D","High",11,"b","12_11","12_11b","12_11b_1",47.31,141.37,"1 cell",1,"osmia",2,1,7,1,0,11,5,0,0,12,6,0,0,1,0,1,0,0,"not sealed","not parasitized",1,2,0.334653745490557
"7","trapnest_12",2023-06-10,"BP","D","High",11,"b","12_11","12_11b",NA,47.31,141.37,"no change",1,"osmia",0,NA,7,0,0,11,6,0,0,11,6,0,0,0,0,1,0,NA,"not sealed","not parasitized",1,2,0.334653745490557
"8","trapnest_12",2023-06-12,"BP","D","High",11,"b","12_11","12_11b",NA,47.31,141.37,"no change",1,"osmia",1,NA,7,0,0,11,6,0,0,11,6,0,0,0,0,1,0,NA,"not sealed","not parasitized",1,2,0.334653745490557
"9","trapnest_12",2023-06-14,"BP","D","High",11,"b","12_11","12_11b","12_11b_2",47.31,141.37,"3 cells",1,"osmia",0,NA,7,1,0,11,6,0,0,12,7,0,0,1,0,4,0,0,"not sealed","not parasitized",1,2,0.334653745490557
"10","trapnest_12",2023-06-16,"BP","D","High",11,"b","12_11","12_11b","12_11b_5",47.31,141.37,"1 cell",1,"osmia",1,NA,6,0,0,12,7,0,0,12,7,0,0,0,0,5,0,0,"not sealed","not parasitized",1,1,0.334653745490557
"11","trapnest_12",2023-06-20,"BP","D","High",11,"b","12_11","12_11b","12_11b_6",47.31,141.37,"2 cells",1,"osmia",3,NA,7,2,0,11.5,6.5,0,0,13,8,0,0,2,0,7,0,0,"not sealed","not parasitized",1,3,0.334653745490557
"12","trapnest_12",2023-06-23,"BP","D","High",11,"b","12_11","12_11b",NA,47.31,141.37,"no change",1,"osmia",3,NA,6,0,0,12,7,0,0,12,7,0,0,0,0,7,0,NA,"not sealed","not parasitized",1,3,0.334653745490557
"13","trapnest_12",2023-06-29,"BP","D","High",11,"b","12_11","12_11b",NA,47.31,141.37,"no change",1,"osmia",1,NA,6,1,0,12,7,0,0,13,8,0,0,1,0,7,0,NA,"not sealed","not parasitized",1,3,0.334653745490557
"14","trapnest_12",2023-06-02,"BP","D","High",12,"b","12_12","12_12b","12_12b_1",57.04,106.02,"2 cells",1,"osmia",2,1,8,2,0,10.5,3.5,0,0,12,5,0,0,2,2,2,1,1,"not sealed","parasitized",1,4,0.538011695906433
"15","trapnest_12",2023-06-05,"BP","D","High",12,"b","12_12","12_12b","12_12b_3",57.04,106.02,"4 cells + end cap",1,"osmia",1,NA,7,0,0,11,5,0,0,11,5,0,0,0,5,6,0.833333333333333,0,"sealed","parasitized",0,1,0.538011695906433
"16","trapnest_12",2023-06-08,"BP","D","High",12,"b","12_12","12_12b",NA,57.04,106.02,"no change",1,"osmia",2,NA,7,1,0,11,5,0,0,12,6,0,0,1,5,6,0.833333333333333,NA,"sealed","parasitized",0,2,0.538011695906433
"17","trapnest_12",2023-06-10,"BP","D","High",12,"b","12_12","12_12b",NA,57.04,106.02,"no change",1,"osmia",0,NA,7,0,0,11,6,0,0,11,6,0,0,0,5,6,0.833333333333333,NA,"sealed","parasitized",0,2,0.538011695906433
"18","trapnest_12",2023-06-12,"BP","D","High",12,"b","12_12","12_12b",NA,57.04,106.02,"no change",1,"osmia",1,NA,7,0,0,11,6,0,0,11,6,0,0,0,5,6,0.833333333333333,NA,"sealed","parasitized",0,2,0.538011695906433
"19","trapnest_12",2023-06-14,"BP","D","High",12,"b","12_12","12_12b",NA,57.04,106.02,"no change",1,"osmia",0,NA,7,1,0,11,6,0,0,12,7,0,0,1,5,6,0.833333333333333,NA,"sealed","parasitized",0,2,0.538011695906433
"20","trapnest_12",2023-06-16,"BP","D","High",12,"b","12_12","12_12b",NA,57.04,106.02,"no change",1,"osmia",1,NA,6,0,0,12,7,0,0,12,7,0,0,0,5,6,0.833333333333333,NA,"sealed","parasitized",0,1,0.538011695906433
"21","trapnest_12",2023-06-20,"BP","D","High",12,"b","12_12","12_12b",NA,57.04,106.02,"no change",1,"osmia",3,NA,7,2,0,11.5,6.5,0,0,13,8,0,0,2,5,6,0.833333333333333,NA,"sealed","parasitized",0,3,0.538011695906433
"22","trapnest_12",2023-06-23,"BP","D","High",12,"b","12_12","12_12b",NA,57.04,106.02,"no change",1,"osmia",3,NA,6,0,0,12,7,0,0,12,7,0,0,0,5,6,0.833333333333333,NA,"sealed","parasitized",0,3,0.538011695906433
"23","trapnest_12",2023-06-29,"BP","D","High",12,"b","12_12","12_12b",NA,57.04,106.02,"no change",1,"osmia",1,NA,6,1,0,12,7,0,0,13,8,0,0,1,5,6,0.833333333333333,NA,"sealed","parasitized",0,3,0.538011695906433
"24","trapnest_12",2023-05-29,"BP","D","High",15,"a","12_15","12_15a","12_15a_1",116.97,145.25,"7 cells",1,"osmia",1,1,7,2,0,11.5,1.5,0,0,13,3,0,0,2,1,7,0.142857142857143,0,"not sealed","parasitized",1,2,0.805301204819277
"25","trapnest_12",2023-05-31,"BP","D","High",15,"a","12_15","12_15a","12_15a_8",116.97,145.25,"4 cells",1,"osmia",2,NA,9,2,0,9.5,1.5,0,0,11,3,0,0,2,1,9,0.111111111111111,0,"not sealed","parasitized",1,2,0.805301204819277
"26","trapnest_12",2023-06-02,"BP","D","High",15,"a","12_15","12_15a",NA,116.97,145.25,"no change",1,"osmia",2,NA,8,2,0,10.5,3.5,0,0,12,5,0,0,2,1,9,0.111111111111111,NA,"not sealed","parasitized",1,4,0.805301204819277
"27","trapnest_12",2023-06-05,"BP","D","High",15,"a","12_15","12_15a","12_15a_12",116.97,145.25,"2 cells + end cap",1,"osmia",1,NA,7,0,0,11,5,0,0,11,5,0,0,0,2,9,0.222222222222222,0,"sealed","parasitized",0,1,0.805301204819277
"28","trapnest_12",2023-06-08,"BP","D","High",15,"a","12_15","12_15a",NA,116.97,145.25,"no change",1,"osmia",2,NA,7,1,0,11,5,0,0,12,6,0,0,1,2,9,0.222222222222222,NA,"sealed","parasitized",0,2,0.805301204819277
"29","trapnest_12",2023-06-10,"BP","D","High",15,"a","12_15","12_15a",NA,116.97,145.25,"no change",1,"osmia",0,NA,7,0,0,11,6,0,0,11,6,0,0,0,2,9,0.222222222222222,NA,"sealed","parasitized",0,2,0.805301204819277
"30","trapnest_12",2023-06-12,"BP","D","High",15,"a","12_15","12_15a",NA,116.97,145.25,"no change",1,"osmia",1,NA,7,0,0,11,6,0,0,11,6,0,0,0,2,9,0.222222222222222,NA,"sealed","parasitized",0,2,0.805301204819277
"31","trapnest_12",2023-06-14,"BP","D","High",15,"a","12_15","12_15a",NA,116.97,145.25,"no change",1,"osmia",0,NA,7,1,0,11,6,0,0,12,7,0,0,1,2,9,0.222222222222222,NA,"sealed","parasitized",0,2,0.805301204819277
"32","trapnest_12",2023-06-16,"BP","D","High",15,"a","12_15","12_15a",NA,116.97,145.25,"no change",1,"osmia",1,NA,6,0,0,12,7,0,0,12,7,0,0,0,2,9,0.222222222222222,NA,"sealed","parasitized",0,1,0.805301204819277
"33","trapnest_12",2023-06-20,"BP","D","High",15,"a","12_15","12_15a",NA,116.97,145.25,"no change",1,"osmia",3,NA,7,2,0,11.5,6.5,0,0,13,8,0,0,2,2,9,0.222222222222222,NA,"sealed","parasitized",0,3,0.805301204819277
"34","trapnest_12",2023-06-23,"BP","D","High",15,"a","12_15","12_15a",NA,116.97,145.25,"no change",1,"osmia",3,NA,6,0,0,12,7,0,0,12,7,0,0,0,2,9,0.222222222222222,NA,"sealed","parasitized",0,3,0.805301204819277
"35","trapnest_12",2023-06-29,"BP","D","High",15,"a","12_15","12_15a",NA,116.97,145.25,"no change",1,"osmia",1,NA,6,1,0,12,7,0,0,13,8,0,0,1,2,9,0.222222222222222,NA,"sealed","parasitized",0,3,0.805301204819277
"36","trapnest_12",2023-06-29,"BP","D","High",16,"a","12_16","12_16a","12_16a_1",5.27,143.33,"1 cell",1,"osmia",1,1,6,1,0,12,7,0,0,13,8,0,0,1,0,1,0,0,"not sealed","not parasitized",1,3,0.0367682969371381
"37","trapnest_12",2023-06-02,"BP","D","High",18,"a","12_18","12_18a","12_18a_1",83.98,144.81,"5 cells",1,"osmia",2,1,8,2,0,10.5,3.5,0,0,12,5,0,0,2,0,5,0,0,"not sealed","not parasitized",1,4,0.579932325115669
"38","trapnest_12",2023-06-05,"BP","D","High",18,"a","12_18","12_18a","12_18a_6",83.98,144.81,"7 cells",1,"osmia",1,NA,7,0,0,11,5,0,0,11,5,0,0,0,0,9,0,0,"not sealed","not parasitized",1,1,0.579932325115669
"39","trapnest_12",2023-06-08,"BP","D","High",18,"a","12_18","12_18a",NA,83.98,144.81,"no change",1,"osmia",2,NA,7,1,0,11,5,0,0,12,6,0,0,1,0,9,0,NA,"not sealed","not parasitized",1,2,0.579932325115669
"40","trapnest_12",2023-06-10,"BP","D","High",18,"a","12_18","12_18a",NA,83.98,144.81,"no change",1,"osmia",0,NA,7,0,0,11,6,0,0,11,6,0,0,0,0,9,0,NA,"not sealed","not parasitized",1,2,0.579932325115669
"41","trapnest_12",2023-06-12,"BP","D","High",18,"a","12_18","12_18a",NA,83.98,144.81,"no change",1,"osmia",1,NA,7,0,0,11,6,0,0,11,6,0,0,0,0,9,0,NA,"not sealed","not parasitized",1,2,0.579932325115669
"42","trapnest_12",2023-06-14,"BP","D","High",18,"a","12_18","12_18a","12_18a_13",83.98,144.81,"1 cell + end cap",1,"osmia",0,NA,7,1,0,11,6,0,0,12,7,0,0,1,0,9,0,0,"sealed","not parasitized",0,2,0.579932325115669
"43","trapnest_12",2023-06-16,"BP","D","High",18,"a","12_18","12_18a",NA,83.98,144.81,"no change",1,"osmia",1,NA,6,0,0,12,7,0,0,12,7,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.579932325115669
"44","trapnest_12",2023-06-20,"BP","D","High",18,"a","12_18","12_18a",NA,83.98,144.81,"no change",1,"osmia",3,NA,7,2,0,11.5,6.5,0,0,13,8,0,0,2,0,9,0,NA,"sealed","not parasitized",0,3,0.579932325115669
"45","trapnest_12",2023-06-23,"BP","D","High",18,"a","12_18","12_18a",NA,83.98,144.81,"no change",1,"osmia",3,NA,6,0,0,12,7,0,0,12,7,0,0,0,0,9,0,NA,"sealed","not parasitized",0,3,0.579932325115669
"46","trapnest_12",2023-06-29,"BP","D","High",18,"a","12_18","12_18a",NA,83.98,144.81,"no change",1,"osmia",1,NA,6,1,0,12,7,0,0,13,8,0,0,1,0,9,0,NA,"sealed","not parasitized",0,3,0.579932325115669
"47","trapnest_12",2023-05-15,"BP","D","High",5,"a","12_5","12_5a","12_5a_1",115.52,142.83,"2 cells",1,"osmia",3,1,7,1,0,11,0,0,0,12,1,0,0,1,0,2,0,0,"not sealed","not parasitized",1,1,0.808793670797451
"48","trapnest_12",2023-05-16,"BP","D","High",5,"a","12_5","12_5a",NA,115.52,142.83,"no change",1,"osmia",1,NA,6,0,0,12,1,0,0,12,1,0,0,0,0,2,0,NA,"not sealed","not parasitized",1,1,0.808793670797451
"49","trapnest_12",2023-05-17,"BP","D","High",5,"a","12_5","12_5a","12_5a_3",115.52,142.83,"1 cell",1,"osmia",1,NA,6,0,0,12,1,0,0,12,1,0,0,0,0,3,0,0,"not sealed","not parasitized",1,1,0.808793670797451
"50","trapnest_12",2023-05-19,"BP","D","High",5,"a","12_5","12_5a","12_5a_4",115.52,142.83,"1 cell",1,"osmia",2,NA,6,0,0,12,1,0,0,12,1,0,0,0,0,4,0,0,"not sealed","not parasitized",1,1,0.808793670797451
"51","trapnest_12",2023-05-21,"BP","D","High",5,"a","12_5","12_5a",NA,115.52,142.83,"no change",1,"osmia",1,NA,7,0,0,11,1,0,0,11,1,0,0,0,0,4,0,NA,"not sealed","not parasitized",1,1,0.808793670797451
"52","trapnest_12",2023-05-22,"BP","D","High",5,"a","12_5","12_5a","12_5a_5",115.52,142.83,"3 cells",1,"osmia",1,NA,7,0,0,11,1,0,0,11,1,0,0,0,0,7,0,0,"not sealed","not parasitized",1,1,0.808793670797451
"53","trapnest_12",2023-05-23,"BP","D","High",5,"a","12_5","12_5a","12_5a_8",115.52,142.83,"2 cells",1,"osmia",1,NA,7,0,0,11,1,0,0,11,1,0,0,0,0,9,0,0,"not sealed","not parasitized",1,1,0.808793670797451
"54","trapnest_12",2023-05-26,"BP","D","High",5,"a","12_5","12_5a","12_5a_10",115.52,142.83,"4 cells",1,"osmia",2,NA,7,0,0,11,1,0,0,11,1,0,0,0,0,9,0,0,"not sealed","not parasitized",1,1,0.808793670797451
"55","trapnest_12",2023-05-28,"BP","D","High",5,"a","12_5","12_5a",NA,115.52,142.83,"no change",1,"osmia",2,NA,7,0,0,11,1,0,0,11,1,0,0,0,0,9,0,NA,"not sealed","not parasitized",1,1,0.808793670797451
"56","trapnest_12",2023-05-29,"BP","D","High",5,"a","12_5","12_5a","12_5a_14",115.52,142.83,"1 cell + end cap",1,"osmia",1,NA,7,2,0,11.5,1.5,0,0,13,3,0,0,2,0,9,0,0,"sealed","not parasitized",0,2,0.808793670797451
"57","trapnest_12",2023-05-31,"BP","D","High",5,"a","12_5","12_5a",NA,115.52,142.83,"no change",1,"osmia",2,NA,9,2,0,9.5,1.5,0,0,11,3,0,0,2,0,9,0,NA,"sealed","not parasitized",0,2,0.808793670797451
"58","trapnest_12",2023-06-02,"BP","D","High",5,"a","12_5","12_5a",NA,115.52,142.83,"no change",1,"osmia",2,NA,8,2,0,10.5,3.5,0,0,12,5,0,0,2,0,9,0,NA,"sealed","not parasitized",0,4,0.808793670797451
"59","trapnest_12",2023-06-05,"BP","D","High",5,"a","12_5","12_5a",NA,115.52,142.83,"no change",1,"osmia",1,NA,7,0,0,11,5,0,0,11,5,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.808793670797451
"60","trapnest_12",2023-06-08,"BP","D","High",5,"a","12_5","12_5a",NA,115.52,142.83,"no change",1,"osmia",2,NA,7,1,0,11,5,0,0,12,6,0,0,1,0,9,0,NA,"sealed","not parasitized",0,2,0.808793670797451
"61","trapnest_12",2023-06-10,"BP","D","High",5,"a","12_5","12_5a",NA,115.52,142.83,"no change",1,"osmia",0,NA,7,0,0,11,6,0,0,11,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,2,0.808793670797451
"62","trapnest_12",2023-06-12,"BP","D","High",5,"a","12_5","12_5a",NA,115.52,142.83,"no change",1,"osmia",1,NA,7,0,0,11,6,0,0,11,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,2,0.808793670797451
"63","trapnest_12",2023-06-14,"BP","D","High",5,"a","12_5","12_5a",NA,115.52,142.83,"no change",1,"osmia",0,NA,7,1,0,11,6,0,0,12,7,0,0,1,0,9,0,NA,"sealed","not parasitized",0,2,0.808793670797451
"64","trapnest_12",2023-06-16,"BP","D","High",5,"a","12_5","12_5a",NA,115.52,142.83,"no change",1,"osmia",1,NA,6,0,0,12,7,0,0,12,7,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.808793670797451
"65","trapnest_12",2023-06-20,"BP","D","High",5,"a","12_5","12_5a",NA,115.52,142.83,"no change",1,"osmia",3,NA,7,2,0,11.5,6.5,0,0,13,8,0,0,2,0,9,0,NA,"sealed","not parasitized",0,3,0.808793670797451
"66","trapnest_12",2023-05-29,"BP","D","High",6,"b","12_6","12_6b","12_6b_1",103.97,143.76,"9 cells",1,"osmia",1,1,7,2,0,11.5,1.5,0,0,13,3,0,0,2,0,9,0,0,"not sealed","not parasitized",1,2,0.723219254312743
"67","trapnest_12",2023-05-31,"BP","D","High",6,"b","12_6","12_6b","12_6b_10",103.97,143.76,"6 cells",1,"osmia",2,NA,9,2,0,9.5,1.5,0,0,11,3,0,0,2,0,9,0,0,"not sealed","not parasitized",1,2,0.723219254312743
"68","trapnest_12",2023-06-02,"BP","D","High",6,"b","12_6","12_6b",NA,103.97,143.76,"no change",1,"osmia",2,NA,8,2,0,10.5,3.5,0,0,12,5,0,0,2,0,9,0,NA,"not sealed","not parasitized",1,4,0.723219254312743
"69","trapnest_12",2023-06-05,"BP","D","High",6,"b","12_6","12_6b",NA,103.97,143.76,"end cap",1,"osmia",1,NA,7,0,0,11,5,0,0,11,5,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.723219254312743
"70","trapnest_12",2023-06-08,"BP","D","High",6,"b","12_6","12_6b",NA,103.97,143.76,"no change",1,"osmia",2,NA,7,1,0,11,5,0,0,12,6,0,0,1,0,9,0,NA,"sealed","not parasitized",0,2,0.723219254312743
"71","trapnest_12",2023-06-10,"BP","D","High",6,"b","12_6","12_6b",NA,103.97,143.76,"no change",1,"osmia",0,NA,7,0,0,11,6,0,0,11,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,2,0.723219254312743
"72","trapnest_12",2023-06-12,"BP","D","High",6,"b","12_6","12_6b",NA,103.97,143.76,"no change",1,"osmia",1,NA,7,0,0,11,6,0,0,11,6,0,0,0,0,9,0,NA,"sealed","not parasitized",0,2,0.723219254312743
"73","trapnest_12",2023-06-14,"BP","D","High",6,"b","12_6","12_6b",NA,103.97,143.76,"no change",1,"osmia",0,NA,7,1,0,11,6,0,0,12,7,0,0,1,0,9,0,NA,"sealed","not parasitized",0,2,0.723219254312743
"74","trapnest_12",2023-06-16,"BP","D","High",6,"b","12_6","12_6b",NA,103.97,143.76,"no change",1,"osmia",1,NA,6,0,0,12,7,0,0,12,7,0,0,0,0,9,0,NA,"sealed","not parasitized",0,1,0.723219254312743
"75","trapnest_12",2023-06-20,"BP","D","High",6,"c","12_6","12_6c","12_6c_1",51.58,143.84,"1 cell",1,"osmia",3,1,7,2,0,11.5,6.5,0,0,13,8,0,0,2,1,1,1,1,"not sealed","parasitized",1,3,0.358592880978865
"76","trapnest_12",2023-06-23,"BP","D","High",6,"c","12_6","12_6c","12_6c_2",51.58,143.84,"6 cells",1,"osmia",3,NA,6,0,0,12,7,0,0,12,7,0,0,0,5,7,0.714285714285714,1,"not sealed","parasitized",1,3,0.358592880978865
"77","trapnest_12",2023-06-29,"BP","D","High",6,"c","12_6","12_6c",NA,51.58,143.84,"end cap",1,"osmia",1,NA,6,1,0,12,7,0,0,13,8,0,0,1,5,7,0.714285714285714,NA,"sealed","parasitized",0,3,0.358592880978865
"78","trapnest_12",2023-06-14,"BP","D","High",9,"b","12_9","12_9b","12_9b_1",21.9,130.53,"2 cells",1,"osmia",0,1,7,1,0,11,6,0,0,12,7,0,0,1,1,2,0.5,0,"not sealed","parasitized",1,2,0.167777522408642
"79","trapnest_12",2023-06-16,"BP","D","High",9,"b","12_9","12_9b","12_9b_3",21.9,130.53,"1 cells + end cap",1,"osmia",1,NA,6,0,0,12,7,0,0,12,7,0,0,0,1,3,0.333333333333333,0,"sealed","parasitized",0,1,0.167777522408642
"80","trapnest_12",2023-06-20,"BP","D","High",9,"b","12_9","12_9b",NA,21.9,130.53,"no change",1,"osmia",3,NA,7,2,0,11.5,6.5,0,0,13,8,0,0,2,1,3,0.333333333333333,NA,"sealed","parasitized",0,3,0.167777522408642
"81","trapnest_12",2023-06-23,"BP","D","High",9,"b","12_9","12_9b",NA,21.9,130.53,"no change",1,"osmia",3,NA,6,0,0,12,7,0,0,12,7,0,0,0,1,3,0.333333333333333,NA,"sealed","parasitized",0,3,0.167777522408642
"82","trapnest_12",2023-06-29,"BP","D","High",9,"b","12_9","12_9b",NA,21.9,130.53,"no change",1,"osmia",1,NA,6,1,0,12,7,0,0,13,8,0,0,1,1,3,0.333333333333333,NA,"sealed","parasitized",0,3,0.167777522408642
"83","trapnest_13",2023-06-05,"BP","E","Low",11,"a","13_11","13_11a","13_11a_1",41.44,140.51,"3 cells",1,"osmia",1,1,14,2,0,4.5,4.5,0,0,6,6,0,0,2,2,3,0.666666666666667,0,"not sealed","parasitized",1,2,0.294925628069177
"84","trapnest_13",2023-06-09,"BP","E","Low",11,"a","13_11","13_11a","13_11a_4",41.44,140.51,"1 cell",1,"osmia",0,NA,17,0,0,1,1,0,0,1,1,0,0,0,3,4,0.75,1,"not sealed","parasitized",1,1,0.294925628069177
"85","trapnest_13",2023-06-10,"BP","E","Low",11,"a","13_11","13_11a",NA,41.44,140.51,"no change",1,"osmia",0,NA,17,0,0,1,1,0,0,1,1,0,0,0,3,4,0.75,NA,"not sealed","parasitized",1,1,0.294925628069177
"86","trapnest_13",2023-06-12,"BP","E","Low",11,"a","13_11","13_11a",NA,41.44,140.51,"no change",1,"osmia",1,NA,17,0,0,1,1,0,0,1,1,0,0,0,3,4,0.75,NA,"not sealed","parasitized",1,1,0.294925628069177
"87","trapnest_13",2023-06-14,"BP","E","Low",11,"a","13_11","13_11a",NA,41.44,140.51,"end cap",1,"osmia",0,NA,17,3,0,2,2,0,0,4,4,0,0,3,3,4,0.75,NA,"sealed","parasitized",0,1,0.294925628069177
"88","trapnest_13",2023-05-29,"BP","E","Low",12,"a","13_12","13_12a","13_12a_1",101,137,"2 cells",1,"osmia",1,1,17,3,0,2,2,0,0,4,4,0,0,3,0,2,0,0,"not sealed","not parasitized",1,3,0.737226277372263
"89","trapnest_13",2023-05-31,"BP","E","Low",12,"a","13_12","13_12a","13_12a_3",101,137,"4 cells",1,"osmia",2,NA,18,4,0,1.5,1.5,0,0,4,4,0,0,4,1,6,0.166666666666667,1,"not sealed","parasitized",1,3,0.737226277372263
"90","trapnest_13",2023-06-02,"BP","E","Low",12,"a","13_12","13_12a","13_12a_7",101,137,"5 cells",1,"osmia",2,NA,15,2,0,3.5,3.5,0,0,5,5,0,0,2,1,9,0.111111111111111,0,"not sealed","parasitized",1,3,0.737226277372263
"91","trapnest_13",2023-06-05,"BP","E","Low",12,"a","13_12","13_12a","13_12a_12",101,137,"1 cell + end cap",1,"osmia",1,NA,14,2,0,4.5,4.5,0,0,6,6,0,0,2,1,9,0.111111111111111,0,"sealed","parasitized",0,2,0.737226277372263
"92","trapnest_13",2023-06-23,"BP","E","Low",13,"a","13_13","13_13a",NA,119.8,139.2,"5 cells",NA,"megachile",3,1,17,0,2,1,1,0.5,0.5,1,1,2,2,2,NA,NA,NA,NA,"not sealed",NA,1,3,0.860632183908046
"93","trapnest_13",2023-06-29,"BP","E","Low",13,"a","13_13","13_13a",NA,119.8,139.2,"6 cells",NA,"megachile",1,NA,14,0,1,1,1,2,2,1,1,3,3,1,NA,NA,NA,NA,"not sealed",NA,1,4,0.860632183908046
"94","trapnest_13",2023-06-14,"BP","E","Low",14,"a","13_14","13_14a","13_14a_1",19.88,140.03,"2 cells + end cap",1,"osmia",0,1,17,3,0,2,2,0,0,4,4,0,0,3,2,2,1,1,"sealed","parasitized",0,1,0.141969577947583
"95","trapnest_13",2023-06-14,"BP","E","Low",16,"a","13_16","13_16a","13_16a_1",15.4,141.29,"2 cells + end cap",1,"osmia",0,1,17,3,0,2,2,0,0,4,4,0,0,3,0,2,0,0,"sealed","not parasitized",0,1,0.108995682638545
"96","trapnest_13",2023-06-14,"BP","E","Low",18,"a","13_18","13_18a","13_18a_1",23.44,138.41,"2 cells",1,"osmia",0,1,17,3,0,2,2,0,0,4,4,0,0,3,2,2,1,1,"not sealed","parasitized",1,1,0.169351925438913
"97","trapnest_13",2023-06-16,"BP","E","Low",18,"a","13_18","13_18a","13_18a_3",23.44,138.41,"1 cell",1,"osmia",1,NA,17,1,0,1,1,0,0,2,2,0,0,1,3,3,1,1,"not sealed","parasitized",1,1,0.169351925438913
"98","trapnest_13",2023-06-20,"BP","E","Low",18,"a","13_18","13_18a","13_18a_4",23.44,138.41,"1 cell",1,"osmia",3,NA,16,0,0,2,2,0,0,2,2,0,0,0,3,4,0.75,0,"not sealed","parasitized",1,1,0.169351925438913
"99","trapnest_13",2023-06-23,"BP","E","Low",18,"a","13_18","13_18a",NA,23.44,138.41,"no change",1,"osmia",3,NA,17,0,2,1,1,0.5,0.5,1,1,2,2,2,3,4,0.75,NA,"not sealed","parasitized",1,3,0.169351925438913
"100","trapnest_13",2023-06-29,"BP","E","Low",18,"a","13_18","13_18a",NA,23.44,138.41,"no change",1,"osmia",1,NA,14,0,1,1,1,2,2,1,1,3,3,1,3,4,0.75,NA,"not sealed","parasitized",1,4,0.169351925438913
"101","trapnest_13",2023-05-23,"BP","E","Low",2,"a","13_2","13_2a","13_2a_1",105.25,123.3,"2 cells",1,"osmia",1,1,18,1,0,0,0,0,0,1,1,0,0,1,0,2,0,0,"not sealed","not parasitized",1,1,0.853609083536091
"102","trapnest_13",2023-05-26,"BP","E","Low",2,"a","13_2","13_2a","13_2a_3",105.25,123.3,"5 cells",1,"osmia",2,NA,17,0,0,1,1,0,0,1,1,0,0,0,0,7,0,0,"not sealed","not parasitized",1,1,0.853609083536091
"103","trapnest_13",2023-05-28,"BP","E","Low",2,"a","13_2","13_2a",NA,105.25,123.3,"no change",1,"osmia",2,NA,17,0,0,1,1,0,0,1,1,0,0,0,0,7,0,NA,"not sealed","not parasitized",1,1,0.853609083536091
"104","trapnest_13",2023-05-29,"BP","E","Low",2,"a","13_2","13_2a","13_2a_8",105.25,123.3,"5 cells + end cap",1,"osmia",1,NA,17,3,0,2,2,0,0,4,4,0,0,3,0,9,0,0,"sealed","not parasitized",0,3,0.853609083536091
"105","trapnest_13",2023-05-31,"BP","E","Low",2,"b","13_2","13_2b","13_2b_1",34.05,146.25,"3 cells",1,"osmia",2,1,18,4,0,1.5,1.5,0,0,4,4,0,0,4,0,3,0,0,"not sealed","not parasitized",1,3,0.232820512820513
"106","trapnest_13",2023-06-02,"BP","E","Low",2,"b","13_2","13_2b","13_2b_4",34.05,146.25,"1 cells + end cap",1,"osmia",2,NA,15,2,0,3.5,3.5,0,0,5,5,0,0,2,0,4,0,0,"sealed","not parasitized",0,3,0.232820512820513
"107","trapnest_13",2023-06-05,"BP","E","Low",2,"b","13_2","13_2b",NA,34.05,146.25,"no change",1,"osmia",1,NA,14,2,0,4.5,4.5,0,0,6,6,0,0,2,0,4,0,NA,"sealed","not parasitized",0,2,0.232820512820513
