"","Date","Nest_ID","Trapnest","Site","Subsite","Treatment","Cavity_number","Straw_ID","Cavity_ID","Cell_ID","Cell_number","Filled_length_mm","Straw_length_mm","Status","Contains_cells","Occupant","Good_days","Bee_choice","Available_cavities_prior","New_nests_os","New_nests_meg","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior","Osmia_ps_no_iw","Osmia_no_ps_no_iw","Meg_ps_no_iw","Meg_no_ps_no_iw","New_nests_sum","Cumulative_par","Number_of_cells","Prop_cells_par","Cell_parasitized","Sealed","Nest_parasitized","Active_bin","Sum_unsealed_os_no_iw","Last_cell","Total_cells_per_date","Sum_cell_parasitized","Sum_cell_not_parasitized","Day_of_year"
"91",2023-06-05,"18_10b","trapnest_18","BP","F","High",10,"b","18_10","18_10b_1","1","17.79","144.44","2 cell + end cap",1,"osmia",1,1,5,1,0,13,5,0,0,NA,6,0,0,1,0,2,0,0,"sealed","not parasitized",0,1,0,2,0,2,156
"92",2023-06-05,"6_14a","trapnest_6","BP","B","High",14,"a","6_14","6_14a_2","2","22.27","144.29","1 cell",1,"osmia",1,NA,7,1,0,11,4,0,0,NA,5,0,0,1,0,2,0,0,"not sealed","not parasitized",1,2,0,1,0,1,156
"93",2023-06-05,"7_14a","trapnest_7","BP","C","Low",14,"a","7_14","7_14a_15","15","138.07","138.07","6 cells + end cap",1,"osmia",1,NA,14,0,2,3,3,1.5,1.5,3,3,2,2,2,0,9,0,0,"sealed","not parasitized",0,0,0,6,0,6,156
"94",2023-06-05,"9_5a","trapnest_9","BP","C","High",5,"a","9_5","9_5a_1","1","70.8","146.38","8 cells",1,"osmia",1,1,7,1,1,11,2,0,0,NA,3,1,1,2,0,8,0,0,"not sealed","not parasitized",1,1,0,8,0,8,156
"95",2023-06-08,"12_11b","trapnest_12","BP","D","High",11,"b","12_11","12_11b_1","1","47.31","141.37","1 cell",1,"osmia",2,1,7,1,0,11,5,0,0,NA,6,0,0,1,0,1,0,0,"not sealed","not parasitized",1,2,0,1,0,1,159
"96",2023-06-08,"24_10a","trapnest_24","NN","H","High",10,"a","24_10","24_10a_1","1","26.42","143.1","1 cell",1,"osmia",2,1,8,1,0,10,2,0,0,NA,3,0,0,1,1,1,1,1,"not sealed","parasitized",1,2,0,1,1,0,159
"97",2023-06-08,"25_16a","trapnest_25","NN","I","Low",16,"a","25_16","25_16a_1","1","74.15","143.66","7 cells",1,"osmia",2,1,16,1,0,2,2,0,0,3,3,0,0,1,0,7,0,0,"not sealed","not parasitized",1,3,0,7,0,7,159
"98",2023-06-08,"35_8a","trapnest_35","NN","L","Mid",8,"a","35_8","35_8a_1","1","unknown","unknown","1 cell",1,"osmia",2,NA,11,0,0,4,2,0,0,NA,1,0,0,0,1,1,1,1,"not sealed","parasitized",1,1,1,1,1,0,159
"99",2023-06-08,"36_15b","trapnest_36","NN","L","High",15,"b","36_15","36_15b_1","1","12.03","143.21","2 cells",1,"osmia",2,1,7,1,0,11,6,0,0,NA,7,0,0,1,0,2,0,0,"not sealed","not parasitized",1,4,0,2,0,2,159
"100",2023-06-08,"6_14a","trapnest_6","BP","B","High",14,"a","6_14","6_14a_3","3","22.27","144.29","1 cell",1,"osmia",2,NA,7,0,0,11,5,0,0,NA,5,0,0,0,0,3,0,0,"not sealed","not parasitized",1,2,1,1,0,1,159
"101",2023-06-08,"9_5a","trapnest_9","BP","C","High",5,"a","9_5","9_5a_9","9","70.8","146.38","1 cell",1,"osmia",2,NA,7,0,2,10,3,1.5,1.5,NA,3,3,3,2,0,9,0,0,"not sealed","not parasitized",1,1,0,1,0,1,159
"102",2023-06-09,"13_11a","trapnest_13","BP","E","Low",11,"a","13_11","13_11a_4","4","41.44","140.51","1 cell",1,"osmia",0,NA,17,0,0,1,1,0,0,1,1,0,0,0,3,4,0.75,1,"not sealed","parasitized",1,1,1,1,1,0,160
"103",2023-06-09,"17_9a","trapnest_17","BP","F","Mid",9,"a","17_9","17_9a_11","11","78.68","149.03","1 cell",1,"osmia",0,NA,11,0,0,7,6,0,0,NA,4,0,0,0,6,9,0.666666666666667,0,"not sealed","parasitized",1,2,0,1,0,1,160
"104",2023-06-11,"24_10a","trapnest_24","NN","H","High",10,"a","24_10","24_10a_2","2","26.42","143.1","1 cell",1,"osmia",1,NA,6,0,0,11,3,0,0,NA,3,0,0,0,2,2,1,1,"not sealed","parasitized",1,1,0,1,1,0,162
"105",2023-06-11,"25_6b","trapnest_25","NN","I","Low",6,"b","25_6","25_6b_6","6","58.79","136.32","3 cells",1,"osmia",1,NA,15,0,0,3,3,0,0,3,3,0,0,0,1,8,0.125,0,"not sealed","parasitized",1,1,0,3,1,2,162
"106",2023-06-11,"36_3b","trapnest_36","NN","L","High",3,"b","36_3","36_3b_7","7","81.83","148.15","2 cells",1,"osmia",1,NA,7,0,0,11,7,0,0,NA,7,0,0,0,0,8,0,0,"not sealed","not parasitized",1,4,0,2,0,2,162
"107",2023-06-14,"12_11b","trapnest_12","BP","D","High",11,"b","12_11","12_11b_2","2","47.31","141.37","3 cells",1,"osmia",0,NA,7,1,0,11,6,0,0,NA,7,0,0,1,0,4,0,0,"not sealed","not parasitized",1,2,0,3,0,3,165
"108",2023-06-14,"13_14a","trapnest_13","BP","E","Low",14,"a","13_14","13_14a_1","1","19.88","140.03","2 cells + end cap",1,"osmia",0,1,17,3,0,2,2,0,0,4,4,0,0,3,2,2,1,1,"sealed","parasitized",0,1,0,2,2,0,165
"109",2023-06-14,"17_7a","trapnest_17","BP","F","Mid",7,"a","17_7","17_7a_1","1","2.9","145.32","end cap",0,"osmia",0,NA,11,0,1,7,6,0,0,NA,4,1,1,1,0,1,0,0,"sealed","not parasitized",0,0,1,1,0,1,165
"110",2023-06-14,"2_9b","trapnest_2","BP","A","Mid",9,"b","2_9","2_9b_1","1","5.98","138.76","1 cell",1,"osmia",0,1,10,1,0,8,3,0,0,NA,2,0,0,1,0,1,0,0,"not sealed","not parasitized",1,2,0,1,0,1,165
"111",2023-06-14,"7_3c","trapnest_7","BP","C","Low",3,"c","7_3","7_3c_1","1","2.55","138.37","inner wall + end cap",0,"osmia",0,1,14,1,1,1,1,3,3,1,1,4,4,2,0,1,0,0,"sealed","not parasitized",0,1,1,1,0,1,165
"112",2023-06-14,"9_5a","trapnest_9","BP","C","High",5,"a","9_5","9_5a_12","12","70.8","146.38","3 cells + end cap",1,"osmia",0,NA,3,0,0,10,3,3,3,NA,3,3,3,0,0,9,0,0,"sealed","not parasitized",0,0,1,3,0,3,165
"113",2023-06-15,"24_10a","trapnest_24","NN","H","High",10,"a","24_10","24_10a_3","3","26.42","143.1","1 cell",1,"osmia",0,NA,6,0,0,11,3,0,0,NA,3,0,0,0,2,3,0.666666666666667,0,"not sealed","parasitized",1,1,1,1,0,1,166
"114",2023-06-15,"25_1b","trapnest_25","NN","I","Low",1,"b","25_1","25_1b_1","1","37.62","143.46","1 cell",1,"osmia",0,1,16,3,0,3,2,0,0,NA,4,0,0,3,1,1,1,1,"not sealed","parasitized",1,3,1,1,1,0,166
"115",2023-06-15,"36_3b","trapnest_36","NN","L","High",3,"b","36_3","36_3b_9","9","81.83","148.15","1 cell + end cap",1,"osmia",0,NA,7,0,0,11,7,0,0,NA,7,0,0,0,0,9,0,0,"sealed","not parasitized",0,3,1,1,0,1,166
"116",2023-06-16,"12_11b","trapnest_12","BP","D","High",11,"b","12_11","12_11b_5","5","47.31","141.37","1 cell",1,"osmia",1,NA,6,0,0,12,7,0,0,NA,7,0,0,0,0,5,0,0,"not sealed","not parasitized",1,1,0,1,0,1,167
"117",2023-06-16,"13_18a","trapnest_13","BP","E","Low",18,"a","13_18","13_18a_3","3","23.44","138.41","1 cell",1,"osmia",1,NA,17,1,0,1,1,0,0,2,2,0,0,1,3,3,1,1,"not sealed","parasitized",1,1,0,1,1,0,167
"118",2023-06-16,"2_9b","trapnest_2","BP","A","Mid",9,"b","2_9","2_9b_2","2","5.98","138.76","1 cell",1,"osmia",1,NA,9,0,0,9,4,0,0,NA,2,0,0,0,0,2,0,0,"not sealed","not parasitized",1,2,1,1,0,1,167
"119",2023-06-16,"3_9b","trapnest_3","BP","A","High",9,"b","3_9","3_9b_1","1","72.46","139.75","1 cell",1,"osmia",1,1,7,1,0,11,6,0,0,NA,6,0,0,1,0,1,0,0,"not sealed","not parasitized",1,2,0,1,0,1,167
"120",2023-06-16,"6_5b","trapnest_6","BP","B","High",5,"b","6_5","6_5b_2","2","17.78","135.46","1 cell + end cap",1,"osmia",1,NA,7,0,0,11,5,0,0,NA,5,0,0,0,0,2,0,0,"sealed","not parasitized",0,0,1,1,0,1,167
"121",2023-06-19,"22_9a","trapnest_22","NN","H","Low",9,"a","22_9","22_9a_1","1","9.35","146.11","1 cell",1,"osmia",0,1,17,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,"not sealed","parasitized",1,1,1,1,1,0,170
"122",2023-06-19,"24_3b","trapnest_24","NN","H","High",3,"b","24_3","24_3b_1","1","28.02","137.27","1 cell",1,"osmia",0,1,6,1,0,11,3,0,0,NA,4,0,0,1,1,1,1,1,"not sealed","parasitized",1,2,0,1,1,0,170
"123",2023-06-19,"25_4b","trapnest_25","NN","I","Low",4,"b","25_4","25_4b_2","2","20.99","142.81","1 cell",1,"osmia",0,NA,15,0,0,3,3,0,0,3,3,0,0,0,1,2,0.5,0,"not sealed","parasitized",1,2,1,1,0,1,170
"124",2023-06-20,"12_11b","trapnest_12","BP","D","High",11,"b","12_11","12_11b_6","6","47.31","141.37","2 cells",1,"osmia",3,NA,7,2,0,11.5,6.5,0,0,NA,7,0,0,2,0,7,0,0,"not sealed","not parasitized",1,2,0,2,0,2,171
"125",2023-06-20,"13_18a","trapnest_13","BP","E","Low",18,"a","13_18","13_18a_4","4","23.44","138.41","1 cell",1,"osmia",3,NA,16,0,0,2,2,0,0,2,2,0,0,0,3,4,0.75,0,"not sealed","parasitized",1,1,1,1,0,1,171
"126",2023-06-22,"24_3b","trapnest_24","NN","H","High",3,"b","24_3","24_3b_2","2","28.02","137.27","2 cells",1,"osmia",3,NA,6,0,0,12,4,0,0,NA,4,0,0,0,3,3,1,1,"not sealed","parasitized",1,1,0,2,2,0,173
"127",2023-06-22,"25_3c","trapnest_25","NN","I","Low",3,"c","25_3","25_3c_1","1","5.21","134.1","1 cell",1,"osmia",3,1,16,1,0,2,2,0,0,3,3,0,0,1,0,1,0,0,"not sealed","not parasitized",1,1,1,1,0,1,173
"128",2023-06-22,"28_3a","trapnest_28","NN","J","Low",3,"a","28_3","28_3a_1","1","30.81","144.79","2 cells",1,"osmia",3,1,17,1,0,0,0,0,0,1,1,0,0,1,2,2,1,1,"not sealed","parasitized",1,1,0,2,2,0,173
"129",2023-06-22,"35_7a","trapnest_35","NN","L","Mid",7,"a","35_7","35_7a_1","1","4.98","141.88","1 cell",1,"osmia",3,1,8,1,0,6,1,0,0,NA,2,0,0,1,0,1,0,0,"not sealed","not parasitized",1,1,1,1,0,1,173
"130",2023-06-22,"36_8b","trapnest_36","NN","L","High",8,"b","36_8","36_8b_1","1","9.14","138.49","1 cell",1,"osmia",3,1,6,1,0,11,7,0,0,NA,8,0,0,1,0,1,0,0,"not sealed","not parasitized",1,2,0,1,0,1,173
"131",2023-06-23,"12_6c","trapnest_12","BP","D","High",6,"c","12_6","12_6c_2","2","51.58","143.84","6 cells",1,"osmia",3,NA,6,0,0,12,7,0,0,NA,6,0,0,0,5,7,0.714285714285714,1,"not sealed","parasitized",1,2,0,6,4,2,174
"132",2023-06-23,"17_13b","trapnest_17","BP","F","Mid",13,"b","17_13","17_13b_1","1","40.29","134.99","5 cells + end cap",1,"osmia",3,1,10,1,2,6,5,2.5,2.5,NA,5,4,4,3,1,5,0.2,1,"sealed","parasitized",0,0,0,5,1,4,174
"133",2023-06-23,"3_9b","trapnest_3","BP","A","High",9,"b","3_9","3_9b_2","2","72.46","139.75","3 cells",1,"osmia",3,NA,6,0,0,11,6,0,0,NA,6,0,0,0,0,4,0,0,"not sealed","not parasitized",1,2,0,3,0,3,174
"134",2023-06-23,"4_8a","trapnest_4","BP","B","Low",8,"a","4_8","4_8a_1","1","139.8","139.8","4 cells",1,"osmia",3,1,15,1,0,0,0,0,0,1,1,0,0,1,0,4,0,0,"not sealed","not parasitized",1,1,0,4,0,4,174
"135",2023-06-23,"6_13b","trapnest_6","BP","B","High",13,"b","6_13","6_13b_1","1","69.56","144.68","no change",1,"osmia",3,NA,6,0,0,12,6,0,0,NA,6,0,0,0,0,2,0,0,"not sealed","not parasitized",1,1,0,2,0,2,174
"136",2023-06-23,"7_9a","trapnest_7","BP","C","Low",9,"a","7_9","7_9a_1","1","16.75","147.02","3 cells",1,"osmia",3,1,15,1,1,0,0,2,2,1,1,3,3,2,0,3,0,0,"not sealed","not parasitized",1,1,0,3,0,3,174
"137",2023-06-29,"12_16a","trapnest_12","BP","D","High",16,"a","12_16","12_16a_1","1","5.27","143.33","1 cell",1,"osmia",1,1,6,1,0,12,7,0,0,NA,7,0,0,1,0,1,0,0,"not sealed","not parasitized",1,2,1,1,0,1,180
"138",2023-06-29,"3_9b","trapnest_3","BP","A","High",9,"b","3_9","3_9b_10","10","72.46","139.75","6 cells",1,"osmia",1,NA,5,0,0,11,6,0,0,NA,6,0,0,0,0,9,0,0,"not sealed","not parasitized",1,2,1,6,0,6,180
"139",2023-06-29,"4_8a","trapnest_4","BP","B","Low",8,"a","4_8","4_8a_5","5","139.8","139.8","4 cells + end cap",1,"osmia",1,NA,15,0,0,1,1,0,0,1,1,0,0,0,0,8,0,0,"sealed","not parasitized",0,0,0,4,0,4,180
"140",2023-06-29,"6_13b","trapnest_6","BP","B","High",13,"b","6_13","6_13b_3","3","69.56","144.68","4 cells",1,"osmia",1,NA,6,0,0,12,6,0,0,NA,6,0,0,0,0,6,0,0,"not sealed","not parasitized",1,1,0,4,0,4,180
"141",2023-06-30,"24_12a","trapnest_24","NN","H","High",12,"a","24_12","24_12a_1","1","11.84","144.44","2 cells + end cap",1,"osmia",1,1,5,1,0,12,4,0,0,NA,5,0,0,1,1,2,0.5,1,"sealed","parasitized",0,0,0,2,1,1,181
"142",2023-06-30,"28_3a","trapnest_28","NN","J","Low",3,"a","28_3","28_3a_3","3","30.81","144.79","2 cells + end cap",1,"osmia",1,NA,13,0,0,1,1,0,0,1,1,0,0,0,4,4,1,1,"sealed","parasitized",0,0,0,2,2,0,181
"143",2023-06-30,"36_8b","trapnest_36","NN","L","High",8,"b","36_8","36_8b_2","2","9.14","138.49","1 cell",1,"osmia",1,NA,5,0,0,11,7,0,0,NA,7,0,0,0,0,2,0,0,"not sealed","not parasitized",1,2,1,1,0,1,181
"144",2023-07-04,"50_12a","trapnest_50","BP","Q","Mid",12,"a","50_12","50_12a_1","1","15","143.4","1 cell",1,"osmia",1,1,10,1,1,0,0,6,0,1,1,NA,1,2,0,1,0,0,"not sealed","not parasitized",1,1,1,1,0,1,185
"145",2023-07-04,"51_4a","trapnest_51","BP","Q","High",4,"a","51_4","51_4a_1","1","13.86","130.28","1 cell",1,"osmia",1,1,7,1,0,0,0,11,0,1,1,NA,0,1,0,1,0,0,"not sealed","not parasitized",1,1,1,1,0,1,185
"146",2023-07-05,"62_15a","trapnest_62","CP","U","Mid",15,"a","62_15","62_15a_1","1","28.11","144","2 cells",1,"osmia",1,1,12,1,0,0,0,6,0,1,1,NA,0,1,0,1,0,0,"not sealed","not parasitized",1,1,1,1,0,1,186
"147",2023-07-05,"64_14a","trapnest_64","CP","V","Low",14,"a","64_14","64_14a_1","1","105.32","142.31","2 cells",1,"osmia",1,1,18,1,0,0,0,0,0,1,1,0,0,1,0,3,0,0,"not sealed","not parasitized",1,1,0,3,0,3,186
"148",2023-07-06,"35_9c","trapnest_35","NN","L","Mid",9,"c","35_9","35_9c_1","1","9.77","144.43","1 cell",1,"osmia",2,1,12,1,0,6,2,0,0,NA,3,0,0,1,0,1,0,0,"not sealed","not parasitized",1,2,1,1,0,1,187
"149",2023-07-07,"62_15a","trapnest_62","CP","U","Mid",15,"a","62_15","62_15a_1","1","28.11","144","2 cells",1,"osmia",2,NA,11,0,0,1,1,6,0,1,1,NA,0,0,0,1,0,0,"not sealed","not parasitized",1,1,0,2,0,2,188
"150",2023-07-07,"64_14a","trapnest_64","CP","V","Low",14,"a","64_14","64_14a_6","6","105.32","142.31","5 cells",1,"osmia",2,NA,16,0,0,1,1,0,0,1,1,0,0,0,0,7,0,0,"not sealed","not parasitized",1,1,0,4,0,4,188
"151",2023-07-10,"64_14a","trapnest_64","CP","V","Low",14,"a","64_14","64_14a_10","10","105.32","142.31","4 cells",1,"osmia",1,NA,16,0,0,1,1,0,0,1,1,0,0,0,0,9,0,0,"not sealed","not parasitized",1,1,0,4,0,4,191
