"","Trapnest","Date","Nest_ID","Site","Subsite","Treatment","Cavity_number","Straw_ID","Filled_length_mm","Straw_length_mm","Cavity_ID","Status","Occupant","Good_days","Bee_choice","Available_prior","New_nests_os","New_nests_meg","New_nest_sum","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior","Cumulative_par","Number_of_cells","Prop_cells_par","Par_in_trapnest","Prop_filled"
"134","trapnest_14",2023-06-09,"14_16a","BP","E","Mid",16,"a",67.77,143.11,"14_16","no change","osmia",0,NA,12,0,0,0,6,3,0,0,0,9,0,2,0.473551813290476
"135","trapnest_14",2023-06-10,"14_16a","BP","E","Mid",16,"a",67.77,143.11,"14_16","no change","osmia",0,NA,12,0,0,0,6,3,0,0,0,9,0,2,0.473551813290476
"136","trapnest_14",2023-06-12,"14_16a","BP","E","Mid",16,"a",67.77,143.11,"14_16","no change","osmia",1,NA,12,0,0,0,6,3,0,0,0,9,0,2,0.473551813290476
"137","trapnest_14",2023-06-14,"14_16a","BP","E","Mid",16,"a",67.77,143.11,"14_16","no change","osmia",0,NA,12,0,0,0,6,3,0,0,0,9,0,2,0.473551813290476
"138","trapnest_14",2023-06-16,"14_16a","BP","E","Mid",16,"a",67.77,143.11,"14_16","no change","osmia",1,NA,12,0,0,0,6,3,0,0,0,9,0,2,0.473551813290476
"139","trapnest_14",2023-06-20,"14_16a","BP","E","Mid",16,"a",67.77,143.11,"14_16","no change","osmia",3,NA,12,0,0,0,6,2,0,0,0,9,0,2,0.473551813290476
"140","trapnest_14",2023-06-23,"14_16a","BP","E","Mid",16,"a",67.77,143.11,"14_16","no change","osmia",3,NA,12,0,0,0,6,2,0,0,0,9,0,2,0.473551813290476
"141","trapnest_14",2023-06-29,"14_16a","BP","E","Mid",16,"a",67.77,143.11,"14_16","no change","osmia",1,NA,12,0,0,0,6,2,0,0,0,9,0,2,0.473551813290476
"142","trapnest_15",2023-05-15,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","inner wall","osmia",3,1,7,1,0,1,11,0,0,0,NA,NA,NA,0,0.0751643126835408
"143","trapnest_15",2023-05-16,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",1,NA,6,0,0,0,12,1,0,0,NA,NA,NA,0,0.0751643126835408
"144","trapnest_15",2023-05-17,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","1 cell + end cap","osmia",1,NA,6,1,0,1,12,1,0,0,1,1,1,1,0.0751643126835408
"145","trapnest_15",2023-05-19,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",2,NA,6,0,0,0,12,2,0,0,1,1,1,1,0.0751643126835408
"146","trapnest_15",2023-05-21,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",1,NA,7,0,0,0,11,1,0,0,1,1,1,1,0.0751643126835408
"147","trapnest_15",2023-05-22,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",1,NA,6.5,2,0,2,11.5,1.5,0,0,1,1,1,2,0.0751643126835408
"148","trapnest_15",2023-05-23,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",1,NA,7,0,0,0,11,3,0,0,1,1,1,2,0.0751643126835408
"149","trapnest_15",2023-05-26,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",2,NA,7,0,0,0,11,3,0,0,1,1,1,2,0.0751643126835408
"150","trapnest_15",2023-05-28,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",2,NA,7,0,0,0,11,3,0,0,1,1,1,2,0.0751643126835408
"151","trapnest_15",2023-05-29,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",1,NA,7,0,0,0,11,3,0,0,1,1,1,2,0.0751643126835408
"152","trapnest_15",2023-05-31,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",2,NA,7,0,0,0,11,2,0,0,1,1,1,2,0.0751643126835408
"153","trapnest_15",2023-06-02,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",2,NA,7,0,0,0,11,2,0,0,1,1,1,2,0.0751643126835408
"154","trapnest_15",2023-06-05,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",1,NA,7,0,0,0,11,2,0,0,1,1,1,2,0.0751643126835408
"155","trapnest_15",2023-06-09,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",0,NA,7,0,0,0,11,2,0,0,1,1,1,2,0.0751643126835408
"156","trapnest_15",2023-06-10,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",0,NA,7,0,0,0,11,2,0,0,1,1,1,2,0.0751643126835408
"157","trapnest_15",2023-06-12,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",1,NA,7,0,0,0,11,2,0,0,1,1,1,2,0.0751643126835408
"158","trapnest_15",2023-06-14,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",0,NA,7,0,0,0,11,2,0,0,1,1,1,2,0.0751643126835408
"159","trapnest_15",2023-06-16,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",1,NA,7,0,0,0,11,2,0,0,1,1,1,2,0.0751643126835408
"160","trapnest_15",2023-06-20,"15_4a","BP","E","High",4,"a",10.75,143.02,"15_4","no change","osmia",3,NA,7,0,0,0,11,2,0,0,1,1,1,2,0.0751643126835408
"161","trapnest_15",2023-05-22,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","1 cell + end cap","osmia",1,1,6.5,2,0,2,11.5,1.5,0,0,0,1,0,2,0.0607677383592018
"162","trapnest_15",2023-05-23,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",1,NA,7,0,0,0,11,3,0,0,0,1,0,2,0.0607677383592018
"163","trapnest_15",2023-05-26,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",2,NA,7,0,0,0,11,3,0,0,0,1,0,2,0.0607677383592018
"164","trapnest_15",2023-05-28,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",2,NA,7,0,0,0,11,3,0,0,0,1,0,2,0.0607677383592018
"165","trapnest_15",2023-05-29,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",1,NA,7,0,0,0,11,3,0,0,0,1,0,2,0.0607677383592018
"166","trapnest_15",2023-05-31,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",2,NA,7,0,0,0,11,2,0,0,0,1,0,2,0.0607677383592018
"167","trapnest_15",2023-06-02,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",2,NA,7,0,0,0,11,2,0,0,0,1,0,2,0.0607677383592018
"168","trapnest_15",2023-06-05,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",1,NA,7,0,0,0,11,2,0,0,0,1,0,2,0.0607677383592018
"169","trapnest_15",2023-06-09,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",0,NA,7,0,0,0,11,2,0,0,0,1,0,2,0.0607677383592018
"170","trapnest_15",2023-06-10,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",0,NA,7,0,0,0,11,2,0,0,0,1,0,2,0.0607677383592018
"171","trapnest_15",2023-06-12,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",1,NA,7,0,0,0,11,2,0,0,0,1,0,2,0.0607677383592018
"172","trapnest_15",2023-06-14,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",0,NA,7,0,0,0,11,2,0,0,0,1,0,2,0.0607677383592018
"173","trapnest_15",2023-06-16,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",1,NA,7,0,0,0,11,2,0,0,0,1,0,2,0.0607677383592018
"174","trapnest_15",2023-06-20,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",3,NA,7,0,0,0,11,2,0,0,0,1,0,2,0.0607677383592018
"175","trapnest_15",2023-06-23,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",3,NA,8,0,1,1,10,1,0,0,0,1,0,1,0.0607677383592018
"176","trapnest_15",2023-06-29,"15_6b","BP","E","High",6,"b",8.77,144.32,"15_6","no change","osmia",1,NA,6,0,0,0,11,1,1,1,0,1,0,1,0.0607677383592018
"177","trapnest_16",2023-05-26,"16_11a","BP","F","Low",11,"a",44.25,149.85,"16_11","inner wall","osmia",2,1,16,1,0,1,2,2,0,0,NA,NA,NA,2,0.295295295295295
"178","trapnest_16",2023-05-28,"16_11a","BP","F","Low",11,"a",44.25,149.85,"16_11","no change","osmia",2,NA,16,0,0,0,2,2,0,0,NA,NA,NA,1,0.295295295295295
"179","trapnest_16",2023-05-29,"16_11a","BP","F","Low",11,"a",44.25,149.85,"16_11","no change","osmia",1,NA,14.5,4,0,4,3.5,3.5,0,0,NA,NA,NA,4,0.295295295295295
"180","trapnest_16",2023-05-31,"16_11a","BP","F","Low",11,"a",44.25,149.85,"16_11","no change","osmia",2,NA,14.5,4,0,4,3.5,3.5,0,0,NA,NA,NA,5,0.295295295295295
"181","trapnest_16",2023-06-02,"16_11a","BP","F","Low",11,"a",44.25,149.85,"16_11","6 cells + end cap","osmia",2,NA,15,1,0,1,3,3,0,0,5,6,0.833333333333333,4,0.295295295295295
"182","trapnest_16",2023-06-05,"16_11a","BP","F","Low",11,"a",44.25,149.85,"16_11","no change","osmia",1,NA,16,0,0,0,2,2,0,0,5,6,0.833333333333333,2,0.295295295295295
"183","trapnest_16",2023-05-29,"16_14a","BP","F","Low",14,"a",11.4,142.13,"16_14","2 cells","osmia",1,1,14.5,4,0,4,3.5,3.5,0,0,0,2,0,4,0.080208260043622
"184","trapnest_16",2023-05-31,"16_14a","BP","F","Low",14,"a",11.4,142.13,"16_14","5 cells + end cap","osmia",2,NA,14.5,4,0,4,3.5,3.5,0,0,0,7,0,5,0.080208260043622
"185","trapnest_16",2023-05-29,"16_1a","BP","F","Low",1,"a",7.13,140.01,"16_1","inner wall","osmia",1,1,14.5,4,0,4,3.5,3.5,0,0,NA,NA,NA,4,0.0509249339332905
"186","trapnest_16",2023-05-31,"16_1a","BP","F","Low",1,"a",7.13,140.01,"16_1","1 cell","osmia",2,NA,14.5,4,0,4,3.5,3.5,0,0,0,1,0,5,0.0509249339332905
"187","trapnest_16",2023-06-02,"16_1a","BP","F","Low",1,"a",7.13,140.01,"16_1","no change","osmia",2,NA,15,1,0,1,3,3,0,0,0,1,0,4,0.0509249339332905
"188","trapnest_16",2023-06-05,"16_1a","BP","F","Low",1,"a",7.13,140.01,"16_1","no change","osmia",1,NA,16,0,0,0,2,2,0,0,0,1,0,2,0.0509249339332905
"189","trapnest_16",2023-05-29,"16_3b","BP","F","Low",3,"b",65.59,143.64,"16_3","3 cells + end cap","osmia",1,1,14.5,4,0,4,3.5,3.5,0,0,0,3,0,4,0.456627680311891
"190","trapnest_16",2023-05-31,"16_3b","BP","F","Low",3,"b",65.59,143.64,"16_3","no change","osmia",2,NA,14.5,4,0,4,3.5,3.5,0,0,0,3,0,5,0.456627680311891
"191","trapnest_16",2023-05-12,"16_5a","BP","F","Low",5,"a",86.8,140.489,"16_5","1 cell","osmia",1,1,17,1,0,1,1,1,0,0,0,1,0,1,0.61784196627494
"192","trapnest_16",2023-05-15,"16_5a","BP","F","Low",5,"a",86.8,140.489,"16_5","5 cells","osmia",3,NA,17.5,2,0,2,0.5,0.5,0,0,0,6,0,2,0.61784196627494
"193","trapnest_16",2023-05-16,"16_5a","BP","F","Low",5,"a",86.8,140.489,"16_5","no change","osmia",1,NA,16,0,0,0,2,2,0,0,0,6,0,2,0.61784196627494
"194","trapnest_16",2023-05-17,"16_5a","BP","F","Low",5,"a",86.8,140.489,"16_5","1 cell","osmia",1,NA,16,0,0,0,2,2,0,0,0,7,0,2,0.61784196627494
"195","trapnest_16",2023-05-19,"16_5a","BP","F","Low",5,"a",86.8,140.489,"16_5","1 cell","osmia",2,NA,16,0,0,0,2,2,0,0,0,8,0,2,0.61784196627494
"196","trapnest_16",2023-05-21,"16_5a","BP","F","Low",5,"a",86.8,140.489,"16_5","no change","osmia",1,NA,16,0,0,0,2,2,0,0,0,8,0,2,0.61784196627494
"197","trapnest_16",2023-05-22,"16_5a","BP","F","Low",5,"a",86.8,140.489,"16_5","2 cells + end cap","osmia",1,NA,16,0,0,0,2,2,0,0,0,9,0,2,0.61784196627494
"198","trapnest_16",2023-05-23,"16_5b","BP","F","Low",5,"b",77,133,"16_5","2 cells","osmia",1,1,17,1,0,1,1,1,0,0,0,2,0,2,0.578947368421053
"199","trapnest_16",2023-05-26,"16_5b","BP","F","Low",5,"b",77,133,"16_5","4 cells","osmia",2,NA,16,1,0,1,2,2,0,0,0,6,0,2,0.578947368421053
"200","trapnest_16",2023-05-28,"16_5b","BP","F","Low",5,"b",77,133,"16_5","no change","osmia",2,NA,16,0,0,0,2,2,0,0,0,6,0,1,0.578947368421053
"201","trapnest_16",2023-05-29,"16_5b","BP","F","Low",5,"b",77,133,"16_5","2 cells + end cap","osmia",1,NA,14.5,4,0,4,3.5,3.5,0,0,0,8,0,4,0.578947368421053
"202","trapnest_16",2023-06-02,"16_5c","BP","F","Low",5,"c",19.57,142.88,"16_5","3 cells + end cap","osmia",2,1,15,1,0,1,3,3,0,0,1,3,0.333333333333333,4,0.136968085106383
"203","trapnest_16",2023-05-29,"16_6a","BP","F","Low",6,"a",41.41,142.06,"16_6","5 cells + end cap","osmia",1,1,14.5,4,0,4,3.5,3.5,0,0,0,3,0,4,0.291496550753203
"204","trapnest_16",2023-05-31,"16_6b","BP","F","Low",6,"b",58.2,150.21,"16_6","1 cell + end cap","osmia",2,1,14.5,4,0,4,3.5,3.5,0,0,0,1,0,5,0.387457559416816
"205","trapnest_16",2023-05-15,"16_8a","BP","F","Low",8,"a",26.95,123.63,"16_8","1 cell","osmia",3,1,17.5,2,0,2,0.5,0.5,0,0,1,1,1,2,0.217989161206827
"206","trapnest_16",2023-05-16,"16_8a","BP","F","Low",8,"a",26.95,123.63,"16_8","no change","osmia",1,NA,16,0,0,0,2,2,0,0,1,1,1,2,0.217989161206827
"207","trapnest_16",2023-05-17,"16_8a","BP","F","Low",8,"a",26.95,123.63,"16_8","1 cell","osmia",1,NA,16,0,0,0,2,2,0,0,2,2,1,2,0.217989161206827
"208","trapnest_16",2023-05-19,"16_8a","BP","F","Low",8,"a",26.95,123.63,"16_8","no change","osmia",2,NA,16,0,0,0,2,2,0,0,2,2,1,2,0.217989161206827
"209","trapnest_16",2023-05-21,"16_8a","BP","F","Low",8,"a",26.95,123.63,"16_8","no change","osmia",1,NA,16,0,0,0,2,2,0,0,2,2,1,2,0.217989161206827
"210","trapnest_16",2023-05-22,"16_8a","BP","F","Low",8,"a",26.95,123.63,"16_8","no change","osmia",1,NA,16,0,0,0,2,2,0,0,2,2,1,2,0.217989161206827
"211","trapnest_16",2023-05-23,"16_8a","BP","F","Low",8,"a",26.95,123.63,"16_8","no change","osmia",1,NA,17,1,0,1,1,1,0,0,2,2,1,2,0.217989161206827
"212","trapnest_16",2023-05-26,"16_8a","BP","F","Low",8,"a",26.95,123.63,"16_8","no change","osmia",2,NA,16,1,0,1,2,2,0,0,2,2,1,2,0.217989161206827
"213","trapnest_16",2023-05-31,"16_8b","BP","F","Low",8,"b",33.96,149.35,"16_8","2 cells","osmia",2,1,14.5,4,0,4,3.5,3.5,0,0,0,2,0,5,0.227385336457985
"214","trapnest_16",2023-06-02,"16_8b","BP","F","Low",8,"b",33.96,149.35,"16_8","1 cell + end cap","osmia",2,NA,15,1,0,1,3,3,0,0,0,3,0,4,0.227385336457985
"215","trapnest_17",2023-06-23,"17_13b","BP","F","Mid",13,"b",40.29,134.99,"17_13","5 cells + end cap","osmia",3,1,9,1,2,3,6,5,2.5,2.5,1,5,0.2,6,0.298466553078006
"216","trapnest_17",2023-06-29,"17_13b","BP","F","Mid",13,"b",40.29,134.99,"17_13","no change","osmia",1,NA,9,0,0,0,5,4,4,4,1,5,0.2,4,0.298466553078006
"217","trapnest_17",2023-05-26,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","8 cells","osmia",2,1,12,1,0,1,6,0,0,0,0,8,0,1,0.508429458740018
"218","trapnest_17",2023-05-28,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","no change","osmia",2,NA,11,0,0,0,7,1,0,0,0,8,0,1,0.508429458740018
"219","trapnest_17",2023-05-29,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","no change","osmia",1,NA,10.5,2,0,2,7.5,1.5,0,0,0,8,0,2,0.508429458740018
"220","trapnest_17",2023-05-31,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","5 cells + end cap","osmia",2,NA,12,0,0,0,6,3,0,0,0,9,0,2,0.508429458740018
"221","trapnest_17",2023-06-02,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","no change","osmia",2,NA,11,3,0,3,7,4,0,0,0,9,0,3,0.508429458740018
"222","trapnest_17",2023-06-05,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","no change","osmia",1,NA,11.5,2,0,2,6.5,5.5,0,0,0,9,0,5,0.508429458740018
"223","trapnest_17",2023-06-09,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","no change","osmia",0,NA,11,0,0,0,7,6,0,0,0,9,0,4,0.508429458740018
"224","trapnest_17",2023-06-10,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","no change","osmia",0,NA,11,0,0,0,7,6,0,0,0,9,0,4,0.508429458740018
"225","trapnest_17",2023-06-12,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","no change","osmia",1,NA,11,0,0,0,7,6,0,0,0,9,0,4,0.508429458740018
"226","trapnest_17",2023-06-14,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","no change","osmia",0,NA,11,0,1,1,7,6,0,0,0,9,0,5,0.508429458740018
"227","trapnest_17",2023-06-16,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","no change","osmia",1,NA,10,0,0,0,7,6,1,1,0,9,0,5,0.508429458740018
"228","trapnest_17",2023-06-20,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","no change","osmia",3,NA,11,0,1,1,6,5,1,1,0,9,0,5,0.508429458740018
"229","trapnest_17",2023-06-23,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","no change","osmia",3,NA,9,1,2,3,6,5,2.5,2.5,0,9,0,6,0.508429458740018
"230","trapnest_17",2023-06-29,"17_15a","BP","F","Mid",15,"a",74.49,146.51,"17_15","no change","osmia",1,NA,9,0,0,0,5,4,4,4,0,9,0,4,0.508429458740018
"231","trapnest_17",2023-06-05,"17_16a","BP","F","Mid",16,"a",22.77,144.92,"17_16","3 cells","osmia",1,1,11.5,2,0,2,6.5,5.5,0,0,0,3,0,5,0.157121170300856
"232","trapnest_17",2023-06-09,"17_16a","BP","F","Mid",16,"a",22.77,144.92,"17_16","no change","osmia",0,NA,11,0,0,0,7,6,0,0,0,3,0,4,0.157121170300856
"233","trapnest_17",2023-06-10,"17_16a","BP","F","Mid",16,"a",22.77,144.92,"17_16","no change","osmia",0,NA,11,0,0,0,7,6,0,0,0,3,0,4,0.157121170300856
"234","trapnest_17",2023-06-12,"17_16a","BP","F","Mid",16,"a",22.77,144.92,"17_16","no change","osmia",1,NA,11,0,0,0,7,6,0,0,0,3,0,4,0.157121170300856
"235","trapnest_17",2023-06-14,"17_16a","BP","F","Mid",16,"a",22.77,144.92,"17_16","end cap","osmia",0,NA,11,0,1,1,7,6,0,0,0,3,0,5,0.157121170300856
"236","trapnest_17",2023-06-16,"17_16a","BP","F","Mid",16,"a",22.77,144.92,"17_16","no change","osmia",1,NA,10,0,0,0,7,6,1,1,0,3,0,5,0.157121170300856
"237","trapnest_17",2023-06-20,"17_16a","BP","F","Mid",16,"a",22.77,144.92,"17_16","no change","osmia",3,NA,11,0,1,1,6,5,1,1,0,3,0,5,0.157121170300856
"238","trapnest_17",2023-06-23,"17_16a","BP","F","Mid",16,"a",22.77,144.92,"17_16","no change","osmia",3,NA,9,1,2,3,6,5,2.5,2.5,0,3,0,6,0.157121170300856
"239","trapnest_17",2023-06-29,"17_16a","BP","F","Mid",16,"a",22.77,144.92,"17_16","no change","osmia",1,NA,9,0,0,0,5,4,4,4,0,3,0,4,0.157121170300856
"240","trapnest_17",2023-05-29,"17_17a","BP","F","Mid",17,"a",55.95,153.18,"17_17","4 cells","osmia",1,1,10.5,2,0,2,7.5,1.5,0,0,1,4,0.25,2,0.365256560908735
"241","trapnest_17",2023-05-31,"17_17a","BP","F","Mid",17,"a",55.95,153.18,"17_17","no change","osmia",2,NA,12,0,0,0,6,3,0,0,1,4,0.25,2,0.365256560908735
"242","trapnest_17",2023-06-02,"17_17a","BP","F","Mid",17,"a",55.95,153.18,"17_17","1 cell + end cap","osmia",2,NA,11,3,0,3,7,4,0,0,2,5,0.4,3,0.365256560908735
"243","trapnest_17",2023-06-05,"17_17b","BP","F","Mid",17,"b",24.4,139.02,"17_17","3 cells + end cap","osmia",1,1,11.5,2,0,2,6.5,5.5,0,0,2,3,0.666666666666667,5,0.175514314487124
"244","trapnest_17",2023-05-29,"17_18a","BP","F","Mid",18,"a",21.07,139.95,"17_18","inner wall","osmia",1,1,10.5,2,0,2,7.5,1.5,0,0,NA,NA,NA,2,0.150553769203287
"245","trapnest_17",2023-05-31,"17_18a","BP","F","Mid",18,"a",21.07,139.95,"17_18","no change","osmia",2,NA,12,0,0,0,6,3,0,0,NA,NA,NA,2,0.150553769203287
"246","trapnest_17",2023-06-02,"17_18a","BP","F","Mid",18,"a",21.07,139.95,"17_18","4 cells + end cap","osmia",2,NA,11,3,0,3,7,4,0,0,0,4,0,3,0.150553769203287
"247","trapnest_17",2023-06-05,"17_18a","BP","F","Mid",18,"a",21.07,139.95,"17_18","no change","osmia",1,NA,11.5,2,0,2,6.5,5.5,0,0,0,4,0,5,0.150553769203287
"248","trapnest_17",2023-06-09,"17_18a","BP","F","Mid",18,"a",21.07,139.95,"17_18","no change","osmia",0,NA,11,0,0,0,7,6,0,0,0,4,0,4,0.150553769203287
"249","trapnest_17",2023-06-10,"17_18a","BP","F","Mid",18,"a",21.07,139.95,"17_18","no change","osmia",0,NA,11,0,0,0,7,6,0,0,0,4,0,4,0.150553769203287
"250","trapnest_17",2023-06-12,"17_18a","BP","F","Mid",18,"a",21.07,139.95,"17_18","no change","osmia",1,NA,11,0,0,0,7,6,0,0,0,4,0,4,0.150553769203287
"251","trapnest_17",2023-06-14,"17_18a","BP","F","Mid",18,"a",21.07,139.95,"17_18","no change","osmia",0,NA,11,0,1,1,7,6,0,0,0,4,0,5,0.150553769203287
"252","trapnest_17",2023-06-16,"17_18a","BP","F","Mid",18,"a",21.07,139.95,"17_18","no change","osmia",1,NA,10,0,0,0,7,6,1,1,0,4,0,5,0.150553769203287
"253","trapnest_17",2023-06-20,"17_18a","BP","F","Mid",18,"a",21.07,139.95,"17_18","no change","osmia",3,NA,11,0,1,1,6,5,1,1,0,4,0,5,0.150553769203287
"254","trapnest_17",2023-06-23,"17_18a","BP","F","Mid",18,"a",21.07,139.95,"17_18","no change","osmia",3,NA,9,1,2,3,6,5,2.5,2.5,0,4,0,6,0.150553769203287
"255","trapnest_17",2023-06-02,"17_7a","BP","F","Mid",7,"a",2.9,145.32,"17_7","inner wall","osmia",2,1,11,3,0,3,7,4,0,0,NA,NA,NA,3,0.0199559592623176
"256","trapnest_17",2023-06-05,"17_7a","BP","F","Mid",7,"a",2.9,145.32,"17_7","no change","osmia",1,NA,11.5,2,0,2,6.5,5.5,0,0,NA,NA,NA,5,0.0199559592623176
"257","trapnest_17",2023-06-09,"17_7a","BP","F","Mid",7,"a",2.9,145.32,"17_7","no change","osmia",0,NA,11,0,0,0,7,6,0,0,NA,NA,NA,4,0.0199559592623176
"258","trapnest_17",2023-06-10,"17_7a","BP","F","Mid",7,"a",2.9,145.32,"17_7","no change","osmia",0,NA,11,0,0,0,7,6,0,0,NA,NA,NA,4,0.0199559592623176
"259","trapnest_17",2023-06-12,"17_7a","BP","F","Mid",7,"a",2.9,145.32,"17_7","no change","osmia",1,NA,11,0,0,0,7,6,0,0,NA,NA,NA,4,0.0199559592623176
"260","trapnest_17",2023-06-14,"17_7a","BP","F","Mid",7,"a",2.9,145.32,"17_7","end cap","osmia",0,NA,11,0,1,1,7,6,0,0,0,1,0,5,0.0199559592623176
"261","trapnest_17",2023-06-16,"17_7a","BP","F","Mid",7,"a",2.9,145.32,"17_7","no change","osmia",1,NA,10,0,0,0,7,6,1,1,0,1,0,5,0.0199559592623176
"262","trapnest_17",2023-06-20,"17_7a","BP","F","Mid",7,"a",2.9,145.32,"17_7","no change","osmia",3,NA,11,0,1,1,6,5,1,1,0,1,0,5,0.0199559592623176
"263","trapnest_17",2023-06-23,"17_7a","BP","F","Mid",7,"a",2.9,145.32,"17_7","no change","osmia",3,NA,9,1,2,3,6,5,2.5,2.5,0,1,0,6,0.0199559592623176
"264","trapnest_17",2023-06-02,"17_9a","BP","F","Mid",9,"a",78.68,149.03,"17_9","inner wall","osmia",2,1,11,3,0,3,7,4,0,0,NA,NA,NA,3,0.52794739314232
"265","trapnest_17",2023-06-05,"17_9a","BP","F","Mid",9,"a",78.68,149.03,"17_9","10 cells","osmia",1,NA,11.5,2,0,2,6.5,5.5,0,0,6,9,0.666666666666667,5,0.52794739314232
"266","trapnest_17",2023-06-09,"17_9a","BP","F","Mid",9,"a",78.68,149.03,"17_9","1 cell","osmia",0,NA,11,0,0,0,7,6,0,0,6,11,0.545454545454545,4,0.52794739314232
"267","trapnest_17",2023-06-10,"17_9a","BP","F","Mid",9,"a",78.68,149.03,"17_9","no change","osmia",0,NA,11,0,0,0,7,6,0,0,6,11,0.545454545454545,4,0.52794739314232
"268","trapnest_17",2023-06-12,"17_9a","BP","F","Mid",9,"a",78.68,149.03,"17_9","no change","osmia",1,NA,11,0,0,0,7,6,0,0,6,11,0.545454545454545,4,0.52794739314232
"269","trapnest_17",2023-06-14,"17_9a","BP","F","Mid",9,"a",78.68,149.03,"17_9","1 cell + end cap","osmia",0,NA,11,0,1,1,7,6,0,0,7,12,0.583333333333333,5,0.52794739314232
"270","trapnest_17",2023-06-16,"17_9a","BP","F","Mid",9,"a",78.68,149.03,"17_9","no change","osmia",1,NA,10,0,0,0,7,6,1,1,7,12,0.583333333333333,5,0.52794739314232
"271","trapnest_17",2023-06-20,"17_9a","BP","F","Mid",9,"a",78.68,149.03,"17_9","no change","osmia",3,NA,11,0,1,1,6,5,1,1,7,12,0.583333333333333,5,0.52794739314232
"272","trapnest_17",2023-06-23,"17_9a","BP","F","Mid",9,"a",78.68,149.03,"17_9","no change","osmia",3,NA,9,1,2,3,6,5,2.5,2.5,7,12,0.583333333333333,6,0.52794739314232
"273","trapnest_17",2023-06-29,"17_9a","BP","F","Mid",9,"a",78.68,149.03,"17_9","no change","osmia",1,NA,9,0,0,0,5,4,4,4,7,12,0.583333333333333,4,0.52794739314232
"274","trapnest_18",2023-06-05,"18_10b","BP","F","High",10,"b",17.79,144.44,"18_10","2 cell + end cap","osmia",1,1,5,1,0,1,13,5,0,0,0,2,0,6,0.123165328163944
"275","trapnest_18",2023-06-09,"18_10b","BP","F","High",10,"b",17.79,144.44,"18_10","no change","osmia",0,NA,5,0,0,0,13,6,0,0,0,2,0,6,0.123165328163944
