"Site","Subsite","Trapnest","Treatment","Nest_ID","Cell_ID","Cell_position","Cell_position_bi","Date","Cell_occupant","Species_or_subtype","Cell_parasitized","Nest_parasitized","Occupant","New_nests_os","Osmia_ps","Osmia_no_ps","Osmia_active_mothers","Day_of_year","Year"
"NN","I","trapnest_25","Low","25_3b","25_3b_2","last cell",1,2023-06-15,"parasite","sapyga",1,"parasitized","osmia",3,5,5,3,166,"year_2023"
"NN","I","trapnest_25","Low","25_4b","25_4b_1","not last cell",0,2023-06-15,"parasite","sapyga",1,"parasitized","osmia",3,5,5,3,166,"year_2023"
"NN","I","trapnest_25","Low","25_6a","25_6a_1","unknown",NA,2023-05-29,"osmia","pumila",0,"parasitized","osmia",3,3,3,3,149,"year_2023"
"NN","I","trapnest_25","Low","25_6a","25_6a_2","unknown",NA,2023-05-29,"osmia","pumila",0,"parasitized","osmia",3,3,3,3,149,"year_2023"
"NN","I","trapnest_25","Low","25_6a","25_6a_3","unknown",NA,2023-05-29,"osmia","pumila",0,"parasitized","osmia",3,3,3,3,149,"year_2023"
"NN","I","trapnest_25","Low","25_6a","25_6a_4","unknown",NA,2023-05-29,"parasite","sapyga",1,"parasitized","osmia",3,3,3,3,149,"year_2023"
"NN","I","trapnest_25","Low","25_6a","25_6a_5","unknown",NA,2023-05-29,"parasite","sapyga",1,"parasitized","osmia",3,3,3,3,149,"year_2023"
"NN","I","trapnest_25","Low","25_6a","25_6a_7","unknown",NA,2023-05-31,"osmia","pumila",0,"parasitized","osmia",1,4,4,4,151,"year_2023"
"NN","I","trapnest_25","Low","25_6a","25_6a_8","unknown",NA,2023-05-31,"osmia","pumila",0,"parasitized","osmia",1,4,4,4,151,"year_2023"
"NN","I","trapnest_25","Low","25_6a","25_6a_9","unknown",NA,2023-05-31,"osmia","pumila",0,"parasitized","osmia",1,4,4,4,151,"year_2023"
"NN","I","trapnest_25","Low","25_6a","25_6a_10","unknown",NA,2023-05-31,"parasite","sapyga",1,"parasitized","osmia",1,4,4,4,151,"year_2023"
"NN","I","trapnest_25","Low","25_6a","25_6a_11","unknown",NA,2023-05-31,"parasite","sapyga",1,"parasitized","osmia",1,4,4,4,151,"year_2023"
"NN","I","trapnest_25","Low","25_6a","25_6a_14","unknown",NA,2023-06-01,"osmia","pumila",0,"parasitized","osmia",1,5,5,5,152,"year_2023"
"NN","I","trapnest_25","Low","25_6a","25_6a_15","unknown",NA,2023-06-01,"osmia","pumila",0,"parasitized","osmia",1,5,5,5,152,"year_2023"
"NN","I","trapnest_25","Low","25_6a","25_6a_16","unknown",NA,2023-06-01,"osmia","pumila",0,"parasitized","osmia",1,5,5,5,152,"year_2023"
"NN","I","trapnest_25","Low","25_6b","25_6b_1","not last cell",0,2023-06-04,"osmia","pumila",0,"not parasitized","osmia",2,6,6,5,155,"year_2023"
"NN","I","trapnest_25","Low","25_6b","25_6b_2","not last cell",0,2023-06-08,"osmia","pumila",0,"not parasitized","osmia",1,3,3,3,159,"year_2023"
"NN","I","trapnest_25","Low","25_6b","25_6b_3","not last cell",0,2023-06-08,"osmia","pumila",0,"not parasitized","osmia",1,3,3,3,159,"year_2023"
"NN","I","trapnest_25","Low","25_6b","25_6b_4","not last cell",0,2023-06-08,"osmia","pumila",0,"not parasitized","osmia",1,3,3,3,159,"year_2023"
"NN","I","trapnest_25","Low","25_6b","25_6b_5","not last cell",0,2023-06-08,"osmia","pumila",0,"not parasitized","osmia",1,3,3,3,159,"year_2023"
"NN","I","trapnest_25","Low","25_6b","25_6b_7","not last cell",0,2023-06-11,"parasite","sapyga",1,"parasitized","osmia",0,3,3,2,162,"year_2023"
"NN","I","trapnest_25","Low","25_6b","25_6b_8","last cell",1,2023-06-11,"osmia","pumila",0,"parasitized","osmia",0,3,3,2,162,"year_2023"
"NN","J","trapnest_28","Low","28_17a","28_17a_1","not last cell",0,2023-05-29,"osmia","pumila",0,"parasitized","osmia",1,1,1,1,149,"year_2023"
"NN","J","trapnest_28","Low","28_17a","28_17a_2","not last cell",0,2023-05-29,"parasite","sapyga",1,"parasitized","osmia",1,1,1,1,149,"year_2023"
"NN","J","trapnest_28","Low","28_17a","28_17a_3","last cell",1,2023-05-29,"osmia","pumila",0,"parasitized","osmia",1,1,1,1,149,"year_2023"
"NN","J","trapnest_28","Low","28_3a","28_3a_1","not last cell",0,2023-06-22,"parasite","sapyga",1,"parasitized","osmia",1,1,1,1,173,"year_2023"
"NN","J","trapnest_28","Low","28_3a","28_3a_2","not last cell",0,2023-06-22,"parasite","sapyga",1,"parasitized","osmia",1,1,1,1,173,"year_2023"
"NN","J","trapnest_28","Low","28_3a","28_3a_3","not last cell",0,2023-06-30,"parasite","sapyga",1,"parasitized","osmia",0,1,1,1,181,"year_2023"
"NN","J","trapnest_28","Low","28_3a","28_3a_4","last cell",1,2023-06-30,"parasite","sapyga",1,"parasitized","osmia",0,1,1,1,181,"year_2023"
"NN","J","trapnest_29","Mid","29_1b","29_1b_3","not last cell",0,2023-06-01,"osmia",NA,0,"not parasitized","osmia",0,6,2,1,152,"year_2023"
"NN","J","trapnest_29","Mid","29_1b","29_1b_4","last cell",1,2023-06-01,"osmia",NA,0,"not parasitized","osmia",0,6,2,1,152,"year_2023"
"NN","J","trapnest_29","Mid","29_4a","29_4a_4","unknown 1",NA,2023-05-22,"parasite","small parasite",1,"parasitized","osmia",0,7,1,1,142,"year_2023"
"NN","J","trapnest_29","Mid","29_7a","29_7a_1","unknown",NA,2023-05-25,"osmia",NA,0,"not parasitized","osmia",1,7,2,2,145,"year_2023"
"NN","J","trapnest_29","Mid","29_7a","29_7a_2","unknown",NA,2023-05-26,"osmia",NA,0,"not parasitized","osmia",0,6,2,2,146,"year_2023"
"NN","J","trapnest_29","Mid","29_7a","29_7a_3","unknown",NA,2023-05-29,"osmia",NA,0,"not parasitized","osmia",0,6,2,2,149,"year_2023"
"NN","J","trapnest_29","Mid","29_7a","29_7a_4","unknown",NA,2023-05-29,"osmia",NA,0,"not parasitized","osmia",0,6,2,2,149,"year_2023"
"NN","J","trapnest_29","Mid","29_7a","29_7a_5","unknown",NA,2023-05-31,"osmia",NA,0,"not parasitized","osmia",1,7,3,3,151,"year_2023"
"NN","J","trapnest_29","Mid","29_7a","29_7a_6","unknown",NA,2023-05-31,"osmia",NA,0,"not parasitized","osmia",1,7,3,3,151,"year_2023"
"BP","A","trapnest_2","Mid","2_15b","2_15b_1","not last cell",0,2023-05-31,"osmia","tersula",0,"not parasitized","osmia",3,9,6,3,151,"year_2023"
"BP","A","trapnest_2","Mid","2_15b","2_15b_3","last cell",1,2023-05-31,"osmia","tersula",0,"not parasitized","osmia",3,9,6,3,151,"year_2023"
"BP","A","trapnest_2","Mid","2_16b","2_16b_1","not last cell",0,2023-05-29,"parasite","sapyga",1,"parasitized","osmia",2,8,3,2,149,"year_2023"
"BP","A","trapnest_2","Mid","2_16b","2_16b_2","not last cell",0,2023-05-29,"parasite","sapyga",1,"parasitized","osmia",2,8,3,2,149,"year_2023"
"BP","A","trapnest_2","Mid","2_16b","2_16b_3","not last cell",0,2023-05-29,"osmia","tersula",0,"parasitized","osmia",2,8,3,2,149,"year_2023"
"BP","A","trapnest_2","Mid","2_16b","2_16b_4","last cell",1,2023-05-29,"parasite","sapyga",1,"parasitized","osmia",2,8,3,2,149,"year_2023"
"BP","A","trapnest_2","Mid","2_18a","2_18a_7","not last cell",0,2023-05-22,"osmia",NA,0,"not parasitized","osmia",0,6,1,1,142,"year_2023"
"BP","A","trapnest_2","Mid","2_1a","2_1a_1","not last cell",0,2023-05-29,"parasite","sapyga",1,"parasitized","osmia",2,8,3,2,149,"year_2023"
"BP","A","trapnest_2","Mid","2_1a","2_1a_2","last cell",1,2023-05-29,"parasite","sapyga",1,"parasitized","osmia",2,8,3,2,149,"year_2023"
"BP","A","trapnest_2","Mid","2_7a","2_7a_1","last cell",1,2023-05-31,"osmia","pumila",0,"not parasitized","osmia",3,9,6,3,151,"year_2023"
"NN","K","trapnest_32","Mid","32_8b","32_8b_2","last cell",1,2023-06-01,"osmia","tersula",0,"not parasitized","osmia",1,8,5,2,152,"year_2023"
"NN","L","trapnest_35","Mid","35_8a","35_8a_1","last cell",1,2023-06-08,"parasite","sapyga",1,"parasitized","osmia",0,4,2,2,159,"year_2023"
"NN","L","trapnest_36","High","36_13b","36_13b_1","not last cell",0,2023-06-04,"osmia","tersula",0,"not parasitized","osmia",1,12,7,6,155,"year_2023"
"NN","L","trapnest_36","High","36_13b","36_13b_3","last cell",1,2023-06-04,"osmia","tersula",0,"not parasitized","osmia",1,12,7,6,155,"year_2023"
"NN","L","trapnest_36","High","36_15b","36_15b_1","not last cell",0,2023-06-08,"osmia",NA,0,"not parasitized","osmia",1,12,7,3,159,"year_2023"
"NN","L","trapnest_36","High","36_1a","36_1a_6","not last cell",0,2023-05-31,"osmia",NA,0,"not parasitized","osmia",4,15,6,6,151,"year_2023"
"NN","L","trapnest_36","High","36_3b","36_3b_1","unknown",NA,2023-06-04,"parasite","small parasite",1,"parasitized","osmia",1,12,7,6,155,"year_2023"
"NN","L","trapnest_36","High","36_4b","36_4b_2","not last cell",0,2023-06-01,"parasite","sapyga",1,"parasitized","osmia",0,13,6,6,152,"year_2023"
"NN","L","trapnest_36","High","36_4b","36_4b_3","not last cell",0,2023-06-01,"osmia",NA,0,"parasitized","osmia",0,13,6,6,152,"year_2023"
"NN","L","trapnest_36","High","36_4b","36_4b_4","not last cell",0,2023-06-01,"osmia",NA,0,"parasitized","osmia",0,13,6,6,152,"year_2023"
"NN","L","trapnest_36","High","36_4b","36_4b_6","last cell",1,2023-06-04,"osmia",NA,0,"parasitized","osmia",1,12,7,6,155,"year_2023"
"NN","L","trapnest_36","High","36_6a","36_6a_1","not last cell",0,2023-05-29,"osmia","tersula",0,"not parasitized","osmia",2,13,2,2,149,"year_2023"
"NN","L","trapnest_36","High","36_6a","36_6a_2","not last cell",0,2023-06-01,"parasite","sapyga",1,"parasitized","osmia",0,13,6,6,152,"year_2023"
"NN","L","trapnest_36","High","36_6a","36_6a_3","not last cell",0,2023-06-04,"osmia","tersula",0,"parasitized","osmia",1,12,7,6,155,"year_2023"
"NN","L","trapnest_36","High","36_6a","36_6a_4","last cell",1,2023-06-04,"parasite","sapyga",1,"parasitized","osmia",1,12,7,6,155,"year_2023"
"NN","L","trapnest_36","High","36_9a","36_9a_2","last cell",1,2023-05-31,"parasite","sapyga",1,"parasitized","osmia",4,15,6,6,151,"year_2023"
"BP","A","trapnest_3","High","3_11b","3_11b_1","not last cell",0,2023-06-02,"osmia","pumila",0,"parasitized","osmia",3,13,7,5,153,"year_2023"
"BP","A","trapnest_3","High","3_11b","3_11b_2","last cell",1,2023-06-02,"parasite","sapyga",1,"parasitized","osmia",3,13,7,5,153,"year_2023"
"BP","A","trapnest_3","High","3_14a","3_14a_1","not last cell",0,2023-05-26,"parasite","sapyga",1,"parasitized","osmia",1,12,2,2,146,"year_2023"
"BP","A","trapnest_3","High","3_14a","3_14a_2","last cell",1,2023-05-26,"osmia","pumila",0,"parasitized","osmia",1,12,2,2,146,"year_2023"
"BP","B","trapnest_5","Mid","5_18a","5_18a_1","not last cell",0,2023-06-02,"parasite","sapyga",1,"parasitized","osmia",1,7,2,2,153,"year_2023"
"BP","B","trapnest_5","Mid","5_18a","5_18a_2","not last cell",0,2023-06-02,"osmia","pumila",0,"parasitized","osmia",1,7,2,2,153,"year_2023"
"BP","B","trapnest_5","Mid","5_18a","5_18a_3","last cell",1,2023-06-02,"osmia","pumila",0,"parasitized","osmia",1,7,2,2,153,"year_2023"
"BP","B","trapnest_6","High","6_15a","6_15a_1","not last cell",0,2023-05-31,"osmia","pumila",0,"not parasitized","osmia",3,14,4,4,151,"year_2023"
"BP","B","trapnest_6","High","6_15a","6_15a_2","not last cell",0,2023-06-02,"osmia","pumila",0,"parasitized","osmia",0,10,4,3,153,"year_2023"
"BP","B","trapnest_6","High","6_15a","6_15a_3","not last cell",0,2023-06-02,"osmia","pumila",0,"parasitized","osmia",0,10,4,3,153,"year_2023"
"BP","B","trapnest_6","High","6_15a","6_15a_4","not last cell",0,2023-06-02,"parasite","sapyga",1,"parasitized","osmia",0,10,4,3,153,"year_2023"
"BP","B","trapnest_6","High","6_15a","6_15a_5","not last cell",0,2023-06-02,"osmia","pumila",0,"parasitized","osmia",0,10,4,3,153,"year_2023"
"BP","B","trapnest_6","High","6_15a","6_15a_6","not last cell",0,2023-06-02,"osmia","pumila",0,"parasitized","osmia",0,10,4,3,153,"year_2023"
"BP","B","trapnest_6","High","6_15a","6_15a_7","not last cell",0,2023-06-02,"parasite","sapyga",1,"parasitized","osmia",0,10,4,3,153,"year_2023"
"BP","B","trapnest_6","High","6_15a","6_15a_8","not last cell",0,2023-06-05,"parasite","sapyga",1,"parasitized","osmia",1,12,5,4,156,"year_2023"
"BP","B","trapnest_6","High","6_15a","6_15a_9","not last cell",0,2023-06-05,"osmia","pumila",0,"parasitized","osmia",1,12,5,4,156,"year_2023"
"BP","B","trapnest_6","High","6_15a","6_15a_10","not last cell",0,2023-06-05,"parasite","sapyga",1,"parasitized","osmia",1,12,5,4,156,"year_2023"
"BP","B","trapnest_6","High","6_15a","6_15a_11","not last cell",0,2023-06-05,"parasite","sapyga",1,"parasitized","osmia",1,12,5,4,156,"year_2023"
"BP","C","trapnest_7","Low","7_14a","7_14a_5","not last cell",0,2023-05-31,"osmia","pumila",0,"not parasitized","osmia",1,4,4,4,151,"year_2023"
"BP","C","trapnest_7","Low","7_14a","7_14a_8","not last cell",0,2023-05-31,"osmia","pumila",0,"not parasitized","osmia",1,4,4,4,151,"year_2023"
"BP","C","trapnest_7","Low","7_17a","7_17a_1","not last cell",0,2023-05-29,"parasite","sapyga",1,"parasitized","osmia",5,5,5,5,149,"year_2023"
"BP","C","trapnest_7","Low","7_17a","7_17a_2","not last cell",0,2023-05-29,"osmia","pumila",0,"parasitized","osmia",5,5,5,5,149,"year_2023"
"BP","C","trapnest_7","Low","7_17a","7_17a_3","not last cell",0,2023-05-29,"osmia","pumila",0,"parasitized","osmia",5,5,5,5,149,"year_2023"
"BP","C","trapnest_7","Low","7_17a","7_17a_4","not last cell",0,2023-05-29,"osmia","pumila",0,"parasitized","osmia",5,5,5,5,149,"year_2023"
"BP","C","trapnest_7","Low","7_17a","7_17a_5","last cell",1,2023-05-29,"osmia","pumila",0,"parasitized","osmia",5,5,5,5,149,"year_2023"
"BP","C","trapnest_7","Low","7_2a","7_2a_1","not last cell",0,2023-05-29,"osmia","pumila",0,"not parasitized","osmia",5,5,5,5,149,"year_2023"
"BP","C","trapnest_7","Low","7_2a","7_2a_2","not last cell",0,2023-05-29,"osmia","pumila",0,"not parasitized","osmia",5,5,5,5,149,"year_2023"
"BP","C","trapnest_7","Low","7_3b","7_3b_5","not last cell",0,2023-06-02,"osmia","pumila",0,"not parasitized","osmia",0,4,4,4,153,"year_2023"
"BP","C","trapnest_7","Low","7_3b","7_3b_6","not last cell",0,2023-06-02,"osmia","pumila",0,"not parasitized","osmia",0,4,4,4,153,"year_2023"
"BP","C","trapnest_7","Low","7_3b","7_3b_7","not last cell",0,2023-06-05,"osmia","pumila",0,"not parasitized","osmia",0,3,3,2,156,"year_2023"
"BP","C","trapnest_7","Low","7_3b","7_3b_8","not last cell",0,2023-06-05,"osmia","pumila",0,"not parasitized","osmia",0,3,3,2,156,"year_2023"
"BP","C","trapnest_7","Low","7_9a","7_9a_1","not last cell",0,2023-06-23,"osmia","pumila",0,"not parasitized","osmia",1,1,1,1,174,"year_2023"
"BP","C","trapnest_7","Low","7_9a","7_9a_2","not last cell",0,2023-06-23,"osmia","pumila",0,"not parasitized","osmia",1,1,1,1,174,"year_2023"
"BP","C","trapnest_8","Mid","8_12a","8_12a_1","not last cell",0,2023-05-26,"osmia",NA,0,"parasitized","osmia",1,8,3,3,146,"year_2023"
"BP","C","trapnest_8","Mid","8_12a","8_12a_3","not last cell",0,2023-05-26,"osmia",NA,0,"parasitized","osmia",1,8,3,3,146,"year_2023"
"BP","C","trapnest_8","Mid","8_12a","8_12a_6","not last cell",0,2023-05-26,"parasite","sapyga",1,"parasitized","osmia",1,8,3,3,146,"year_2023"
"BP","C","trapnest_8","Mid","8_12a","8_12a_8","not last cell",0,2023-05-29,"osmia",NA,0,"parasitized","osmia",1,9,4,3,149,"year_2023"
"BP","C","trapnest_8","Mid","8_12a","8_12a_10","not last cell",0,2023-05-31,"osmia",NA,0,"parasitized","osmia",0,7,4,2,151,"year_2023"
"BP","C","trapnest_8","Mid","8_12a","8_12a_11","last cell",1,2023-05-31,"osmia",NA,0,"parasitized","osmia",0,7,4,2,151,"year_2023"
"BP","C","trapnest_8","Mid","8_16a","8_16a_1","not last cell",0,2023-05-26,"osmia","tersula",0,"parasitized","osmia",1,8,3,3,146,"year_2023"
"BP","C","trapnest_8","Mid","8_16a","8_16a_2","not last cell",0,2023-05-26,"parasite","sapyga",1,"parasitized","osmia",1,8,3,3,146,"year_2023"
"BP","C","trapnest_8","Mid","8_16a","8_16a_4","not last cell",0,2023-05-26,"osmia","tersula",0,"parasitized","osmia",1,8,3,3,146,"year_2023"
"BP","C","trapnest_8","Mid","8_16a","8_16a_5","not last cell",0,2023-05-29,"osmia","tersula",0,"parasitized","osmia",1,9,4,3,149,"year_2023"
"BP","C","trapnest_8","Mid","8_16a","8_16a_6","not last cell",0,2023-05-29,"osmia","tersula",0,"parasitized","osmia",1,9,4,3,149,"year_2023"
"BP","C","trapnest_8","Mid","8_16a","8_16a_7","last cell",1,2023-05-29,"osmia","tersula",0,"parasitized","osmia",1,9,4,3,149,"year_2023"
"BP","C","trapnest_8","Mid","8_3a","8_3a_1","not last cell",0,2023-05-22,"parasite","sapyga",1,"parasitized","osmia",1,7,1,1,142,"year_2023"
"BP","C","trapnest_8","Mid","8_3a","8_3a_2","not last cell",0,2023-05-22,"parasite","sapyga",1,"parasitized","osmia",1,7,1,1,142,"year_2023"
"BP","C","trapnest_8","Mid","8_3a","8_3a_3","not last cell",0,2023-05-22,"parasite","sapyga",1,"parasitized","osmia",1,7,1,1,142,"year_2023"
"BP","C","trapnest_8","Mid","8_3a","8_3a_4","not last cell",0,2023-05-23,"parasite","sapyga",1,"parasitized","osmia",1,7,2,2,143,"year_2023"
"BP","C","trapnest_8","Mid","8_3a","8_3a_5","not last cell",0,2023-05-23,"osmia","tersula",0,"parasitized","osmia",1,7,2,2,143,"year_2023"
"BP","C","trapnest_9","High","9_8a","9_8a_1","not last cell",0,2023-05-22,"parasite","sapyga",1,"parasitized","osmia",1,12,1,1,142,"year_2023"
"BP","C","trapnest_9","High","9_8a","9_8a_2","not last cell",0,2023-05-22,"osmia","tersula",0,"parasitized","osmia",1,12,1,1,142,"year_2023"
"BP","C","trapnest_9","High","9_8a","9_8a_3","not last cell",0,2023-05-23,"osmia","tersula",0,"parasitized","osmia",0,11,1,1,143,"year_2023"
"BP","C","trapnest_9","High","9_8a","9_8a_4","not last cell",0,2023-05-23,"osmia","tersula",0,"parasitized","osmia",0,11,1,1,143,"year_2023"
"BP","C","trapnest_9","High","9_8a","9_8a_5","not last cell",0,2023-05-26,"osmia","tersula",0,"parasitized","osmia",0,11,1,1,146,"year_2023"
"BP","C","trapnest_9","High","9_8a","9_8a_6","not last cell",0,2023-05-26,"osmia","tersula",0,"parasitized","osmia",0,11,1,1,146,"year_2023"
"BP","C","trapnest_9","High","9_8a","9_8a_8","not last cell",0,2023-05-26,"osmia","tersula",0,"parasitized","osmia",0,11,1,1,146,"year_2023"
"BP","C","trapnest_9","High","9_8a","9_8a_9","last cell",1,2023-05-29,"parasite","sapyga",1,"parasitized","osmia",1,12,2,2,149,"year_2023"
