"","Date","Site","Subsite","Trapnest","Treatment","Cavity_size","Filled_length_mm","Straw_length_mm","Nest_ID","Cavity_ID","Status","Occupant","Good_days","Bee_choice","Available_prior","New_nests_os","New_nests_meg","New_nest_sum","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior"
"4682",2023-05-17,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4683",2023-05-17,"BP","A",3,"High","small",NA,NA,"3_11a","3_11","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4684",2023-05-17,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4685",2023-05-17,"BP","A",3,"High","small",NA,NA,"3_13a","3_13","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4686",2023-05-17,"BP","A",3,"High","small","8.71","142.78","3_14a","3_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4687",2023-05-17,"BP","A",3,"High","small",NA,NA,"3_16a","3_16","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4688",2023-05-17,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4689",2023-05-17,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4690",2023-05-17,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4691",2023-05-17,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4692",2023-05-17,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4693",2023-05-19,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4694",2023-05-19,"BP","A",3,"High","small",NA,NA,"3_3a","3_3","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4695",2023-05-19,"BP","A",3,"High","small",NA,NA,"3_4a","3_4","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4696",2023-05-19,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4697",2023-05-19,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4698",2023-05-19,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4699",2023-05-19,"BP","A",3,"High","small",NA,NA,"3_9a","3_9","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4700",2023-05-19,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4701",2023-05-19,"BP","A",3,"High","small",NA,NA,"3_11a","3_11","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4702",2023-05-19,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4703",2023-05-19,"BP","A",3,"High","small",NA,NA,"3_13a","3_13","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4704",2023-05-19,"BP","A",3,"High","small","8.71","142.78","3_14a","3_14","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4705",2023-05-19,"BP","A",3,"High","small",NA,NA,"3_16a","3_16","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4706",2023-05-19,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4707",2023-05-19,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4708",2023-05-19,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4709",2023-05-19,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4710",2023-05-19,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4711",2023-05-21,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4712",2023-05-21,"BP","A",3,"High","small",NA,NA,"3_3a","3_3","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4713",2023-05-21,"BP","A",3,"High","small",NA,NA,"3_4a","3_4","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4714",2023-05-21,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4715",2023-05-21,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4716",2023-05-21,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4717",2023-05-21,"BP","A",3,"High","small",NA,NA,"3_9a","3_9","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4718",2023-05-21,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4719",2023-05-21,"BP","A",3,"High","small",NA,NA,"3_11a","3_11","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4720",2023-05-21,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4721",2023-05-21,"BP","A",3,"High","small",NA,NA,"3_13a","3_13","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4722",2023-05-21,"BP","A",3,"High","small","8.71","142.78","3_14a","3_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4723",2023-05-21,"BP","A",3,"High","small",NA,NA,"3_16a","3_16","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4724",2023-05-21,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4725",2023-05-21,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4726",2023-05-21,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4727",2023-05-21,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4728",2023-05-21,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4729",2023-05-22,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4730",2023-05-22,"BP","A",3,"High","small",NA,NA,"3_3a","3_3","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4731",2023-05-22,"BP","A",3,"High","small",NA,NA,"3_4a","3_4","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4732",2023-05-22,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4733",2023-05-22,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4734",2023-05-22,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4735",2023-05-22,"BP","A",3,"High","small",NA,NA,"3_9a","3_9","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4736",2023-05-22,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4737",2023-05-22,"BP","A",3,"High","small",NA,NA,"3_11a","3_11","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4738",2023-05-22,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4739",2023-05-22,"BP","A",3,"High","small",NA,NA,"3_13a","3_13","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4740",2023-05-22,"BP","A",3,"High","small","8.71","142.78","3_14a","3_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4741",2023-05-22,"BP","A",3,"High","small",NA,NA,"3_16a","3_16","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4742",2023-05-22,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4743",2023-05-22,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4744",2023-05-22,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4745",2023-05-22,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4746",2023-05-22,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4747",2023-05-23,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","empty","none",1,0,7,1,NA,1,"11","0",NA,NA
"4748",2023-05-23,"BP","A",3,"High","small",NA,NA,"3_3a","3_3","pseudo","osmia",1,NA,7,1,NA,1,"11","0",NA,NA
"4749",2023-05-23,"BP","A",3,"High","small",NA,NA,"3_4a","3_4","pseudo","osmia",1,NA,7,1,NA,1,"11","0",NA,NA
"4750",2023-05-23,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",1,NA,7,1,NA,1,"11","0",NA,NA
"4751",2023-05-23,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","empty","none",1,0,7,1,NA,1,"11","0",NA,NA
"4752",2023-05-23,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",1,NA,7,1,NA,1,"11","0",NA,NA
"4753",2023-05-23,"BP","A",3,"High","small",NA,NA,"3_9a","3_9","pseudo","osmia",1,NA,7,1,NA,1,"11","0",NA,NA
"4754",2023-05-23,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",1,NA,7,1,NA,1,"11","0",NA,NA
"4755",2023-05-23,"BP","A",3,"High","small",NA,NA,"3_11a","3_11","pseudo","osmia",1,NA,7,1,NA,1,"11","0",NA,NA
"4756",2023-05-23,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",1,NA,7,1,NA,1,"11","0",NA,NA
"4757",2023-05-23,"BP","A",3,"High","small",NA,NA,"3_13a","3_13","pseudo","osmia",1,NA,7,1,NA,1,"11","0",NA,NA
"4758",2023-05-23,"BP","A",3,"High","small","8.71","142.78","3_14a","3_14","empty","none",1,0,7,1,NA,1,"11","0",NA,NA
"4759",2023-05-23,"BP","A",3,"High","small",NA,NA,"3_16a","3_16","pseudo","osmia",1,NA,7,1,NA,1,"11","0",NA,NA
"4760",2023-05-23,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",1,NA,7,1,NA,1,"11","0",NA,NA
"4761",2023-05-23,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",1,0,7,1,NA,1,"11","0",NA,NA
"4762",2023-05-23,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",1,0,7,1,NA,1,"11","0",NA,NA
"4763",2023-05-23,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",1,0,7,1,NA,1,"11","0",NA,NA
"4764",2023-05-26,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","empty","none",2,0,7,1,NA,1,"11","1",NA,NA
"4765",2023-05-26,"BP","A",3,"High","small",NA,NA,"3_3a","3_3","pseudo","osmia",2,NA,7,1,NA,1,"11","1",NA,NA
"4766",2023-05-26,"BP","A",3,"High","small",NA,NA,"3_4a","3_4","pseudo","osmia",2,NA,7,1,NA,1,"11","1",NA,NA
"4767",2023-05-26,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",2,NA,7,1,NA,1,"11","1",NA,NA
"4768",2023-05-26,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","empty","none",2,0,7,1,NA,1,"11","1",NA,NA
"4769",2023-05-26,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",2,NA,7,1,NA,1,"11","1",NA,NA
"4770",2023-05-26,"BP","A",3,"High","small",NA,NA,"3_9a","3_9","pseudo","osmia",2,NA,7,1,NA,1,"11","1",NA,NA
"4771",2023-05-26,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",2,NA,7,1,NA,1,"11","1",NA,NA
"4772",2023-05-26,"BP","A",3,"High","small",NA,NA,"3_11a","3_11","pseudo","osmia",2,NA,7,1,NA,1,"11","1",NA,NA
"4773",2023-05-26,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",2,NA,7,1,NA,1,"11","1",NA,NA
"4774",2023-05-26,"BP","A",3,"High","small",NA,NA,"3_13a","3_13","pseudo","osmia",2,NA,7,1,NA,1,"11","1",NA,NA
"4775",2023-05-26,"BP","A",3,"High","small","4.82","143.88","3_16b","3_16","empty","none",2,0,7,1,NA,1,"11","1",NA,NA
"4776",2023-05-26,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",2,NA,7,1,NA,1,"11","1",NA,NA
"4777",2023-05-26,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","3 cells","osmia",2,NA,7,1,NA,1,"11","1",NA,NA
"4778",2023-05-26,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",2,0,7,1,NA,1,"11","1",NA,NA
"4779",2023-05-26,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",2,0,7,1,NA,1,"11","1",NA,NA
"4780",2023-05-26,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",2,0,7,1,NA,1,"11","1",NA,NA
"4781",2023-05-28,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4782",2023-05-28,"BP","A",3,"High","small",NA,NA,"3_3a","3_3","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4783",2023-05-28,"BP","A",3,"High","small",NA,NA,"3_4a","3_4","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4784",2023-05-28,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4785",2023-05-28,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4786",2023-05-28,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4787",2023-05-28,"BP","A",3,"High","small",NA,NA,"3_9a","3_9","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4788",2023-05-28,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4789",2023-05-28,"BP","A",3,"High","small",NA,NA,"3_11a","3_11","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4790",2023-05-28,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4791",2023-05-28,"BP","A",3,"High","small","35","140","3_13b","3_13","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4792",2023-05-28,"BP","A",3,"High","small","8.71","142.78","3_14a","3_14","end cap","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4793",2023-05-28,"BP","A",3,"High","small","4.82","143.88","3_16b","3_16","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4794",2023-05-28,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4795",2023-05-28,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","no change","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4796",2023-05-28,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4797",2023-05-28,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4798",2023-05-28,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4799",2023-05-29,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","empty","none",1,0,7,1,NA,1,"11","2",NA,NA
"4800",2023-05-29,"BP","A",3,"High","small",NA,NA,"3_3a","3_3","pseudo","osmia",1,NA,7,1,NA,1,"11","2",NA,NA
"4801",2023-05-29,"BP","A",3,"High","small",NA,NA,"3_4a","3_4","pseudo","osmia",1,NA,7,1,NA,1,"11","2",NA,NA
"4802",2023-05-29,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",1,NA,7,1,NA,1,"11","2",NA,NA
"4803",2023-05-29,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","empty","none",1,0,7,1,NA,1,"11","2",NA,NA
"4804",2023-05-29,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",1,NA,7,1,NA,1,"11","2",NA,NA
"4805",2023-05-29,"BP","A",3,"High","small",NA,NA,"3_9a","3_9","pseudo","osmia",1,NA,7,1,NA,1,"11","2",NA,NA
"4806",2023-05-29,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",1,NA,7,1,NA,1,"11","2",NA,NA
"4807",2023-05-29,"BP","A",3,"High","small",NA,NA,"3_11a","3_11","pseudo","osmia",1,NA,7,1,NA,1,"11","2",NA,NA
"4808",2023-05-29,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",1,NA,7,1,NA,1,"11","2",NA,NA
"4809",2023-05-29,"BP","A",3,"High","small","8.71","142.78","3_14a","3_14","no change","osmia",1,NA,7,1,NA,1,"11","2",NA,NA
"4810",2023-05-29,"BP","A",3,"High","small","4.82","143.88","3_16b","3_16","empty","none",1,0,7,1,NA,1,"11","2",NA,NA
"4811",2023-05-29,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",1,NA,7,1,NA,1,"11","2",NA,NA
"4812",2023-05-29,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","4 cells + end cap","osmia",1,NA,7,1,NA,1,"11","2",NA,NA
"4813",2023-05-29,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",1,0,7,1,NA,1,"11","2",NA,NA
"4814",2023-05-29,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",1,0,7,1,NA,1,"11","2",NA,NA
"4815",2023-05-29,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",1,0,7,1,NA,1,"11","2",NA,NA
"4816",2023-05-31,"BP","A",3,"High","small",NA,NA,"3_3a","3_3","pseudo","osmia",2,NA,6,1,NA,1,"12","3",NA,NA
"4817",2023-05-31,"BP","A",3,"High","small",NA,NA,"3_4a","3_4","pseudo","osmia",2,NA,6,1,NA,1,"12","3",NA,NA
"4818",2023-05-31,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",2,NA,6,1,NA,1,"12","3",NA,NA
"4819",2023-05-31,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","empty","none",2,0,6,1,NA,1,"12","3",NA,NA
"4820",2023-05-31,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",2,NA,6,1,NA,1,"12","3",NA,NA
"4821",2023-05-31,"BP","A",3,"High","small",NA,NA,"3_9a","3_9","pseudo","osmia",2,NA,6,1,NA,1,"12","3",NA,NA
"4822",2023-05-31,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",2,NA,6,1,NA,1,"12","3",NA,NA
"4823",2023-05-31,"BP","A",3,"High","small",NA,NA,"3_11a","3_11","pseudo","osmia",2,NA,6,1,NA,1,"12","3",NA,NA
"4824",2023-05-31,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",2,NA,6,1,NA,1,"12","3",NA,NA
"4825",2023-05-31,"BP","A",3,"High","small","35","140","3_13b","3_13","no change","osmia",2,NA,6,1,NA,1,"12","3",NA,NA
"4826",2023-05-31,"BP","A",3,"High","small","8.71","142.78","3_14a","3_14","no change","osmia",2,NA,6,1,NA,1,"12","3",NA,NA
"4827",2023-05-31,"BP","A",3,"High","small","4.82","143.88","3_16b","3_16","empty","none",2,0,6,1,NA,1,"12","3",NA,NA
"4828",2023-05-31,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",2,NA,6,1,NA,1,"12","3",NA,NA
"4829",2023-05-31,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","no change","osmia",2,NA,6,1,NA,1,"12","3",NA,NA
"4830",2023-05-31,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",2,0,6,1,NA,1,"12","3",NA,NA
"4831",2023-05-31,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",2,0,6,1,NA,1,"12","3",NA,NA
"4832",2023-05-31,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",2,0,6,1,NA,1,"12","3",NA,NA
"4833",2023-06-02,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","3 cells + end cap","osmia",2,NA,7,3,NA,3,"11","5",NA,NA
"4834",2023-06-02,"BP","A",3,"High","small",NA,NA,"3_3b","3_3","empty","none",2,0,7,3,NA,3,"11","5",NA,NA
"4835",2023-06-02,"BP","A",3,"High","small",NA,NA,"3_4b","3_4","empty","none",2,0,7,3,NA,3,"11","5",NA,NA
"4836",2023-06-02,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",2,NA,7,3,NA,3,"11","5",NA,NA
"4837",2023-06-02,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",2,NA,7,3,NA,3,"11","5",NA,NA
"4838",2023-06-02,"BP","A",3,"High","small",NA,NA,"3_9a","3_9","pseudo","osmia",2,NA,7,3,NA,3,"11","5",NA,NA
"4839",2023-06-02,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",2,NA,7,3,NA,3,"11","5",NA,NA
"4840",2023-06-02,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",2,NA,7,3,NA,3,"11","5",NA,NA
"4841",2023-06-02,"BP","A",3,"High","small","35","140","3_13b","3_13","4 cells + end cap","osmia",2,NA,7,3,NA,3,"11","5",NA,NA
"4842",2023-06-02,"BP","A",3,"High","small","8.71","142.78","3_14a","3_14","no change","osmia",2,NA,7,3,NA,3,"11","5",NA,NA
"4843",2023-06-02,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",2,NA,7,3,NA,3,"11","5",NA,NA
"4844",2023-06-02,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","no change","osmia",2,NA,7,3,NA,3,"11","5",NA,NA
"4845",2023-06-02,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",2,0,7,3,NA,3,"11","5",NA,NA
"4846",2023-06-02,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",2,0,7,3,NA,3,"11","5",NA,NA
"4847",2023-06-02,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",2,0,7,3,NA,3,"11","5",NA,NA
"4848",2023-06-05,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4849",2023-06-05,"BP","A",3,"High","small",NA,NA,"3_3b","3_3","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4850",2023-06-05,"BP","A",3,"High","small",NA,NA,"3_4b","3_4","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4851",2023-06-05,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4852",2023-06-05,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4853",2023-06-05,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4854",2023-06-05,"BP","A",3,"High","small",NA,NA,"3_9a","3_9","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4855",2023-06-05,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4856",2023-06-05,"BP","A",3,"High","small","18.88","141.84","3_11b","3_11","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4857",2023-06-05,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4858",2023-06-05,"BP","A",3,"High","small","35","140","3_13b","3_13","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4859",2023-06-05,"BP","A",3,"High","small","8.71","142.78","3_14a","3_14","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4860",2023-06-05,"BP","A",3,"High","small","4.82","143.88","3_16b","3_16","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4861",2023-06-05,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4862",2023-06-05,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4863",2023-06-05,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4864",2023-06-05,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4865",2023-06-05,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4866",2023-06-08,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","no change","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
