"","Date","Site","Subsite","Trapnest","Treatment","Cavity_size","Filled_length_mm","Straw_length_mm","Nest_ID","Cavity_ID","Status","Occupant","Good_days","Bee_choice","Available_prior","New_nests_os","New_nests_meg","New_nest_sum","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior"
"19411",2023-07-28,"BP","P",47,"Mid","medium",NA,NA,"47_17a","47_17","pseudo","megachile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19412",2023-07-28,"BP","P",47,"Mid","large",NA,NA,"47_18a","47_18","pseudo","megachile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19413",2023-07-29,"BP","P",47,"Mid","large",NA,NA,"47_1a","47_1","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"19414",2023-07-29,"BP","P",47,"Mid","medium",NA,NA,"47_2a","47_2","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"19415",2023-07-29,"BP","P",47,"Mid","medium",NA,NA,"47_4a","47_4","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"19416",2023-07-29,"BP","P",47,"Mid","small",NA,NA,"47_5a","47_5","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"19417",2023-07-29,"BP","P",47,"Mid","large",NA,NA,"47_6a","47_6","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"19418",2023-07-29,"BP","P",47,"Mid","medium",NA,NA,"47_7a","47_7","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"19419",2023-07-29,"BP","P",47,"Mid","medium",NA,NA,"47_8a","47_8","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"19420",2023-07-29,"BP","P",47,"Mid","large",NA,NA,"47_9a","47_9","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"19421",2023-07-29,"BP","P",47,"Mid","large",NA,NA,"47_10a","47_10","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"19422",2023-07-29,"BP","P",47,"Mid","medium",NA,NA,"47_13a","47_13","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"19423",2023-07-29,"BP","P",47,"Mid","medium",NA,NA,"47_15a","47_15","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"19424",2023-07-29,"BP","P",47,"Mid","medium",NA,NA,"47_3a","47_3","pseudo","megachile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19425",2023-07-29,"BP","P",47,"Mid","medium",NA,NA,"47_11a","47_11","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"19426",2023-07-29,"BP","P",47,"Mid","medium",NA,NA,"47_12a","47_12","pseudo","megachile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19427",2023-07-29,"BP","P",47,"Mid","large",NA,NA,"47_14a","47_14","pseudo","megachile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19428",2023-07-29,"BP","P",47,"Mid","small",NA,NA,"47_16a","47_16","pseudo","megachile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19429",2023-07-29,"BP","P",47,"Mid","medium",NA,NA,"47_17a","47_17","pseudo","megachile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19430",2023-07-29,"BP","P",47,"Mid","large",NA,NA,"47_18a","47_18","pseudo","megachile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19431",2023-08-01,"BP","P",47,"Mid","large",NA,NA,"47_1a","47_1","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19432",2023-08-01,"BP","P",47,"Mid","medium",NA,NA,"47_2a","47_2","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19433",2023-08-01,"BP","P",47,"Mid","medium",NA,NA,"47_4a","47_4","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19434",2023-08-01,"BP","P",47,"Mid","small",NA,NA,"47_5a","47_5","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19435",2023-08-01,"BP","P",47,"Mid","large",NA,NA,"47_6a","47_6","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19436",2023-08-01,"BP","P",47,"Mid","medium",NA,NA,"47_7a","47_7","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19437",2023-08-01,"BP","P",47,"Mid","medium",NA,NA,"47_8a","47_8","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19438",2023-08-01,"BP","P",47,"Mid","large",NA,NA,"47_9a","47_9","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19439",2023-08-01,"BP","P",47,"Mid","large",NA,NA,"47_10a","47_10","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19440",2023-08-01,"BP","P",47,"Mid","medium",NA,NA,"47_13a","47_13","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19441",2023-08-01,"BP","P",47,"Mid","medium",NA,NA,"47_15a","47_15","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19442",2023-08-01,"BP","P",47,"Mid","medium",NA,NA,"47_3a","47_3","pseudo","megachile",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19443",2023-08-01,"BP","P",47,"Mid","medium",NA,NA,"47_12a","47_12","pseudo","megachile",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19444",2023-08-01,"BP","P",47,"Mid","large",NA,NA,"47_14a","47_14","pseudo","megachile",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19445",2023-08-01,"BP","P",47,"Mid","small",NA,NA,"47_16a","47_16","pseudo","megachile",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19446",2023-08-01,"BP","P",47,"Mid","medium",NA,NA,"47_17a","47_17","pseudo","megachile",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19447",2023-08-01,"BP","P",47,"Mid","large",NA,NA,"47_18a","47_18","pseudo","megachile",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19448",2023-08-04,"BP","P",47,"Mid","large",NA,NA,"47_1a","47_1","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19449",2023-08-04,"BP","P",47,"Mid","medium",NA,NA,"47_2a","47_2","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19450",2023-08-04,"BP","P",47,"Mid","medium",NA,NA,"47_4a","47_4","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19451",2023-08-04,"BP","P",47,"Mid","small",NA,NA,"47_5a","47_5","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19452",2023-08-04,"BP","P",47,"Mid","large",NA,NA,"47_6a","47_6","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19453",2023-08-04,"BP","P",47,"Mid","medium",NA,NA,"47_7a","47_7","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19454",2023-08-04,"BP","P",47,"Mid","medium",NA,NA,"47_8a","47_8","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19455",2023-08-04,"BP","P",47,"Mid","large",NA,NA,"47_9a","47_9","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19456",2023-08-04,"BP","P",47,"Mid","large",NA,NA,"47_10a","47_10","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19457",2023-08-04,"BP","P",47,"Mid","medium",NA,NA,"47_13a","47_13","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19458",2023-08-04,"BP","P",47,"Mid","medium",NA,NA,"47_15a","47_15","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19459",2023-08-04,"BP","P",47,"Mid","medium",NA,NA,"47_3a","47_3","pseudo","megachile",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19460",2023-08-04,"BP","P",47,"Mid","medium",NA,NA,"47_11b","47_11","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19461",2023-08-04,"BP","P",47,"Mid","medium",NA,NA,"47_12a","47_12","pseudo","megachile",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19462",2023-08-04,"BP","P",47,"Mid","large",NA,NA,"47_14a","47_14","pseudo","megachile",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19463",2023-08-04,"BP","P",47,"Mid","small",NA,NA,"47_16a","47_16","pseudo","megachile",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19464",2023-08-04,"BP","P",47,"Mid","medium",NA,NA,"47_17a","47_17","pseudo","megachile",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19465",2023-08-04,"BP","P",47,"Mid","large",NA,NA,"47_18a","47_18","pseudo","megachile",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19466",2023-08-09,"BP","P",47,"Mid","large",NA,NA,"47_1a","47_1","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"19467",2023-08-09,"BP","P",47,"Mid","medium",NA,NA,"47_2a","47_2","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"19468",2023-08-09,"BP","P",47,"Mid","medium",NA,NA,"47_4a","47_4","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"19469",2023-08-09,"BP","P",47,"Mid","small",NA,NA,"47_5a","47_5","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"19470",2023-08-09,"BP","P",47,"Mid","large",NA,NA,"47_6a","47_6","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"19471",2023-08-09,"BP","P",47,"Mid","medium",NA,NA,"47_7a","47_7","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"19472",2023-08-09,"BP","P",47,"Mid","medium",NA,NA,"47_8a","47_8","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"19473",2023-08-09,"BP","P",47,"Mid","large",NA,NA,"47_9a","47_9","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"19474",2023-08-09,"BP","P",47,"Mid","large",NA,NA,"47_10a","47_10","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"19475",2023-08-09,"BP","P",47,"Mid","medium",NA,NA,"47_13a","47_13","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"19476",2023-08-09,"BP","P",47,"Mid","medium",NA,NA,"47_15a","47_15","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"19477",2023-08-09,"BP","P",47,"Mid","medium",NA,NA,"47_3a","47_3","pseudo","megachile",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19478",2023-08-09,"BP","P",47,"Mid","medium",NA,NA,"47_11b","47_11","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"19479",2023-08-09,"BP","P",47,"Mid","medium",NA,NA,"47_12a","47_12","pseudo","megachile",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19480",2023-08-09,"BP","P",47,"Mid","large",NA,NA,"47_14a","47_14","pseudo","megachile",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19481",2023-08-09,"BP","P",47,"Mid","small",NA,NA,"47_16a","47_16","pseudo","megachile",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19482",2023-08-09,"BP","P",47,"Mid","medium",NA,NA,"47_17a","47_17","pseudo","megachile",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19483",2023-08-09,"BP","P",47,"Mid","large",NA,NA,"47_18a","47_18","pseudo","megachile",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19484",2023-07-03,"BP","P",48,"High","small",NA,NA,"48_13a","48_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19485",2023-07-03,"BP","P",48,"High","medium",NA,NA,"48_14a","48_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19486",2023-07-03,"BP","P",48,"High","large",NA,NA,"48_15a","48_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19487",2023-07-03,"BP","P",48,"High","medium",NA,NA,"48_16a","48_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19488",2023-07-03,"BP","P",48,"High","medium",NA,NA,"48_17a","48_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19489",2023-07-03,"BP","P",48,"High","large",NA,NA,"48_18a","48_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19490",2023-07-03,"BP","P",48,"High","large",NA,NA,"48_1a","48_1","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19491",2023-07-03,"BP","P",48,"High","medium",NA,NA,"48_2a","48_2","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19492",2023-07-03,"BP","P",48,"High","large",NA,NA,"48_3a","48_3","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19493",2023-07-03,"BP","P",48,"High","medium",NA,NA,"48_4a","48_4","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19494",2023-07-03,"BP","P",48,"High","medium",NA,NA,"48_5a","48_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19495",2023-07-03,"BP","P",48,"High","medium",NA,NA,"48_6a","48_6","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19496",2023-07-03,"BP","P",48,"High","medium",NA,NA,"48_7a","48_7","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19497",2023-07-03,"BP","P",48,"High","small",NA,NA,"48_8a","48_8","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19498",2023-07-03,"BP","P",48,"High","large",NA,NA,"48_9a","48_9","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19499",2023-07-03,"BP","P",48,"High","large",NA,NA,"48_10a","48_10","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19500",2023-07-03,"BP","P",48,"High","medium",NA,NA,"48_11a","48_11","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19501",2023-07-03,"BP","P",48,"High","medium",NA,NA,"48_12a","48_12","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19502",2023-07-04,"BP","P",48,"High","small",NA,NA,"48_13a","48_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19503",2023-07-04,"BP","P",48,"High","medium",NA,NA,"48_14a","48_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19504",2023-07-04,"BP","P",48,"High","large",NA,NA,"48_15a","48_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19505",2023-07-04,"BP","P",48,"High","medium",NA,NA,"48_16a","48_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19506",2023-07-04,"BP","P",48,"High","medium",NA,NA,"48_17a","48_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19507",2023-07-04,"BP","P",48,"High","large",NA,NA,"48_18a","48_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19508",2023-07-04,"BP","P",48,"High","large",NA,NA,"48_1a","48_1","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19509",2023-07-04,"BP","P",48,"High","medium",NA,NA,"48_2a","48_2","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19510",2023-07-04,"BP","P",48,"High","large",NA,NA,"48_3a","48_3","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19511",2023-07-04,"BP","P",48,"High","medium",NA,NA,"48_4a","48_4","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19512",2023-07-04,"BP","P",48,"High","medium",NA,NA,"48_6a","48_6","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19513",2023-07-04,"BP","P",48,"High","medium",NA,NA,"48_7a","48_7","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19514",2023-07-04,"BP","P",48,"High","small",NA,NA,"48_8a","48_8","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19515",2023-07-04,"BP","P",48,"High","large",NA,NA,"48_9a","48_9","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19516",2023-07-04,"BP","P",48,"High","large",NA,NA,"48_10a","48_10","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19517",2023-07-04,"BP","P",48,"High","medium",NA,NA,"48_11a","48_11","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19518",2023-07-04,"BP","P",48,"High","medium",NA,NA,"48_12a","48_12","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19519",2023-07-07,"BP","P",48,"High","small",NA,NA,"48_13a","48_13","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"19520",2023-07-07,"BP","P",48,"High","medium",NA,NA,"48_14a","48_14","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"19521",2023-07-07,"BP","P",48,"High","large",NA,NA,"48_15a","48_15","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"19522",2023-07-07,"BP","P",48,"High","medium",NA,NA,"48_16a","48_16","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"19523",2023-07-07,"BP","P",48,"High","medium",NA,NA,"48_17a","48_17","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"19524",2023-07-07,"BP","P",48,"High","large",NA,NA,"48_18a","48_18","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"19525",2023-07-07,"BP","P",48,"High","large",NA,NA,"48_1a","48_1","pseudo","megachile",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19526",2023-07-07,"BP","P",48,"High","medium",NA,NA,"48_2a","48_2","pseudo","megachile",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19527",2023-07-07,"BP","P",48,"High","large",NA,NA,"48_3a","48_3","pseudo","megachile",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19528",2023-07-07,"BP","P",48,"High","medium",NA,NA,"48_4a","48_4","pseudo","megachile",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19529",2023-07-07,"BP","P",48,"High","medium",NA,NA,"48_6a","48_6","pseudo","megachile",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19530",2023-07-07,"BP","P",48,"High","medium",NA,NA,"48_7a","48_7","pseudo","megachile",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19531",2023-07-07,"BP","P",48,"High","small",NA,NA,"48_8a","48_8","pseudo","megachile",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19532",2023-07-07,"BP","P",48,"High","large",NA,NA,"48_9a","48_9","pseudo","megachile",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19533",2023-07-07,"BP","P",48,"High","large",NA,NA,"48_10a","48_10","pseudo","megachile",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19534",2023-07-07,"BP","P",48,"High","medium",NA,NA,"48_11a","48_11","pseudo","megachile",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19535",2023-07-10,"BP","P",48,"High","small",NA,NA,"48_13a","48_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19536",2023-07-10,"BP","P",48,"High","medium",NA,NA,"48_14a","48_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19537",2023-07-10,"BP","P",48,"High","large",NA,NA,"48_15a","48_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19538",2023-07-10,"BP","P",48,"High","medium",NA,NA,"48_16a","48_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19539",2023-07-10,"BP","P",48,"High","medium",NA,NA,"48_17a","48_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19540",2023-07-10,"BP","P",48,"High","large",NA,NA,"48_18a","48_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19541",2023-07-10,"BP","P",48,"High","large",NA,NA,"48_1a","48_1","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19542",2023-07-10,"BP","P",48,"High","medium",NA,NA,"48_2a","48_2","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19543",2023-07-10,"BP","P",48,"High","large",NA,NA,"48_3a","48_3","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19544",2023-07-10,"BP","P",48,"High","medium",NA,NA,"48_4a","48_4","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19545",2023-07-10,"BP","P",48,"High","medium",NA,NA,"48_6a","48_6","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19546",2023-07-10,"BP","P",48,"High","medium",NA,NA,"48_7a","48_7","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19547",2023-07-10,"BP","P",48,"High","small",NA,NA,"48_8a","48_8","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19548",2023-07-10,"BP","P",48,"High","large",NA,NA,"48_9a","48_9","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19549",2023-07-10,"BP","P",48,"High","large",NA,NA,"48_10a","48_10","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19550",2023-07-10,"BP","P",48,"High","medium",NA,NA,"48_11a","48_11","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19551",2023-07-10,"BP","P",48,"High","medium",NA,NA,"48_12C","48_12","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19552",2023-07-12,"BP","P",48,"High","small",NA,NA,"48_13a","48_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19553",2023-07-12,"BP","P",48,"High","medium",NA,NA,"48_14a","48_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19554",2023-07-12,"BP","P",48,"High","large",NA,NA,"48_15a","48_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19555",2023-07-12,"BP","P",48,"High","medium",NA,NA,"48_16a","48_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19556",2023-07-12,"BP","P",48,"High","medium",NA,NA,"48_17a","48_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19557",2023-07-12,"BP","P",48,"High","large",NA,NA,"48_18a","48_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19558",2023-07-12,"BP","P",48,"High","large",NA,NA,"48_1a","48_1","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19559",2023-07-12,"BP","P",48,"High","medium",NA,NA,"48_2a","48_2","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19560",2023-07-12,"BP","P",48,"High","large",NA,NA,"48_3a","48_3","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19561",2023-07-12,"BP","P",48,"High","medium",NA,NA,"48_4a","48_4","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19562",2023-07-12,"BP","P",48,"High","medium",NA,NA,"48_5b","48_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19563",2023-07-12,"BP","P",48,"High","medium",NA,NA,"48_6a","48_6","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19564",2023-07-12,"BP","P",48,"High","medium",NA,NA,"48_7a","48_7","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19565",2023-07-12,"BP","P",48,"High","small",NA,NA,"48_8a","48_8","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19566",2023-07-12,"BP","P",48,"High","large",NA,NA,"48_9a","48_9","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19567",2023-07-12,"BP","P",48,"High","large",NA,NA,"48_10a","48_10","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19568",2023-07-12,"BP","P",48,"High","medium",NA,NA,"48_11a","48_11","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19569",2023-07-12,"BP","P",48,"High","medium",NA,NA,"48_12C","48_12","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19570",2023-07-14,"BP","P",48,"High","small",NA,NA,"48_13a","48_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19571",2023-07-14,"BP","P",48,"High","medium",NA,NA,"48_14a","48_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19572",2023-07-14,"BP","P",48,"High","large",NA,NA,"48_15a","48_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19573",2023-07-14,"BP","P",48,"High","medium",NA,NA,"48_16a","48_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19574",2023-07-14,"BP","P",48,"High","medium",NA,NA,"48_17a","48_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19575",2023-07-14,"BP","P",48,"High","large",NA,NA,"48_18a","48_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19576",2023-07-14,"BP","P",48,"High","large",NA,NA,"48_1a","48_1","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19577",2023-07-14,"BP","P",48,"High","medium",NA,NA,"48_2a","48_2","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19578",2023-07-14,"BP","P",48,"High","large",NA,NA,"48_3a","48_3","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19579",2023-07-14,"BP","P",48,"High","medium",NA,NA,"48_4a","48_4","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19580",2023-07-14,"BP","P",48,"High","medium",NA,NA,"48_5b","48_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"19581",2023-07-14,"BP","P",48,"High","medium",NA,NA,"48_6a","48_6","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19582",2023-07-14,"BP","P",48,"High","medium",NA,NA,"48_7a","48_7","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19583",2023-07-14,"BP","P",48,"High","small",NA,NA,"48_8a","48_8","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19584",2023-07-14,"BP","P",48,"High","large",NA,NA,"48_9a","48_9","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19585",2023-07-14,"BP","P",48,"High","large",NA,NA,"48_10a","48_10","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19586",2023-07-14,"BP","P",48,"High","medium",NA,NA,"48_11a","48_11","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19587",2023-07-14,"BP","P",48,"High","medium",NA,NA,"48_12C","48_12","pseudo","megachile",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19588",2023-07-17,"BP","P",48,"High","small",NA,NA,"48_13a","48_13","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19589",2023-07-17,"BP","P",48,"High","medium",NA,NA,"48_14a","48_14","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"19590",2023-07-17,"BP","P",48,"High","large",NA,NA,"48_15a","48_15","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
