"","Trapnest","Date","Day_of_year","Site","Subsite","Treatment","Filled_length_mm","Straw_length_mm","Nest_ID","Status","Sealed","Nest_parasitized","Occupant","Good_days","Bee_choice","Available_cavities_prior","New_nests_os","New_nests_meg","New_nests_sum","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior","Osmia_ps_no_iw","Osmia_no_ps_no_iw","Meg_ps_no_iw","Meg_no_ps_no_iw","DP_os_post","NDP_os_post","NDP_ps_os_post","DP_os_prior","NDP_os_prior","NDP_ps_os_prior"
"906","trapnest_11",2023-05-26,146,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"907","trapnest_11",2023-05-28,148,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"908","trapnest_11",2023-05-29,149,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"909","trapnest_11",2023-05-31,151,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"910","trapnest_11",2023-06-02,153,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"911","trapnest_11",2023-06-05,156,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"912","trapnest_11",2023-06-08,159,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"913","trapnest_11",2023-06-10,161,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",0,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"914","trapnest_11",2023-06-12,163,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"915","trapnest_11",2023-06-14,165,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",0,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"916","trapnest_11",2023-06-16,167,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"917","trapnest_11",2023-06-20,171,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"918","trapnest_11",2023-06-23,174,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"919","trapnest_11",2023-06-29,180,"BP","D","Mid",NA,NA,"11_13a","pseudo",NA,NA,"osmia",1,NA,10,1,0,1,6,0,0,0,NA,0,0,0,0,1,7,0,0,6
"920","trapnest_11",2023-05-11,131,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",3,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"921","trapnest_11",2023-05-12,132,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"922","trapnest_11",2023-05-15,135,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",3,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"923","trapnest_11",2023-05-16,136,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"924","trapnest_11",2023-05-17,137,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"925","trapnest_11",2023-05-19,139,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"926","trapnest_11",2023-05-21,141,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"927","trapnest_11",2023-05-22,142,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"928","trapnest_11",2023-05-23,143,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"929","trapnest_11",2023-05-26,146,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"930","trapnest_11",2023-05-28,148,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"931","trapnest_11",2023-05-29,149,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"932","trapnest_11",2023-05-31,151,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"933","trapnest_11",2023-06-02,153,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"934","trapnest_11",2023-06-05,156,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"935","trapnest_11",2023-06-08,159,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"936","trapnest_11",2023-06-10,161,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",0,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"937","trapnest_11",2023-06-12,163,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"938","trapnest_11",2023-06-14,165,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",0,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"939","trapnest_11",2023-06-16,167,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"940","trapnest_11",2023-06-20,171,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",3,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"941","trapnest_11",2023-06-23,174,"BP","D","Mid",NA,NA,"11_14a","empty",NA,NA,"none",3,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"942","trapnest_11",2023-06-29,180,"BP","D","Mid",NA,NA,"11_14a","inner wall","not sealed",NA,"osmia",1,1,10,1,0,1,6,0,0,0,NA,0,0,0,0,1,7,0,0,6
"943","trapnest_11",2023-05-11,131,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",3,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"944","trapnest_11",2023-05-12,132,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"945","trapnest_11",2023-05-15,135,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",3,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"946","trapnest_11",2023-05-16,136,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"947","trapnest_11",2023-05-17,137,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"948","trapnest_11",2023-05-19,139,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"949","trapnest_11",2023-05-21,141,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"950","trapnest_11",2023-05-22,142,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"951","trapnest_11",2023-05-23,143,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"952","trapnest_11",2023-05-26,146,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"953","trapnest_11",2023-05-28,148,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"954","trapnest_11",2023-05-29,149,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"955","trapnest_11",2023-05-31,151,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"956","trapnest_11",2023-06-02,153,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"957","trapnest_11",2023-06-05,156,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"958","trapnest_11",2023-06-08,159,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"959","trapnest_11",2023-06-10,161,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",0,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"960","trapnest_11",2023-06-12,163,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"961","trapnest_11",2023-06-14,165,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",0,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"962","trapnest_11",2023-06-16,167,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"963","trapnest_11",2023-06-20,171,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",3,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"964","trapnest_11",2023-06-23,174,"BP","D","Mid",NA,NA,"11_15a","empty",NA,NA,"none",3,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"965","trapnest_11",2023-05-11,131,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"966","trapnest_11",2023-05-12,132,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"967","trapnest_11",2023-05-15,135,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"968","trapnest_11",2023-05-16,136,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"969","trapnest_11",2023-05-17,137,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"970","trapnest_11",2023-05-19,139,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"971","trapnest_11",2023-05-21,141,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"972","trapnest_11",2023-05-22,142,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"973","trapnest_11",2023-05-23,143,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"974","trapnest_11",2023-05-26,146,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"975","trapnest_11",2023-05-28,148,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"976","trapnest_11",2023-05-29,149,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"977","trapnest_11",2023-05-31,151,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"978","trapnest_11",2023-06-02,153,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"979","trapnest_11",2023-06-05,156,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"980","trapnest_11",2023-06-08,159,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"981","trapnest_11",2023-06-10,161,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",0,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"982","trapnest_11",2023-06-12,163,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"983","trapnest_11",2023-06-14,165,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",0,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"984","trapnest_11",2023-06-16,167,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"985","trapnest_11",2023-06-20,171,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"986","trapnest_11",2023-06-23,174,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"987","trapnest_11",2023-06-29,180,"BP","D","Mid",NA,NA,"11_16a","pseudo",NA,NA,"osmia",1,NA,10,1,0,1,6,0,0,0,NA,0,0,0,0,1,7,0,0,6
"988","trapnest_11",2023-05-11,131,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"989","trapnest_11",2023-05-12,132,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"990","trapnest_11",2023-05-15,135,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"991","trapnest_11",2023-05-16,136,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"992","trapnest_11",2023-05-17,137,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"993","trapnest_11",2023-05-19,139,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"994","trapnest_11",2023-05-21,141,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"995","trapnest_11",2023-05-22,142,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"996","trapnest_11",2023-05-23,143,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"997","trapnest_11",2023-05-26,146,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"998","trapnest_11",2023-05-28,148,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"999","trapnest_11",2023-05-29,149,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1000","trapnest_11",2023-05-31,151,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1001","trapnest_11",2023-06-02,153,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1002","trapnest_11",2023-06-05,156,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1003","trapnest_11",2023-06-08,159,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1004","trapnest_11",2023-06-10,161,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",0,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1005","trapnest_11",2023-06-12,163,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1006","trapnest_11",2023-06-14,165,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",0,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1007","trapnest_11",2023-06-16,167,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1008","trapnest_11",2023-06-20,171,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1009","trapnest_11",2023-06-23,174,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1010","trapnest_11",2023-06-29,180,"BP","D","Mid",NA,NA,"11_17a","pseudo",NA,NA,"osmia",1,NA,10,1,0,1,6,0,0,0,NA,0,0,0,0,1,7,0,0,6
"1011","trapnest_11",2023-05-11,131,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1012","trapnest_11",2023-05-12,132,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1013","trapnest_11",2023-05-15,135,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1014","trapnest_11",2023-05-16,136,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1015","trapnest_11",2023-05-17,137,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1016","trapnest_11",2023-05-19,139,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1017","trapnest_11",2023-05-21,141,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1018","trapnest_11",2023-05-22,142,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1019","trapnest_11",2023-05-23,143,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1020","trapnest_11",2023-05-26,146,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1021","trapnest_11",2023-05-28,148,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1022","trapnest_11",2023-05-29,149,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1023","trapnest_11",2023-05-31,151,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1024","trapnest_11",2023-06-02,153,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1025","trapnest_11",2023-06-05,156,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1026","trapnest_11",2023-06-08,159,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",2,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1027","trapnest_11",2023-06-10,161,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",0,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1028","trapnest_11",2023-06-12,163,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1029","trapnest_11",2023-06-14,165,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",0,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1030","trapnest_11",2023-06-16,167,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",1,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1031","trapnest_11",2023-06-20,171,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1032","trapnest_11",2023-06-23,174,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",3,NA,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1033","trapnest_11",2023-06-29,180,"BP","D","Mid",NA,NA,"11_18a","pseudo",NA,NA,"osmia",1,NA,10,1,0,1,6,0,0,0,NA,0,0,0,0,1,7,0,0,6
"1034","trapnest_11",2023-05-11,131,"BP","D","Mid",NA,NA,"11_1a","empty",NA,NA,"none",3,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1035","trapnest_11",2023-05-12,132,"BP","D","Mid",NA,NA,"11_1a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1036","trapnest_11",2023-05-15,135,"BP","D","Mid",NA,NA,"11_1a","empty",NA,NA,"none",3,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1037","trapnest_11",2023-05-16,136,"BP","D","Mid",NA,NA,"11_1a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1038","trapnest_11",2023-05-17,137,"BP","D","Mid",NA,NA,"11_1a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1039","trapnest_11",2023-05-19,139,"BP","D","Mid",NA,NA,"11_1a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1040","trapnest_11",2023-05-21,141,"BP","D","Mid",NA,NA,"11_1a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1041","trapnest_11",2023-05-22,142,"BP","D","Mid",NA,NA,"11_1a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1042","trapnest_11",2023-05-23,143,"BP","D","Mid",NA,NA,"11_1a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1043","trapnest_11",2023-05-26,146,"BP","D","Mid",NA,NA,"11_1a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1044","trapnest_11",2023-05-28,148,"BP","D","Mid",NA,NA,"11_1a","empty",NA,NA,"none",2,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
"1045","trapnest_11",2023-05-29,149,"BP","D","Mid",NA,NA,"11_1a","empty",NA,NA,"none",1,0,12,0,0,0,6,0,0,0,NA,0,0,0,0,0,6,0,0,6
