"","Trapnest","Date","Day_of_year","Site","Subsite","Treatment","Good_days","Available_cavities_prior","New_nests_meg","New_nests_sum","Meg_ps_prior","Meg_no_ps_prior","Meg_ps_no_iw","Meg_no_ps_no_iw"
"413","trapnest_58",2023-07-04,185,"CP","T","Low",1,18,0,0,0,0,0,0
"414","trapnest_58",2023-07-05,186,"CP","T","Low",1,17,0,0,0,0,0,0
"415","trapnest_58",2023-07-07,188,"CP","T","Low",2,17,0,0,0,0,0,0
"416","trapnest_58",2023-07-10,191,"CP","T","Low",1,18,0,0,0,0,0,0
"417","trapnest_58",2023-07-12,193,"CP","T","Low",1,18,0,0,0,0,0,0
"418","trapnest_58",2023-07-14,195,"CP","T","Low",1,18,0,0,0,0,0,0
"419","trapnest_58",2023-07-17,198,"CP","T","Low",2,18,0,0,0,0,0,0
"420","trapnest_58",2023-07-20,201,"CP","T","Low",2,18,0,0,0,0,0,0
"421","trapnest_58",2023-07-24,205,"CP","T","Low",2,18,0,0,0,0,0,0
"422","trapnest_58",2023-07-26,207,"CP","T","Low",1,18,0,0,0,0,0,0
"423","trapnest_58",2023-07-28,209,"CP","T","Low",0,18,0,0,0,0,0,0
"424","trapnest_58",2023-07-29,210,"CP","T","Low",0,18,0,0,0,0,0,0
"425","trapnest_58",2023-08-01,213,"CP","T","Low",2,18,0,0,0,0,0,0
"426","trapnest_58",2023-08-04,216,"CP","T","Low",2,18,0,0,0,0,0,0
"427","trapnest_59",2023-07-04,185,"CP","T","Mid",1,13,0,0,5,0,NA,0
"428","trapnest_59",2023-07-05,186,"CP","T","Mid",1,13,2,2,5.5,0.5,NA,1
"429","trapnest_59",2023-07-07,188,"CP","T","Mid",2,12,0,0,6,2,NA,1
"430","trapnest_59",2023-07-10,191,"CP","T","Mid",1,12,0,0,6,2,NA,2
"431","trapnest_59",2023-07-12,193,"CP","T","Mid",1,13,0,0,5,1,NA,1
"432","trapnest_59",2023-07-14,195,"CP","T","Mid",1,13,1,1,5,0,NA,1
"433","trapnest_59",2023-07-17,198,"CP","T","Mid",2,13,0,0,5,1,NA,1
"434","trapnest_59",2023-07-20,201,"CP","T","Mid",2,13,0,0,5,1,NA,1
"435","trapnest_59",2023-07-24,205,"CP","T","Mid",2,13,0,0,5,1,NA,1
"436","trapnest_59",2023-07-26,207,"CP","T","Mid",1,13,0,0,5,1,NA,1
"437","trapnest_59",2023-07-28,209,"CP","T","Mid",0,13,1,1,5,1,NA,1
"438","trapnest_59",2023-07-29,210,"CP","T","Mid",0,13,0,0,5,1,NA,0
"439","trapnest_59",2023-08-01,213,"CP","T","Mid",2,13,0,0,5,1,NA,0
"440","trapnest_59",2023-08-04,216,"CP","T","Mid",2,13,0,0,5,1,NA,0
"441","trapnest_6",2023-06-23,174,"BP","B","High",3,6,0,0,0,0,0,0
"442","trapnest_6",2023-06-29,180,"BP","B","High",1,6,0,0,0,0,0,0
"443","trapnest_60",2023-07-04,185,"CP","T","High",1,7,0,0,11,0,NA,0
"444","trapnest_60",2023-07-05,186,"CP","T","High",1,7,0,0,11,0,NA,0
"445","trapnest_60",2023-07-07,188,"CP","T","High",2,7,0,0,11,0,NA,0
"446","trapnest_60",2023-07-10,191,"CP","T","High",1,7,0,0,11,0,NA,0
"447","trapnest_60",2023-07-12,193,"CP","T","High",1,7,0,0,11,0,NA,0
"448","trapnest_60",2023-07-14,195,"CP","T","High",1,7,0,0,11,0,NA,0
"449","trapnest_60",2023-07-17,198,"CP","T","High",2,7,0,0,11,0,NA,0
"450","trapnest_60",2023-07-20,201,"CP","T","High",2,7,0,0,11,0,NA,0
"451","trapnest_60",2023-07-24,205,"CP","T","High",2,7,0,0,11,0,NA,0
"452","trapnest_60",2023-07-26,207,"CP","T","High",1,7,0,0,11,0,NA,0
"453","trapnest_60",2023-07-28,209,"CP","T","High",0,7,0,0,11,0,NA,0
"454","trapnest_60",2023-07-29,210,"CP","T","High",0,7,0,0,11,0,NA,0
"455","trapnest_60",2023-08-01,213,"CP","T","High",2,7,0,0,11,0,NA,0
"456","trapnest_60",2023-08-04,216,"CP","T","High",2,7,0,0,11,0,NA,0
"457","trapnest_61",2023-07-04,185,"CP","U","Low",1,18,0,0,0,0,0,0
"458","trapnest_61",2023-07-05,186,"CP","U","Low",1,18,0,0,0,0,0,0
"459","trapnest_61",2023-07-07,188,"CP","U","Low",2,18,0,0,0,0,0,0
"460","trapnest_61",2023-07-10,191,"CP","U","Low",1,18,0,0,0,0,0,0
"461","trapnest_61",2023-07-12,193,"CP","U","Low",1,18,0,0,0,0,0,0
"462","trapnest_61",2023-07-14,195,"CP","U","Low",1,18,0,0,0,0,0,0
"463","trapnest_61",2023-07-17,198,"CP","U","Low",2,18,0,0,0,0,0,0
"464","trapnest_61",2023-07-20,201,"CP","U","Low",2,18,0,0,0,0,0,0
"465","trapnest_61",2023-07-24,205,"CP","U","Low",2,18,0,0,0,0,0,0
"466","trapnest_61",2023-07-26,207,"CP","U","Low",1,18,0,0,0,0,0,0
"467","trapnest_61",2023-07-28,209,"CP","U","Low",0,18,0,0,0,0,0,0
"468","trapnest_61",2023-07-29,210,"CP","U","Low",0,18,0,0,0,0,0,0
"469","trapnest_61",2023-08-01,213,"CP","U","Low",2,18,0,0,0,0,0,0
"470","trapnest_61",2023-08-04,216,"CP","U","Low",2,18,0,0,0,0,0,0
"471","trapnest_62",2023-07-04,185,"CP","U","Mid",1,12,0,0,6,0,NA,0
"472","trapnest_62",2023-07-05,186,"CP","U","Mid",1,12,0,1,6,0,NA,0
"473","trapnest_62",2023-07-07,188,"CP","U","Mid",2,11,0,0,6,0,NA,0
"474","trapnest_62",2023-07-10,191,"CP","U","Mid",1,11,0,0,6,0,NA,0
"475","trapnest_62",2023-07-12,193,"CP","U","Mid",1,10,0,0,6,0,NA,0
"476","trapnest_62",2023-07-14,195,"CP","U","Mid",1,10,0,0,6,0,NA,0
"477","trapnest_62",2023-07-17,198,"CP","U","Mid",2,11,0,0,6,0,NA,0
"478","trapnest_62",2023-07-20,201,"CP","U","Mid",2,10,0,0,6,0,NA,0
"479","trapnest_62",2023-07-24,205,"CP","U","Mid",2,8,0,0,6,0,NA,0
"480","trapnest_62",2023-07-26,207,"CP","U","Mid",1,10,0,0,6,0,NA,0
"481","trapnest_62",2023-07-28,209,"CP","U","Mid",0,11,0,0,6,0,NA,0
"482","trapnest_62",2023-07-29,210,"CP","U","Mid",0,11,0,0,6,0,NA,0
"483","trapnest_62",2023-08-01,213,"CP","U","Mid",2,10,0,0,6,0,NA,0
"484","trapnest_62",2023-08-04,216,"CP","U","Mid",2,10,0,0,6,0,NA,0
"485","trapnest_63",2023-07-04,185,"CP","U","High",1,7,0,0,11,0,NA,0
"486","trapnest_63",2023-07-05,186,"CP","U","High",1,7,0,0,11,0,NA,0
"487","trapnest_63",2023-07-07,188,"CP","U","High",2,7,0,0,11,0,NA,0
"488","trapnest_63",2023-07-10,191,"CP","U","High",1,7,0,0,11,0,NA,0
"489","trapnest_63",2023-07-12,193,"CP","U","High",1,7,0,0,11,0,NA,0
"490","trapnest_63",2023-07-14,195,"CP","U","High",1,7,0,0,11,0,NA,0
"491","trapnest_63",2023-07-17,198,"CP","U","High",2,6,0,0,11,0,NA,0
"492","trapnest_63",2023-07-20,201,"CP","U","High",2,6,0,0,11,0,NA,0
"493","trapnest_63",2023-07-24,205,"CP","U","High",2,5,0,0,11,0,NA,0
"494","trapnest_63",2023-07-26,207,"CP","U","High",1,6,0,0,11,0,NA,0
"495","trapnest_63",2023-07-28,209,"CP","U","High",0,6,0,0,11,0,NA,0
"496","trapnest_63",2023-07-29,210,"CP","U","High",0,6,0,0,11,0,NA,0
"497","trapnest_63",2023-08-01,213,"CP","U","High",2,6,0,0,11,0,NA,0
"498","trapnest_63",2023-08-04,216,"CP","U","High",2,6,0,0,11,0,NA,0
"499","trapnest_64",2023-07-04,185,"CP","V","Low",1,18,0,0,0,0,0,0
"500","trapnest_64",2023-07-05,186,"CP","V","Low",1,18,0,1,0,0,0,0
"501","trapnest_64",2023-07-07,188,"CP","V","Low",2,16,0,0,0,0,0,0
"502","trapnest_64",2023-07-10,191,"CP","V","Low",1,16,0,0,0,0,0,0
"503","trapnest_64",2023-07-12,193,"CP","V","Low",1,15,0,0,0,0,0,0
"504","trapnest_64",2023-07-14,195,"CP","V","Low",1,16,0,0,0,0,0,0
"505","trapnest_64",2023-07-17,198,"CP","V","Low",2,16,0,0,0,0,0,0
"506","trapnest_64",2023-07-20,201,"CP","V","Low",2,16,0,0,0,0,0,0
"507","trapnest_64",2023-07-24,205,"CP","V","Low",2,16,0,0,0,0,0,0
"508","trapnest_64",2023-07-26,207,"CP","V","Low",1,16,0,0,0,0,0,0
"509","trapnest_64",2023-07-28,209,"CP","V","Low",0,18,0,0,0,0,0,0
"510","trapnest_64",2023-07-29,210,"CP","V","Low",0,18,0,0,0,0,0,0
"511","trapnest_64",2023-08-01,213,"CP","V","Low",2,18,0,0,0,0,0,0
"512","trapnest_64",2023-08-04,216,"CP","V","Low",2,18,0,0,0,0,0,0
"513","trapnest_65",2023-07-04,185,"CP","V","Mid",1,12,0,0,6,0,NA,0
"514","trapnest_65",2023-07-05,186,"CP","V","Mid",1,12,0,0,6,0,NA,0
"515","trapnest_65",2023-07-07,188,"CP","V","Mid",2,12,0,0,6,0,NA,0
"516","trapnest_65",2023-07-10,191,"CP","V","Mid",1,12,0,0,6,0,NA,0
"517","trapnest_65",2023-07-12,193,"CP","V","Mid",1,12,0,0,6,0,NA,0
"518","trapnest_65",2023-07-14,195,"CP","V","Mid",1,12,0,0,6,0,NA,0
"519","trapnest_65",2023-07-17,198,"CP","V","Mid",2,12,0,0,6,0,NA,0
"520","trapnest_65",2023-07-20,201,"CP","V","Mid",2,12,0,0,6,0,NA,0
"521","trapnest_65",2023-07-24,205,"CP","V","Mid",2,12,0,0,6,0,NA,0
"522","trapnest_65",2023-07-26,207,"CP","V","Mid",1,12,0,0,6,0,NA,0
"523","trapnest_65",2023-07-28,209,"CP","V","Mid",0,12,0,0,6,0,NA,0
"524","trapnest_65",2023-07-29,210,"CP","V","Mid",0,12,0,0,6,0,NA,0
"525","trapnest_65",2023-08-01,213,"CP","V","Mid",2,12,0,0,6,0,NA,0
"526","trapnest_65",2023-08-04,216,"CP","V","Mid",2,12,0,0,6,0,NA,0
"527","trapnest_66",2023-07-04,185,"CP","V","High",1,7,0,0,11,0,NA,0
"528","trapnest_66",2023-07-05,186,"CP","V","High",1,6,0,0,10,0,NA,0
"529","trapnest_66",2023-07-07,188,"CP","V","High",2,6,0,0,11,0,NA,0
"530","trapnest_66",2023-07-10,191,"CP","V","High",1,5,0,0,11,0,NA,0
"531","trapnest_66",2023-07-12,193,"CP","V","High",1,6,0,0,11,0,NA,0
"532","trapnest_66",2023-07-14,195,"CP","V","High",1,6,0,0,11,0,NA,0
"533","trapnest_66",2023-07-17,198,"CP","V","High",2,6,0,0,10,0,NA,0
"534","trapnest_66",2023-07-20,201,"CP","V","High",2,6,0,0,11,0,NA,0
"535","trapnest_66",2023-07-24,205,"CP","V","High",2,6,0,0,11,0,NA,0
"536","trapnest_66",2023-07-26,207,"CP","V","High",1,6,0,0,11,0,NA,0
"537","trapnest_66",2023-07-28,209,"CP","V","High",0,5,0,0,11,0,NA,0
"538","trapnest_66",2023-07-29,210,"CP","V","High",0,6,0,0,11,0,NA,0
"539","trapnest_66",2023-08-01,213,"CP","V","High",2,6,0,0,11,0,NA,0
"540","trapnest_66",2023-08-04,216,"CP","V","High",2,5,0,0,11,0,NA,0
"541","trapnest_67",2023-07-04,185,"CP","W","Low",1,18,0,0,0,0,0,0
"542","trapnest_67",2023-07-05,186,"CP","W","Low",1,17,0,0,0,0,0,0
"543","trapnest_67",2023-07-07,188,"CP","W","Low",2,16,0,0,0,0,0,0
"544","trapnest_67",2023-07-10,191,"CP","W","Low",1,17,0,0,0,0,0,0
"545","trapnest_67",2023-07-12,193,"CP","W","Low",1,16,0,0,0,0,0,0
"546","trapnest_67",2023-07-14,195,"CP","W","Low",1,17,0,0,0,0,0,0
"547","trapnest_67",2023-07-17,198,"CP","W","Low",2,17,0,0,0,0,0,0
"548","trapnest_67",2023-07-20,201,"CP","W","Low",2,17,0,0,0,0,0,0
"549","trapnest_67",2023-07-24,205,"CP","W","Low",2,18,0,0,0,0,0,0
"550","trapnest_67",2023-07-26,207,"CP","W","Low",1,18,0,0,0,0,0,0
"551","trapnest_67",2023-07-28,209,"CP","W","Low",0,18,0,0,0,0,0,0
"552","trapnest_67",2023-07-29,210,"CP","W","Low",0,18,0,0,0,0,0,0
"553","trapnest_67",2023-08-01,213,"CP","W","Low",2,18,0,0,0,0,0,0
"554","trapnest_67",2023-08-04,216,"CP","W","Low",2,18,0,0,0,0,0,0
"555","trapnest_68",2023-07-04,185,"CP","W","Mid",1,12,0,0,6,0,NA,0
"556","trapnest_68",2023-07-05,186,"CP","W","Mid",1,12,0,0,6,0,NA,0
"557","trapnest_68",2023-07-07,188,"CP","W","Mid",2,12,0,0,6,0,NA,0
"558","trapnest_68",2023-07-10,191,"CP","W","Mid",1,12,0,0,6,0,NA,0
"559","trapnest_68",2023-07-12,193,"CP","W","Mid",1,12,0,0,6,0,NA,0
"560","trapnest_68",2023-07-14,195,"CP","W","Mid",1,12,0,0,6,0,NA,0
"561","trapnest_68",2023-07-17,198,"CP","W","Mid",2,12,0,0,6,0,NA,0
"562","trapnest_68",2023-07-20,201,"CP","W","Mid",2,12,0,0,6,0,NA,0
"563","trapnest_68",2023-07-24,205,"CP","W","Mid",2,12,0,0,6,0,NA,0
"564","trapnest_68",2023-07-26,207,"CP","W","Mid",1,12,0,0,6,0,NA,0
"565","trapnest_68",2023-07-28,209,"CP","W","Mid",0,12,0,0,6,0,NA,0
"566","trapnest_68",2023-07-29,210,"CP","W","Mid",0,12,0,0,6,0,NA,0
"567","trapnest_68",2023-08-01,213,"CP","W","Mid",2,12,0,0,6,0,NA,0
"568","trapnest_68",2023-08-04,216,"CP","W","Mid",2,12,0,0,6,0,NA,0
"569","trapnest_69",2023-07-04,185,"CP","W","High",1,7,0,0,11,0,NA,0
"570","trapnest_69",2023-07-05,186,"CP","W","High",1,7,0,0,11,0,NA,0
"571","trapnest_69",2023-07-07,188,"CP","W","High",2,7,0,0,11,0,NA,0
"572","trapnest_69",2023-07-10,191,"CP","W","High",1,7,0,0,11,0,NA,0
"573","trapnest_69",2023-07-12,193,"CP","W","High",1,7,0,0,11,0,NA,0
"574","trapnest_69",2023-07-14,195,"CP","W","High",1,7,0,0,11,0,NA,0
"575","trapnest_69",2023-07-17,198,"CP","W","High",2,7,0,0,11,0,NA,0
"576","trapnest_69",2023-07-20,201,"CP","W","High",2,7,0,0,11,0,NA,0
"577","trapnest_69",2023-07-24,205,"CP","W","High",2,7,0,0,11,0,NA,0
"578","trapnest_69",2023-07-26,207,"CP","W","High",1,7,0,0,11,0,NA,0
"579","trapnest_69",2023-07-28,209,"CP","W","High",0,7,0,0,11,0,NA,0
"580","trapnest_69",2023-07-29,210,"CP","W","High",0,7,0,0,11,0,NA,0
"581","trapnest_69",2023-08-01,213,"CP","W","High",2,7,0,0,11,0,NA,0
"582","trapnest_69",2023-08-04,216,"CP","W","High",2,7,0,0,11,0,NA,0
"583","trapnest_7",2023-06-23,174,"BP","C","Low",3,15,1,2,2,2,3,3
"584","trapnest_7",2023-06-29,180,"BP","C","Low",1,15,5,5,4,4,7,7
"585","trapnest_70",2023-07-04,185,"CP","X","Low",1,18,0,0,0,0,0,0
"586","trapnest_70",2023-07-05,186,"CP","X","Low",1,17,0,0,0,0,0,0
"587","trapnest_70",2023-07-07,188,"CP","X","Low",2,17,0,0,0,0,0,0
"588","trapnest_70",2023-07-10,191,"CP","X","Low",1,17,0,0,0,0,0,0
"589","trapnest_70",2023-07-12,193,"CP","X","Low",1,17,0,0,0,0,0,0
"590","trapnest_70",2023-07-14,195,"CP","X","Low",1,18,0,0,0,0,0,0
"591","trapnest_70",2023-07-17,198,"CP","X","Low",2,18,0,0,0,0,0,0
"592","trapnest_70",2023-07-20,201,"CP","X","Low",2,18,0,0,0,0,0,0
"593","trapnest_70",2023-07-24,205,"CP","X","Low",2,18,0,0,0,0,0,0
"594","trapnest_70",2023-07-26,207,"CP","X","Low",1,18,0,0,0,0,0,0
"595","trapnest_70",2023-07-28,209,"CP","X","Low",0,18,0,0,0,0,0,0
"596","trapnest_70",2023-07-29,210,"CP","X","Low",0,18,0,0,0,0,0,0
"597","trapnest_70",2023-08-01,213,"CP","X","Low",2,18,0,0,0,0,0,0
"598","trapnest_70",2023-08-04,216,"CP","X","Low",2,18,0,0,0,0,0,0
"599","trapnest_71",2023-07-04,185,"CP","X","Mid",1,12,0,0,6,0,NA,0
"600","trapnest_71",2023-07-05,186,"CP","X","Mid",1,12,0,0,6,0,NA,0
"601","trapnest_71",2023-07-07,188,"CP","X","Mid",2,11,0,0,6,0,NA,0
"602","trapnest_71",2023-07-10,191,"CP","X","Mid",1,12,0,0,5,0,NA,0
"603","trapnest_71",2023-07-12,193,"CP","X","Mid",1,12,0,0,5,0,NA,0
"604","trapnest_71",2023-07-14,195,"CP","X","Mid",1,12,0,0,6,0,NA,0
"605","trapnest_71",2023-07-17,198,"CP","X","Mid",2,12,1,1,6,0,NA,0
"606","trapnest_71",2023-07-20,201,"CP","X","Mid",2,11,0,0,6,0,NA,0
"607","trapnest_71",2023-07-24,205,"CP","X","Mid",2,11,0,0,5,0,NA,0
"608","trapnest_71",2023-07-26,207,"CP","X","Mid",1,12,0,0,4,0,NA,0
"609","trapnest_71",2023-07-28,209,"CP","X","Mid",0,12,1,1,4,0,NA,1
"610","trapnest_71",2023-07-29,210,"CP","X","Mid",0,12,0,0,4,1,NA,1
"611","trapnest_71",2023-08-01,213,"CP","X","Mid",2,12,0,0,4,1,NA,1
"612","trapnest_71",2023-08-04,216,"CP","X","Mid",2,12,0,0,4,1,NA,1
"613","trapnest_72",2023-07-04,185,"CP","X","High",1,7,0,0,11,0,NA,0
"614","trapnest_72",2023-07-05,186,"CP","X","High",1,7,0,0,11,0,NA,0
"615","trapnest_72",2023-07-07,188,"CP","X","High",2,7,0,0,11,0,NA,0
"616","trapnest_72",2023-07-10,191,"CP","X","High",1,7,0,0,11,0,NA,0
"617","trapnest_72",2023-07-12,193,"CP","X","High",1,7,0,0,11,0,NA,0
"618","trapnest_72",2023-07-14,195,"CP","X","High",1,7,0,0,11,0,NA,0
"619","trapnest_72",2023-07-17,198,"CP","X","High",2,7,0,0,11,0,NA,0
"620","trapnest_72",2023-07-20,201,"CP","X","High",2,7,0,0,11,0,NA,0
"621","trapnest_72",2023-07-24,205,"CP","X","High",2,7,0,0,11,0,NA,0
"622","trapnest_72",2023-07-26,207,"CP","X","High",1,7,0,0,11,0,NA,0
"623","trapnest_72",2023-07-28,209,"CP","X","High",0,7,0,0,11,0,NA,0
"624","trapnest_72",2023-07-29,210,"CP","X","High",0,7,0,0,11,0,NA,0
"625","trapnest_72",2023-08-01,213,"CP","X","High",2,7,0,0,11,0,NA,0
"626","trapnest_72",2023-08-04,216,"CP","X","High",2,7,0,0,11,0,NA,0
"627","trapnest_8",2023-06-23,174,"BP","C","Mid",3,10,0,0,0,0,0,0
"628","trapnest_8",2023-06-29,180,"BP","C","Mid",1,11,2,2,0.5,0.5,2,2
"629","trapnest_9",2023-06-29,180,"BP","C","High",1,4,0,0,1,1,1,1
"630","trapnest_9",2023-06-23,174,"BP","C","High",3,1,0,0,1,1,1,1
